N	2gram	Ircho_Kome_2	Myshleni
1	в том	11	42
2	том что	9	35
3	таким образом	6	25
4	в развитии	2	25
5	точки зрения	4	24
6	в этом	10	24
7	в качестве	5	21
8	и в	26	20
9	что в	9	19
10	то же	3	16
11	то что	6	15
12	не только	7	15
13	как мы	4	13
14	с другой	2	12
15	в их	3	12
16	потому что	6	12
17	может быть	11	12
18	в целом	4	11
19	в его	4	11
20	в истории	5	10
21	так как	4	10
22	только в	4	10
23	и другие	2	9
24	одной стороны	2	9
25	но и	10	9
26	с одной	2	9
27	между тем	4	9
28	как это	4	9
29	как и	4	9
30	того же	3	9
31	тот же	2	9
32	что и	7	9
33	и не	14	8
34	и что	2	8
35	этом смысле	2	8
36	было бы	8	8
37	вместе с	9	8
38	друг с	2	7
39	как бы	2	7
40	с другом	2	7
41	в своей	3	7
42	того чтобы	6	7
43	тем что	3	7
44	уже в	4	6
45	к тому	12	6
46	тому же	11	6
47	в самом	4	6
48	не может	3	6
49	и на	7	6
50	его в	4	6
51	с тем	5	6
52	что он	5	6
53	в силу	2	6
54	той же	3	6
55	можно было	4	6
56	в частности	4	5
57	целый ряд	2	5
58	это не	2	5
59	в действительности	2	5
60	не является	2	5
61	если бы	9	5
62	и его	12	5
63	с этим	5	5
64	и к	2	5
65	все же	4	5
66	о том	6	5
67	речь идет	3	5
68	так и	12	5
69	как в	3	5
70	для того	5	5
71	мы можем	3	5
72	все время	2	4
73	в нашем	2	4
74	тому что	4	4
75	в своем	6	4
76	для нас	3	4
77	является не	2	4
78	из них	7	4
79	в первую	3	4
80	роль в	2	4
81	друг друга	3	4
82	с этой	3	4
83	как он	3	4
84	и с	5	4
85	к этому	5	4
86	по своему	2	4
87	первую очередь	3	4
88	не в	2	4
89	и для	4	4
90	во всяком	2	4
91	которые в	2	4
92	на этом	2	3
93	не менее	4	3
94	обоих случаях	2	3
95	в этих	4	3
96	в какой	2	3
97	и от	4	3
98	так что	5	3
99	в этой	3	3
100	от того	2	3
101	одной из	4	3
102	в виду	2	3
103	всяком случае	2	3
104	один из	5	3
105	со стороны	2	3
106	в связи	3	3
107	столь же	9	3
108	но в	3	3
109	отнюдь не	2	3
110	и во	2	3
111	идет о	2	3
112	бы в	2	3
113	чем в	2	3
114	но не	3	3
115	как известно	2	3
116	наряду с	6	3
117	в один	2	3
118	в обоих	3	3
119	себя в	3	3
120	на этот	4	3
121	ни в	5	3
122	одновременно с	2	3
123	связи с	3	3
124	в которой	5	3
125	и поэтому	3	3
126	место в	4	2
127	том числе	3	2
128	в другой	2	2
129	в каждом	3	2
130	прежде всего	4	2
131	что на	3	2
132	мы найдем	3	2
133	что это	4	2
134	и у	2	2
135	вслед за	2	2
136	одним из	2	2
137	в ней	3	2
138	в нем	6	2
139	к нему	3	2
140	не по	4	2
141	всех остальных	2	2
142	в отличие	2	2
143	не имеет	3	2
144	а в	3	2
145	из этих	4	2
146	и здесь	6	2
147	в начале	4	2
148	мы имеем	2	2
149	у него	4	2
150	это слово	4	2
151	представить себе	3	2
152	ясно что	8	2
153	в следующем	2	2
154	с которым	2	2
155	а затем	5	2
156	и тех	2	2
157	с той	2	2
158	еще не	6	2
159	даже в	2	2
160	ли не	7	2
161	того как	3	2
162	если не	2	2
163	в той	2	2
164	и это	2	2
165	едва ли	14	2
166	отличие от	2	2
167	же не	2	2
