N	2gram	Losev_Dial_3	Marksizm
1	может быть	13	28
2	и пр	6	25
3	и в	24	19
4	как бы	3	19
5	и не	27	19
6	не может	19	18
7	точки зрения	25	17
8	то же	6	16
9	и его	5	16
10	как мы	2	15
11	в этом	8	15
12	таким образом	13	14
13	в сущности	10	14
14	не только	23	13
15	с точки	14	13
16	в нем	3	11
17	если бы	6	11
18	вовсе не	13	11
19	не в	3	10
20	но и	9	10
21	том что	8	10
22	так и	5	10
23	для него	4	9
24	при этом	2	9
25	в основе	3	9
26	как целое	3	9
27	как и	7	9
28	это –	16	9
29	самом деле	6	9
30	а не	26	9
31	отнюдь не	10	8
32	же время	3	8
33	в то	5	8
34	с его	2	8
35	только в	5	8
36	никогда не	7	7
37	в том	5	7
38	но в	2	7
39	прежде всего	8	7
40	одна из	3	7
41	и для	2	7
42	в таком	14	7
43	в смысле	2	6
44	к тому	4	6
45	ни в	9	6
46	и как	8	6
47	в самом	7	6
48	и следовательно	2	6
49	и все	6	6
50	мы уже	3	6
51	быть и	3	6
52	– не	7	6
53	для того	3	6
54	хотя бы	4	6
55	– как	3	5
56	слово –	2	5
57	или иной	4	5
58	к нему	3	5
59	в их	2	5
60	так же	4	5
61	и на	3	5
62	и здесь	2	5
63	– и	4	5
64	– вот	2	5
65	совершенно не	2	5
66	в его	2	5
67	все же	3	5
68	в данном	2	5
69	тем более	3	5
70	должна быть	6	4
71	тому что	4	4
72	это не	4	4
73	на то	3	4
74	той или	2	4
75	то что	14	4
76	и тем	2	4
77	бы то	2	4
78	того что	12	4
79	сказать что	4	4
80	бы в	2	4
81	как раз	7	4
82	– в	6	4
83	что он	13	4
84	было бы	5	4
85	конечно не	4	4
86	для себя	2	4
87	– это	6	4
88	только на	7	4
89	в слове	3	4
90	и ее	3	4
91	в себе	2	4
92	ничего не	17	4
93	не существует	10	3
94	учение о	8	3
95	перед нами	3	3
96	с другой	4	3
97	и от	3	3
98	одной стороны	3	3
99	не имеют	2	3
100	в ней	2	3
101	за пределы	3	3
102	исходит из	2	3
103	в каком	3	3
104	а в	2	3
105	с этим	3	3
106	с одной	3	3
107	что оно	7	3
108	все эти	3	3
109	не имеет	11	3
110	должно быть	3	3
111	и формы	2	3
112	не было	3	3
113	в истории	4	3
114	о том	6	3
115	так как	6	3
116	слово в	2	3
117	таком случае	10	3
118	сознания и	4	3
119	по себе	20	3
120	у нас	4	3
121	одно и	5	3
122	еще не	2	3
123	он не	5	3
124	что и	6	3
125	не есть	54	3
126	не будет	3	3
127	только что	4	3
128	той же	3	3
129	и то	4	3
130	во всяком	2	3
131	могут быть	2	3
132	и это	4	3
133	все время	3	2
134	что в	7	2
135	что это	12	2
136	целое не	2	2
137	в одной	3	2
138	иное как	6	2
139	не знает	3	2
140	вопрос о	5	2
141	мы знаем	3	2
142	тому же	2	2
143	следовательно и	2	2
144	лишь как	2	2
145	как о	4	2
146	но что	7	2
147	и у	2	2
148	всяком случае	2	2
149	в зависимости	2	2
150	другими словами	7	2
151	жизни и	5	2
152	себя самого	2	2
153	в своем	3	2
154	в особенности	7	2
155	конечно –	2	2
156	именно в	2	2
157	они не	2	2
158	и даже	13	2
159	друг друга	3	2
160	коем случае	3	2
161	как на	5	2
162	ее от	2	2
163	но для	2	2
164	и с	6	2
165	по крайней	5	2
166	даже и	7	2
167	именно как	3	2
168	он и	3	2
169	допустим что	16	2
170	и является	2	2
171	но как	2	2
172	того или	3	2
173	это будет	4	2
174	но они	2	2
175	у него	2	2
176	или иного	2	2
177	в коем	3	2
178	зависимости от	3	2
179	но не	2	2
180	ведь это	2	2
181	от своего	2	2
182	и о	3	2
183	и потому	2	2
184	крайней мере	5	2
185	себя в	2	2
186	все –	2	2
187	и тогда	5	2
188	и прежде	3	2
189	не на	6	2
190	или же	3	2
191	что не	5	2
192	должны быть	3	2
193	и он	2	2
194	целое и	2	2
195	мы не	5	2
196	или в	2	2
197	тем что	3	2
198	в виде	8	2
199	это же	3	2
200	если же	8	2
201	бытия в	2	2
202	это было	3	2
