N	3gram	Losev_Vesc_1	Problema
1	о том что	4	14
2	тем не менее	3	12
3	вовсе не есть	6	10
4	во всяком случае	2	10
5	в конце концов	2	7
6	то что мы	2	7
7	и то что	3	7
8	и т д	19	6
9	по крайней мере	4	6
10	так или иначе	4	6
11	в данном случае	2	5
12	с одной стороны	3	5
13	с другой стороны	2	5
14	и не просто	3	5
15	что же такое	3	4
16	той или другой	2	4
17	не есть только	2	4
18	на то что	2	4
19	те или другие	4	4
20	сама по себе	3	4
21	в том что	4	4
22	есть прежде всего	2	4
23	что иное как	7	3
24	можно сказать что	3	3
25	есть не что	5	3
26	не что иное	7	3
27	только тогда когда	2	3
28	только то что	2	3
29	не может быть	6	3
30	не есть ни	3	3
31	тех или других	4	3
32	это значит что	19	3
33	есть то что	4	2
34	для того чтобы	2	2
35	то что не	2	2
36	мы еще не	2	2
37	в самом деле	4	2
38	бы то ни	4	2
39	не только в	4	2
40	в себе в	2	2
41	сами по себе	3	2
42	ни от чего	2	2
43	может быть только	3	2
44	если мы возьмем	2	2
45	можно ли сказать	3	2
46	то это значит	2	2
47	так что в	3	2
48	можно говорить о	2	2
49	не только не	2	2
50	содержит в себе	4	2
51	и есть то	2	2
52	подобно тому как	4	2
53	ли сказать что	3	2
54	не есть просто	4	2
