N	3gram	Vygotskiy__6	KulturaY
1	с точки зрения	10	16
2	для того чтобы	8	11
3	можно было бы	5	10
4	в том что	19	8
5	до сих пор	3	8
6	в зависимости от	5	7
7	в связи с	2	4
8	в этом случае	2	4
9	бы сказать что	2	3
10	с другой стороны	2	3
11	не может быть	2	3
12	в первую очередь	3	3
13	отношений между понятиями	3	2
14	и того же	4	2
15	как мы видели	4	2
16	только то что	2	2
17	в первом случае	3	2
18	не могут быть	2	2
19	по отношению к	10	2
20	от того что	6	2
21	принять во внимание	2	2
22	одного и того	4	2
