N	3gram	Tiupa_Narr_1	Narrotol
1	в данном случае	4	8
2	времени и пространстве	5	6
3	во времени и	4	6
4	не только в	2	6
5	в том что	8	5
6	к тому же	4	5
7	то же время	3	4
8	той или иной	4	4
9	и тем самым	3	4
10	не может быть	5	4
11	в то же	3	4
12	свидетель и судия	2	3
13	свободен теперь как	2	3
14	в этом отношении	3	3
15	и племянницы в	3	3
16	на другой день	2	3
17	обращает на себя	3	3
18	в первом случае	2	3
19	матери и племянницы	3	3
20	подобно тому как	2	3
21	на себя внимание	3	3
22	теперь как птица	2	3
23	по отношению к	6	3
24	речь идет о	2	3
25	тем не менее	3	3
26	по полю быстро	2	2
27	перед нами не	2	2
28	сами по себе	2	2
29	в отличие от	5	2
30	можно сказать что	4	2
31	эпизоде первого цикла	2	2
32	и про чертог	2	2
33	так и не	2	2
34	полю быстро весело	2	2
35	протяжении этого эпизода	2	2
36	в третьем эпизоде	2	2
37	состоит в том	3	2
38	быстро весело постукивая	2	2
39	присутствия в мире	2	2
40	в связи с	2	2
41	мы имеем дело	2	2
42	в тексте архиерея	2	2
43	в свою очередь	3	2
44	о том что	6	2
45	не сводится к	2	2
46	на протяжении этого	2	2
47	в известном смысле	2	2
48	в рассказе о	2	2
49	идет по полю	2	2
50	форме несобственно-прямой речи	2	2
51	таким каким он	2	2
52	а во втором	2	2
53	весело постукивая палочкой	2	2
