N	2gram	Ircho_Kome_3	Istorich
1	и в	22	25
2	что он	8	22
3	вместе с	9	22
4	и т	4	20
5	представление о	2	17
6	может быть	6	17
7	т е	16	16
8	не только	5	13
9	но и	4	13
10	в его	8	12
11	и не	21	11
12	так как	11	11
13	все же	4	10
14	в этом	8	10
15	тем что	5	10
16	с другой	4	9
17	его в	8	9
18	и его	6	9
19	таким образом	12	9
20	с тем	4	8
21	связи с	5	8
22	что в	5	8
23	мы знаем	2	8
24	том что	13	8
25	еще не	6	8
26	на него	4	8
27	другой стороны	2	8
28	и что	6	8
29	и на	2	8
30	в частности	3	7
31	в качестве	2	7
32	во время	6	7
33	а затем	2	7
34	как и	3	7
35	то что	4	7
36	этом случае	2	7
37	одной стороны	3	7
38	в нем	3	7
39	с одной	3	7
40	потому что	10	7
41	и здесь	4	7
42	представляет собой	3	7
43	о том	8	7
44	это не	2	6
45	прежде всего	5	6
46	что и	8	6
47	как в	2	6
48	не может	3	6
49	и он	2	6
50	не в	4	6
51	не совсем	2	6
52	в том	12	6
53	ясно что	6	5
54	с этим	3	5
55	в образе	2	5
56	как мы	2	5
57	но все	4	5
58	в ней	4	5
59	так же	4	5
60	мы не	2	5
61	не менее	5	4
62	если не	3	4
63	не как	2	4
64	все еще	2	4
65	с другими	2	4
66	тем не	3	4
67	в ее	3	4
68	в пределах	2	4
69	наряду с	2	4
70	из себя	3	4
71	все это	5	4
72	в связи	4	4
73	то же	7	4
74	его на	2	4
75	и хотя	2	4
76	он не	5	4
77	за ним	2	4
78	и это	2	4
79	в которой	3	4
80	с ним	5	4
81	никогда не	3	3
82	и все	2	3
83	в целом	3	3
84	в свою	7	3
85	что его	5	3
86	в этой	3	3
87	в то	6	3
88	того чтобы	6	3
89	не ясно	2	3
90	на себя	4	3
91	только один	2	3
92	то это	5	3
93	по лестнице	2	3
94	представляют собой	2	3
95	для того	6	3
96	к нему	5	3
97	друг друга	4	3
98	его не	2	3
99	а в	7	3
100	в которых	5	3
101	их в	3	3
102	и с	4	3
103	человека в	2	3
104	е в	2	3
105	уже в	2	2
106	в дом	14	2
107	под влиянием	2	2
108	у него	4	2
109	на них	3	2
110	а сам	2	2
111	человека и	2	2
112	к этому	6	2
113	вовсе не	4	2
114	а как	2	2
115	на то	3	2
116	так что	6	2
117	об этом	7	2
118	с этой	3	2
119	по существу	2	2
120	такое же	2	2
121	а на	2	2
122	того же	6	2
123	после этого	2	2
124	до сих	9	2
125	она не	2	2
126	и сам	5	2
127	несмотря на	4	2
128	и мы	3	2
129	если бы	8	2
130	из которых	2	2
131	одним из	2	2
132	должно было	3	2
133	как бы	3	2
134	один из	3	2
135	должен быть	2	2
136	сих пор	9	2
137	в своей	5	2
138	отношению к	3	2
139	когда он	4	2
140	во всех	2	2
141	со стороны	11	2
142	совершенно не	2	2
143	по отношению	5	2
144	до этого	2	2
145	и для	4	2
146	в течение	3	2
147	самом деле	6	2
148	а не	4	2
149	в других	3	2
150	роль в	2	2
151	за ней	2	2
152	точки зрения	4	2
153	что мы	2	2
154	из них	5	2
155	в свое	2	2
156	из дому	4	2
157	и этим	3	2
158	ничего не	3	2
159	о чем	7	2
160	том как	3	2
161	мы можем	3	2
