N	2gram	Losev_Dial_1	StatiiOP
1	и в	18	44
2	в том	9	36
3	и т	21	30
4	что в	13	30
5	том что	9	29
6	т д	19	21
7	в этом	12	21
8	вовсе не	7	19
9	то что	13	18
10	не только	13	18
11	было бы	12	17
12	а в	5	17
13	о том	4	17
14	и не	30	16
15	а не	14	16
16	т е	25	15
17	может быть	17	15
18	в данном	3	14
19	как в	2	13
20	можно было	5	13
21	не в	6	12
22	самом деле	3	11
23	точки зрения	17	11
24	ясно что	8	10
25	для того	2	10
26	что он	11	10
27	но и	7	10
28	но в	6	10
29	только в	3	10
30	в отношении	5	9
31	с другой	6	9
32	если бы	12	9
33	в то	6	9
34	как и	2	9
35	того что	2	9
36	т п	2	9
37	также и	7	9
38	так и	9	9
39	в его	3	9
40	у пушкина	4	8
41	все же	5	8
42	из них	2	8
43	не может	12	8
44	это не	9	8
45	с точки	12	8
46	я не	5	7
47	и об	4	7
48	прежде всего	10	7
49	в самом	3	7
50	сих пор	2	7
51	до сих	2	7
52	другой стороны	4	7
53	этом отношении	2	7
54	сказать что	10	7
55	что они	3	7
56	потому что	14	6
57	из этих	2	6
58	так что	15	6
59	но это	8	6
60	для него	2	6
61	что и	3	6
62	в своей	2	6
63	со стороны	2	6
64	что же	3	6
65	именно в	2	6
66	на самом	3	6
67	при чем	2	6
68	во всяком	4	6
69	хотя бы	6	6
70	всяком случае	2	6
71	не менее	2	5
72	никогда не	9	5
73	была бы	3	5
74	такой же	2	5
75	так же	4	5
76	вплоть до	3	5
77	совершенно не	8	5
78	в котором	4	5
79	в нем	16	5
80	жизни и	3	5
81	все это	11	5
82	то же	10	5
83	и даже	13	5
84	в которых	2	5
85	и то	9	5
86	могут быть	3	5
87	все эти	2	5
88	так как	11	5
89	что это	11	4
90	в частности	2	4
91	что она	7	4
92	гораздо более	3	4
93	вопрос о	2	4
94	мы находим	7	4
95	бы и	2	4
96	это и	4	4
97	же время	4	4
98	но все	3	4
99	тем более	2	4
100	является не	2	4
101	и что	12	4
102	в качестве	2	4
103	никто не	2	4
104	же и	2	4
105	как раз	4	4
106	но если	5	4
107	как бы	11	4
108	на то	5	4
109	дело не	2	4
110	даже не	3	4
111	не было	6	4
112	еще более	3	4
113	и сейчас	2	4
114	д но	2	4
115	не имеет	15	4
116	как это	4	4
117	в основе	3	3
118	не существует	7	3
119	а с	2	3
120	тому что	3	3
121	точку зрения	3	3
122	и с	5	3
123	с этой	2	3
124	и так	2	3
125	не является	3	3
126	в конце	4	3
127	должна быть	3	3
128	в каждом	2	3
129	же это	3	3
130	очень мало	2	3
131	ни в	15	3
132	да и	6	3
133	об этом	4	3
134	то в	7	3
135	же как	2	3
136	но не	4	3
137	еще не	2	3
138	что не	7	3
139	и для	2	3
140	общего с	5	3
141	или иное	3	3
142	в ней	3	3
143	не значит	3	3
144	даже в	3	3
145	то это	4	3
146	ни с	6	3
147	говорит о	5	3
148	ничего общего	4	3
149	в виде	2	3
150	что для	3	3
151	с одной	2	3
152	что оно	5	3
153	но с	3	3
154	говорит что	3	3
155	бы все	2	3
156	значит что	14	3
157	в чем	6	3
158	то или	3	3
159	что касается	2	3
160	в каком	8	3
161	в другом	2	3
162	и вообще	4	3
163	связанные с	2	3
164	если это	2	3
165	с этим	2	3
166	что ни	3	2
167	нисколько не	4	2
168	всех этих	3	2
169	в этих	5	2
170	даже и	3	2
171	имеет ничего	3	2
172	в своем	5	2
173	как о	2	2
174	по крайней	4	2
175	быть в	2	2
176	тут не	4	2
177	крайней мере	4	2
178	и более	4	2
179	на точку	2	2
180	быть и	4	2
181	случае не	3	2
182	опять-таки не	2	2
183	она не	6	2
184	одной стороны	2	2
185	несмотря на	10	2
186	как более	2	2
187	и потому	3	2
188	если в	3	2
189	как можно	2	2
190	отношение к	5	2
191	в первую	2	2
192	конечно не	3	2
193	отношения к	3	2
194	и их	2	2
195	что как	2	2
196	и тогда	2	2
197	для этого	2	2
198	еще и	3	2
199	из того	2	2
200	в эпоху	2	2
201	и у	2	2
202	есть только	5	2
203	д и	2	2
204	ничего не	17	2
205	не знает	2	2
206	думать что	3	2
207	можно найти	2	2
208	от этого	3	2
209	ни на	6	2
210	он не	3	2
211	научного значения	2	2
212	что эта	4	2
213	в себе	11	2
214	нет ни	2	2
215	в сознании	3	2
216	говорить о	5	2
217	что здесь	2	2
218	стороны в	2	2
219	то не	2	2
220	и все	3	2
221	и это	2	2
222	к нему	8	2
223	только с	3	2
224	мы имеем	2	2
225	время как	2	2
