N	2gram	Voloshinov_1	Analitik
1	в качестве	4	31
2	может быть	13	29
3	в том	2	27
4	не может	12	22
5	и не	14	21
6	в частности	3	19
7	и в	38	18
8	а не	6	17
9	но и	13	17
10	представляет собой	2	16
11	отнюдь не	10	15
12	не только	27	15
13	не в	6	14
14	как и	10	13
15	в его	6	13
16	в этом	10	13
17	литературное произведение	2	12
18	том что	3	12
19	при этом	9	12
20	в себе	9	11
21	то есть	4	11
22	но не	2	10
23	то же	14	9
24	а в	5	9
25	в то	9	9
26	в мире	2	8
27	есть не	2	8
28	в той	5	8
29	нуждается в	2	8
30	но в	5	8
31	к тому	4	7
32	этого слова	3	7
33	тем самым	7	7
34	времени и	2	6
35	это не	3	6
36	прежде всего	21	6
37	или иной	4	6
38	же время	7	6
39	в самом	4	6
40	себя в	4	6
41	той или	3	6
42	должен быть	2	6
43	то что	8	6
44	в своей	2	6
45	на наш	2	6
46	в основе	2	6
47	точки зрения	10	6
48	по своей	2	6
49	только в	6	6
50	мы имеем	2	6
51	я и	2	6
52	и как	9	5
53	в этой	6	5
54	как бы	28	5
55	внутренней речи	18	5
56	в целом	4	5
57	и т.п	21	5
58	лишь в	4	5
59	и его	7	5
60	между тем	3	5
61	и на	6	5
62	что иное	2	5
63	о том	4	5
64	иное как	2	5
65	того что	4	4
66	не всегда	2	4
67	не что	4	4
68	тому же	2	4
69	для того	9	4
70	в области	5	4
71	не с	3	4
72	все же	7	4
73	вместе с	5	4
74	так и	6	4
75	уже не	4	4
76	из которых	3	4
77	с точки	5	4
78	с другими	2	4
79	с ним	2	4
80	место в	2	3
81	с его	7	3
82	однако в	2	3
83	в нашем	5	3
84	смысл его	2	3
85	вследствие этого	2	3
86	хотя бы	18	3
87	и все	4	3
88	или иного	5	3
89	в нем	4	3
90	и к	4	3
91	что он	2	3
92	еще не	3	3
93	он не	2	3
94	в котором	3	3
95	что и	3	3
96	не будет	3	3
97	таким образом	7	3
98	а с	5	3
99	того чтобы	7	3
100	того или	5	3
101	к нему	2	3
102	между двумя	2	3
103	что мы	11	3
104	вопроса о	4	3
105	если бы	4	3
106	быть может	3	2
107	художественного высказывания	2	2
108	и то	3	2
109	никогда не	7	2
110	все эти	2	2
111	его и	3	2
112	между собой	2	2
113	в какой	2	2
114	не является	5	2
115	не просто	2	2
116	вовсе не	2	2
117	вопрос о	2	2
118	или иных	3	2
119	как уже	2	2
120	что именно	3	2
121	можно сказать	4	2
122	тех или	4	2
123	не должен	2	2
124	самое время	2	2
125	в начале	3	2
126	и потому	2	2
127	должно быть	2	2
128	художественное творчество	3	2
129	и сам	2	2
130	отношение к	2	2
131	для него	3	2
132	было бы	7	2
133	несмотря на	2	2
134	себе в	2	2
135	на его	5	2
136	и является	5	2
137	нет и	3	2
138	один из	4	2
139	не к	3	2
140	общения людей	2	2
141	из них	3	2
142	ли он	2	2
143	в процессе	6	2
144	не говоря	2	2
145	что же	8	2
146	и тогда	2	2
147	здесь не	2	2
148	бы не	2	2
149	отношения к	3	2
150	той же	5	2
151	этом отношении	2	2
152	на самом	3	2
153	самом деле	4	2
154	художественного творчества	5	2
155	не становится	3	2
156	роль в	3	2
157	как мы	9	2
158	каждый из	2	2
159	то он	3	2
160	также и	2	2
161	же самое	5	2
162	которые в	2	2
163	нет ничего	2	2
164	так как	7	2
165	потому что	5	2
166	в которой	7	2
167	в сознании	3	2
168	и с	5	2
