N	2gram	Voloshinov_1	StatiiOP
1	и в	38	44
2	в том	2	36
3	том что	3	29
4	в этом	10	21
5	вовсе не	2	19
6	то что	8	18
7	не только	27	18
8	было бы	7	17
9	а в	5	17
10	о том	4	17
11	и не	14	16
12	а не	6	16
13	может быть	13	15
14	в области	5	14
15	как в	2	13
16	можно было	4	13
17	не в	6	12
18	в первой	2	12
19	у нас	4	11
20	в этой	6	11
21	самом деле	4	11
22	того чтобы	7	11
23	точки зрения	10	11
24	ясно что	2	10
25	для того	9	10
26	что он	2	10
27	но и	13	10
28	но в	5	10
29	только в	6	10
30	в отношении	2	9
31	если бы	4	9
32	в то	9	9
33	как и	10	9
34	того что	4	9
35	во второй	3	9
36	также и	2	9
37	так и	6	9
38	в его	6	9
39	во всех	6	8
40	все же	7	8
41	из них	3	8
42	не может	12	8
43	и его	7	8
44	это не	3	8
45	с точки	5	8
46	но ведь	6	8
47	прежде всего	21	7
48	в самом	4	7
49	на эти	2	7
50	для нас	3	7
51	сих пор	2	7
52	таким образом	7	7
53	этом отношении	2	7
54	сказать что	3	7
55	потому что	5	6
56	но это	2	6
57	для него	3	6
58	что и	3	6
59	в своей	2	6
60	что же	8	6
61	на самом	3	6
62	в той	5	6
63	хотя бы	18	6
64	того времени	4	5
65	никогда не	7	5
66	так же	4	5
67	что мы	11	5
68	совершенно не	3	5
69	в котором	3	5
70	в нем	4	5
71	в целом	4	5
72	жизни и	3	5
73	все это	4	5
74	вряд ли	3	5
75	той же	5	5
76	то же	14	5
77	и даже	3	5
78	в слове	3	5
79	в которых	2	5
80	и то	3	5
81	тем что	2	5
82	все эти	2	5
83	так как	7	5
84	что это	4	4
85	в частности	3	4
86	это слово	2	4
87	гораздо более	2	4
88	вопрос о	2	4
89	или иного	5	4
90	бы и	2	4
91	в ее	3	4
92	же время	7	4
93	но все	4	4
94	должна была	2	4
95	в качестве	4	4
96	я считаю	2	4
97	того или	5	4
98	как бы	28	4
99	не было	2	4
100	еще более	2	4
101	что у	3	4
102	языка и	4	4
103	этот вопрос	2	4
104	как это	5	4
105	в которой	7	4
106	в основе	2	3
107	не существует	4	3
108	эти вопросы	2	3
109	а с	5	3
110	тому что	5	3
111	точку зрения	3	3
112	в какой	2	3
113	и с	5	3
114	и так	6	3
115	не является	5	3
116	в конце	6	3
117	в тех	3	3
118	да и	4	3
119	об этом	3	3
120	в начале	3	3
121	но не	2	3
122	а на	2	3
123	и без	4	3
124	еще не	3	3
125	и для	3	3
126	или иное	4	3
127	в ней	8	3
128	из двух	2	3
129	должен быть	2	3
130	и тем	6	3
131	что оно	3	3
132	лишь в	4	3
133	тем же	3	3
134	то или	4	3
135	в каком	2	3
136	ведь и	2	3
137	и вообще	2	3
138	вопроса о	4	3
139	связанные с	2	3
140	ответ на	2	3
141	между тем	3	3
142	с этим	2	3
143	достаточно для	2	2
144	уже в	5	2
145	бы не	2	2
146	да ведь	2	2
147	бы мы	3	2
148	в этих	2	2
149	даже и	2	2
150	не всегда	2	2
151	смысле этого	2	2
152	этом случае	3	2
153	ли не	2	2
154	чуть ли	2	2
155	если не	3	2
156	при этом	9	2
157	ни один	2	2
158	и сам	2	2
159	в данной	3	2
160	несмотря на	2	2
161	зрения в	2	2
162	но для	3	2
163	должно было	3	2
164	и потому	2	2
165	ведь если	2	2
166	этого слова	3	2
167	так называемой	4	2
168	и уже	3	2
169	отношение к	2	2
170	которые в	2	2
171	конечно не	3	2
172	отношения к	3	2
173	на него	4	2
174	и их	5	2
175	допустим что	2	2
176	и тогда	2	2
177	целый ряд	3	2
178	еще и	2	2
179	тем самым	7	2
180	он должен	3	2
181	мы не	9	2
182	что то	2	2
183	ничего не	8	2
184	не знает	3	2
185	в своих	2	2
186	их в	3	2
187	ни на	3	2
188	он не	2	2
189	в себе	9	2
190	в сознании	3	2
191	по своей	2	2
192	нужно было	2	2
193	и все	4	2
194	его в	4	2
195	и это	7	2
196	к нему	2	2
197	мы имеем	2	2
198	то есть	4	2
