N	2gram	Bakhtin_sl_2	KulturaY
1	и т	35	33
2	в том	5	30
3	и в	39	24
4	том что	5	21
5	т п	33	18
6	что в	3	17
7	того чтобы	2	17
8	для того	2	16
9	т д	2	14
10	в этом	16	14
11	точки зрения	8	14
12	может быть	37	13
13	языка в	6	12
14	все же	6	12
15	таким образом	8	12
16	в его	7	12
17	и не	22	12
18	не в	9	11
19	только в	5	11
20	вовсе не	10	10
21	не только	24	10
22	хотя бы	3	10
23	то что	2	9
24	прежде всего	8	9
25	язык как	3	9
26	отношению к	4	9
27	с точки	3	9
28	о том	2	9
29	так как	4	9
30	языка и	9	8
31	по отношению	4	8
32	в языке	2	8
33	то же	4	8
34	уже не	5	8
35	а не	14	8
36	не менее	4	7
37	в них	6	7
38	с другой	5	7
39	связи с	3	7
40	как бы	7	7
41	вместе с	2	7
42	что язык	2	7
43	не может	20	7
44	с помощью	4	7
45	это не	5	7
46	в области	2	7
47	так и	15	7
48	тогда когда	2	6
49	именно в	2	6
50	что он	2	6
51	зависимости от	4	6
52	при этом	7	6
53	в ней	3	6
54	но и	21	6
55	все это	16	6
56	все эти	6	6
57	в зависимости	4	5
58	языка как	7	5
59	но не	6	5
60	еще не	7	5
61	например в	5	5
62	всяком случае	2	5
63	этом отношении	3	5
64	язык в	6	5
65	в той	4	5
66	а в	4	5
67	и его	33	5
68	рядом с	3	5
69	в результате	2	5
70	во всяком	3	5
71	между тем	3	5
72	речи и	3	5
73	xix века	4	5
74	так сказать	6	5
75	с ним	7	5
76	и с	9	5
77	с его	7	4
78	в этих	7	4
79	и потому	7	4
80	в нем	19	4
81	языка это	2	4
82	в пределах	13	4
83	это и	2	4
84	один из	5	4
85	должен быть	2	4
86	что и	3	4
87	сих пор	2	4
88	до сих	2	4
89	как в	13	4
90	с этим	2	4
91	того как	2	4
92	роль в	2	4
93	с ними	5	4
94	и на	4	4
95	в данном	2	4
96	слова и	8	4
97	там где	6	4
98	уже в	2	3
99	свой язык	2	3
100	для этого	4	3
101	или иной	5	3
102	в противовес	2	3
103	свою очередь	2	3
104	со словом	5	3
105	в свою	3	3
106	мы увидим	2	3
107	связано с	3	3
108	в сущности	6	3
109	слова как	2	3
110	в истории	11	3
111	даже в	2	3
112	оно не	8	3
113	не с	3	3
114	на его	2	3
115	или менее	2	3
116	в своем	6	3
117	в связи	2	3
118	в особенности	3	3
119	языке как	3	3
120	не было	2	3
121	что оно	4	3
122	только и	2	3
123	в их	2	3
124	более или	2	3
125	и даже	7	3
126	в таком	4	3
127	той же	3	3
128	должна быть	3	3
129	несколько слов	2	3
130	и здесь	2	3
131	с их	3	3
132	языка не	4	3
133	хотя и	2	3
134	даже и	4	3
135	нуждается в	2	3
136	они не	2	3
137	в себе	2	3
138	здесь не	4	3
139	как это	3	3
140	в одном	2	3
141	не все	2	2
142	речи не	2	2
143	и более	2	2
144	его так	2	2
145	никогда не	7	2
146	и все	5	2
147	не всегда	2	2
148	не могут	5	2
149	по себе	5	2
150	в собственном	3	2
151	в смысле	4	2
152	к своему	9	2
153	исторической жизни	3	2
154	в то	4	2
155	как о	2	2
156	для нас	5	2
157	этом случае	6	2
158	как и	6	2
159	и как	3	2
160	но все	5	2
161	можно говорить	2	2
162	и при	2	2
163	в большинстве	6	2
164	же время	4	2
165	слов о	2	2
166	языка то	3	2
167	конечно не	5	2
168	одним из	2	2
169	же и	2	2
170	в контексте	3	2
171	о нем	2	2
172	языка если	2	2
173	ни в	4	2
174	бы и	3	2
175	а именно	2	2
176	как например	2	2
177	смысл и	2	2
178	он не	2	2
179	и для	5	2
180	данном языке	2	2
181	в слове	6	2
182	лишь в	3	2
183	этих случаях	2	2
184	мы наблюдаем	2	2
185	слов в	2	2
186	или в	2	2
187	не столько	3	2
188	также и	2	2
189	в более	2	2
190	может иметь	3	2
191	и социальной	3	2
192	как с	2	2
193	до конца	17	2
194	здесь как	2	2
195	с языком	2	2
196	но в	6	2
