N	2gram	Bakhtin_Fr_5	VeschiIm
1	не может	5	33
2	не только	14	31
3	может быть	2	29
4	и не	15	28
5	и в	45	26
6	то что	2	24
7	и есть	2	23
8	а не	4	20
9	что она	3	14
10	только в	4	14
11	и что	2	13
12	того что	3	13
13	что это	2	12
14	было бы	2	12
15	но и	10	12
16	сказать что	4	12
17	все же	2	12
18	в себя	5	12
19	таким образом	8	11
20	то же	11	10
21	в ней	8	10
22	как бы	12	10
23	и больше	2	10
24	потому что	7	10
25	в том	10	9
26	в самом	4	9
27	и с	10	9
28	прежде всего	10	9
29	еще и	3	9
30	себя и	2	8
31	но это	5	8
32	с ее	5	8
33	и это	4	8
34	ничего не	4	8
35	в свете	2	7
36	также и	7	7
37	говорить о	2	7
38	в то	11	7
39	его в	5	7
40	так как	6	7
41	том что	7	7
42	есть и	5	7
43	и их	5	7
44	как раз	5	7
45	в этом	14	7
46	и как	5	6
47	что в	12	6
48	для него	3	6
49	жизни и	8	6
50	и только	2	6
51	точки зрения	4	6
52	но в	14	6
53	относится к	2	6
54	если мы	2	6
55	с ним	5	6
56	можно было	4	6
57	не менее	3	5
58	ведь и	3	5
59	в отношении	2	5
60	вообще не	3	5
61	это не	3	5
62	не в	7	5
63	и до	2	5
64	а в	4	5
65	чем же	4	5
66	с тем	2	5
67	это и	5	5
68	но не	4	5
69	того же	3	5
70	в сущности	4	5
71	и для	3	5
72	в чем	2	5
73	в своем	11	4
74	независимо от	2	4
75	же время	9	4
76	между собою	4	4
77	в их	4	4
78	от того	3	4
79	и даже	4	4
80	с этим	4	4
81	о том	4	4
82	и все	7	4
83	как и	10	4
84	во всех	13	4
85	и о	4	4
86	нет и	2	4
87	должен быть	2	4
88	что и	7	4
89	с полной	3	4
90	с точки	2	4
91	мы не	4	4
92	в данном	2	4
93	отрыве от	2	3
94	можно сказать	2	3
95	к тому	2	3
96	несмотря на	2	3
97	на этом	5	3
98	в нем	10	3
99	все это	7	3
100	мы находим	4	3
101	и ни	3	3
102	нисколько не	3	3
103	перестает быть	2	3
104	в одном	3	3
105	один из	2	3
106	что он	6	3
107	и притом	2	3
108	мы видим	5	3
109	в отрыве	2	3
110	к ней	2	3
111	в своей	3	3
112	вместе с	3	3
113	так и	6	3
114	самом деле	5	3
115	бы в	4	3
116	того чтобы	6	3
117	хотя бы	2	3
118	и вообще	2	3
119	в основе	4	3
120	сущности не	2	2
121	на все	2	2
122	на столе	2	2
123	что на	3	2
124	ни в	3	2
125	в самой	8	2
126	кроме того	4	2
127	и если	2	2
128	и та	2	2
129	мы уже	4	2
130	в первой	4	2
131	но она	3	2
132	данном случае	2	2
133	мы говорили	2	2
134	чем не	2	2
135	и вот	3	2
136	не мог	4	2
137	так же	8	2
138	жизнь и	2	2
139	от всех	5	2
140	конечно и	2	2
141	как ее	2	2
142	как это	4	2
143	то есть	25	2
144	мы можем	2	2
145	на него	2	2
146	поэтому и	3	2
147	но они	3	2
148	с которой	2	2
149	находим в	3	2
150	от этого	2	2
151	о чем	3	2
152	жизни в	2	2
153	превращается в	2	2
154	и во	4	2
155	в качестве	2	2
156	но именно	2	2
157	об этом	4	2
158	он не	6	2
159	когда он	2	2
160	как в	3	2
161	мысли и	6	2
162	как мы	8	2
163	можно говорить	2	2
164	для того	6	2
165	и его	13	2
166	той же	4	2
167	из его	2	2
168	тут же	2	2
169	говорили что	2	2
170	ту же	2	2
171	дело в	3	2
172	в особенности	2	2
173	том как	2	2
174	это было	4	2
