N	2gram	Losev_Prob_1	Problemy
1	из подполья	2	36
2	и в	32	34
3	и не	31	29
4	как бы	14	27
5	что он	7	23
6	в его	6	22
7	может быть	14	19
8	в нем	13	19
9	не может	8	19
10	и все	7	19
11	как и	3	18
12	но в	14	16
13	все это	7	16
14	и его	3	16
15	в этом	19	16
16	и с	2	15
17	прежде всего	10	15
18	он не	3	15
19	то же	10	14
20	к нему	3	14
21	самом деле	6	13
22	для него	2	13
23	но и	9	12
24	потому что	16	12
25	в то	6	12
26	вовсе не	35	11
27	в сущности	2	11
28	то что	42	11
29	на самом	6	11
30	не только	17	10
31	в отношении	3	9
32	не в	4	9
33	а не	15	9
34	никогда не	7	8
35	в самом	6	8
36	и т	11	8
37	так же	9	8
38	точки зрения	3	8
39	с ним	3	8
40	что же	9	8
41	и для	4	8
42	что в	12	7
43	слово о	2	7
44	и даже	11	7
45	как мы	7	7
46	что не	3	7
47	как будто	3	7
48	что они	3	6
49	и на	8	6
50	с его	2	6
51	ли вы	2	6
52	мы уже	5	6
53	для себя	3	6
54	так и	12	6
55	в себе	15	6
56	только в	7	6
57	он сам	2	5
58	все время	2	5
59	что это	3	5
60	это не	6	5
61	в конце	6	5
62	к тому	3	5
63	так что	6	5
64	но все	3	5
65	я вам	2	5
66	и что	9	5
67	того что	7	5
68	всяком случае	3	5
69	из них	3	5
70	таким образом	6	5
71	а в	4	5
72	и так	2	5
73	он и	8	5
74	мы должны	5	5
75	с тем	5	5
76	хотя бы	3	5
77	во всяком	7	5
78	в чем	3	5
79	друг другу	2	4
80	с другой	3	4
81	что все	3	4
82	ни в	7	4
83	да и	3	4
84	но это	8	4
85	при этом	6	4
86	на его	2	4
87	не о	2	4
88	все эти	8	4
89	даже и	8	4
90	но как	6	4
91	его в	6	4
92	так как	11	4
93	если бы	4	4
94	как раз	13	4
95	этом смысле	6	4
96	но не	9	4
97	еще не	9	4
98	как в	4	4
99	только на	4	4
100	все равно	5	4
101	с точки	3	4
102	с другими	2	4
103	собою и	2	4
104	тем что	7	4
105	он в	2	4
106	в виде	15	4
107	и это	9	4
108	ничего не	10	4
109	вместе с	2	4
110	не менее	19	3
111	уже в	3	3
112	для этого	3	3
113	в том	9	3
114	что его	3	3
115	совсем не	4	3
116	но для	3	3
117	хотя и	6	3
118	в него	2	3
119	в виду	6	3
120	в котором	5	3
121	которого он	2	3
122	есть только	8	3
123	другой стороны	3	3
124	как такового	2	3
125	должно быть	2	3
126	быть даже	2	3
127	их в	4	3
128	но он	3	3
129	говорить о	6	3
130	как он	4	3
131	конце концов	4	3
132	от другого	2	3
133	сознания и	2	3
134	не как	2	3
135	и во	3	3
136	по крайней	2	3
137	раз и	9	3
138	по себе	15	3
139	в ее	3	3
140	том что	12	3
141	по своему	9	3
142	между тем	2	3
143	нет и	2	3
144	крайней мере	2	3
145	в своей	8	3
146	только что	2	3
147	как символ	6	3
148	если не	4	3
149	и как	6	3
150	и то	6	3
151	функции в	4	3
152	говорили что	2	3
153	далеко не	5	3
154	это было	2	3
155	не было	4	2
156	сама по	4	2
157	что вы	3	2
158	тому что	4	2
159	вообще не	2	2
160	эти последние	2	2
161	не знал	5	2
162	уже с	2	2
163	этом случае	2	2
164	или иной	5	2
165	тем не	18	2
166	мы и	4	2
167	и если	6	2
168	например в	2	2
169	что такое	6	2
170	же и	3	2
171	не является	5	2
172	один из	4	2
173	в своем	5	2
174	и только	4	2
175	т д	10	2
176	которых мы	2	2
177	что оно	3	2
178	не для	2	2
179	но только	2	2
180	того или	2	2
181	особенно в	2	2
182	в которых	3	2
183	с этим	3	2
184	той или	5	2
185	на одном	2	2
186	свой собственный	2	2
187	о том	11	2
188	с которыми	4	2
189	сказать что	13	2
190	и должно	2	2
191	я и	2	2
192	или как	3	2
193	нисколько не	3	2
194	всех этих	7	2
195	виду и	2	2
196	отнюдь не	10	2
197	однако в	2	2
198	а может	2	2
199	в них	7	2
200	он должен	2	2
201	он есть	4	2
202	в жизни	3	2
203	конечно в	2	2
204	у вас	2	2
205	не хочет	3	2
206	как его	2	2
207	говорит о	3	2
208	и того	2	2
209	то в	5	2
210	того же	3	2
211	знал что	3	2
212	но именно	3	2
213	было бы	8	2
214	мы увидим	3	2
215	со всеми	2	2
216	за пределы	6	2
217	во всех	7	2
218	как для	2	2
219	и потому	2	2
220	о нем	3	2
221	и делает	3	2
222	быть и	3	2
223	входит в	4	2
224	уже не	3	2
225	что значит	3	2
226	в которой	2	2
227	со всем	2	2
228	тому как	2	2
229	пока еще	3	2
230	не то	2	2
231	подобно тому	2	2
232	и ее	8	2
233	и вообще	4	2
234	которые в	2	2
235	о чем	6	2
