N	2gram	Vygotskiy__3	Narrotol
1	не только	6	31
2	но и	4	27
3	и не	10	23
4	при этом	5	19
5	может быть	13	15
6	в частности	4	14
7	в качестве	12	14
8	как и	15	13
9	а в	4	13
10	только в	10	12
11	в этом	14	12
12	и в	25	11
13	состоит в	3	10
14	такого рода	2	10
15	и его	2	10
16	то что	15	9
17	то же	2	8
18	в том	23	8
19	не может	6	8
20	уже не	2	8
21	иначе говоря	2	8
22	представляет собой	6	8
23	если бы	5	7
24	том что	20	7
25	и т.д	5	6
26	одного из	2	6
27	к тому	4	6
28	об этом	2	6
29	а также	2	6
30	не в	6	6
31	в самом	3	6
32	не мог	4	6
33	как бы	10	6
34	один из	6	6
35	или в	2	6
36	в себе	2	6
37	в его	15	6
38	в этой	5	6
39	перед нами	10	5
40	той или	2	5
41	в своей	2	5
42	так и	5	5
43	тем самым	2	5
44	столь же	7	5
45	и на	6	5
46	потому что	6	5
47	между двумя	2	5
48	точки зрения	6	5
49	слова в	2	4
50	с его	2	4
51	никогда не	4	4
52	из этих	4	4
53	или иной	3	4
54	все же	6	4
55	для него	5	4
56	то в	3	4
57	но не	6	4
58	прежде всего	4	4
59	еще не	4	4
60	имеет место	3	4
61	в нем	2	4
62	в мире	2	4
63	этом и	2	4
64	из них	4	4
65	по себе	7	4
66	как в	9	4
67	внимание на	2	4
68	того что	10	4
69	того чтобы	8	4
70	в речи	2	4
71	хотя и	2	4
72	на себя	2	4
73	в то	4	4
74	о том	5	4
75	одна из	2	4
76	в одном	2	4
77	не менее	6	3
78	тому как	2	3
79	но они	2	3
80	что в	17	3
81	однако в	2	3
82	в своем	4	3
83	в жизни	3	3
84	что он	6	3
85	тем не	5	3
86	и как	5	3
87	в начале	2	3
88	когда в	3	3
89	в целом	13	3
90	но как	3	3
91	как известно	3	3
92	для того	7	3
93	он не	4	3
94	еще в	2	3
95	не является	8	3
96	отношению к	2	3
97	по отношению	3	3
98	этом отношении	3	3
99	именно в	5	3
100	едва ли	2	3
101	мы не	9	3
102	и то	2	3
103	их в	3	3
104	и все	4	3
105	как это	7	3
106	могло бы	4	3
107	мы имеем	4	3
108	между тем	3	3
109	в известном	4	2
110	отнюдь не	4	2
111	в зависимости	5	2
112	могут служить	2	2
113	в этих	2	2
114	между собой	13	2
115	в свою	3	2
116	на то	4	2
117	так называемая	4	2
118	как мы	8	2
119	а по	2	2
120	же в	2	2
121	известном смысле	2	2
122	с ее	5	2
123	и того	4	2
124	зависимости от	6	2
125	свою очередь	2	2
126	по своему	11	2
127	переход от	3	2
128	все что	2	2
129	между ними	3	2
130	имеем дело	2	2
131	нет оснований	3	2
132	в случае	3	2
133	в роли	2	2
134	всяком случае	4	2
135	если в	3	2
136	к жизни	2	2
137	оно не	2	2
138	не будет	2	2
139	вместе с	14	2
140	значения и	5	2
141	в сфере	2	2
142	заключает в	2	2
143	где они	2	2
144	другой стороны	3	2
145	только что	2	2
146	в отличие	6	2
147	в связи	6	2
148	входит в	5	2
149	и только	2	2
150	для обозначения	2	2
151	который в	3	2
152	тем же	4	2
153	с другой	6	2
154	и для	2	2
155	друг друга	4	2
156	отличие от	6	2
157	в таком	2	2
158	с ними	3	2
159	каждый из	2	2
160	сами по	3	2
161	дело с	3	2
162	в результате	3	2
163	сказать что	4	2
164	во всяком	4	2
165	мы можем	7	2
166	и от	2	2
167	связи с	9	2
168	что мы	7	2
169	от этих	2	2
170	в чем	2	2
171	с ним	4	2
172	в области	7	2
173	как она	3	2
