N	2gram	Vygotskiy__5	slovoVRo
1	и в	16	39
2	может быть	9	37
3	и его	3	33
4	не только	16	24
5	и не	12	22
6	но и	6	21
7	не может	18	20
8	в нем	7	19
9	до конца	3	17
10	все это	2	16
11	в этом	25	16
12	так и	7	15
13	а не	10	14
14	как в	5	13
15	отличие от	2	13
16	в пределах	4	13
17	в процессе	13	13
18	во всех	2	12
19	в отличие	2	12
20	в истории	2	11
21	вовсе не	2	10
22	не в	6	9
23	языка и	6	9
24	и с	3	9
25	прежде всего	3	8
26	таким образом	19	8
27	точки зрения	18	8
28	при этом	4	7
29	для него	5	7
30	еще не	4	7
31	в его	11	7
32	как бы	5	7
33	никогда не	5	7
34	в этих	3	7
35	и потому	2	7
36	язык и	2	7
37	и даже	2	7
38	как мы	10	7
39	могут быть	4	7
40	с ним	5	7
41	в них	2	6
42	и к	2	6
43	этом случае	3	6
44	все же	3	6
45	как и	8	6
46	в своем	5	6
47	но не	10	6
48	в сущности	13	6
49	жизни и	2	6
50	все эти	4	6
51	но в	6	6
52	не могут	4	5
53	с другой	4	5
54	это не	4	5
55	по себе	7	5
56	том что	15	5
57	но все	2	5
58	одной стороны	3	5
59	только в	10	5
60	в том	18	5
61	и их	4	5
62	мышления и	4	5
63	с одной	3	5
64	не менее	3	4
65	себя и	2	4
66	отношению к	12	4
67	зависимости от	2	4
68	в смысле	3	4
69	связанные с	6	4
70	в зависимости	2	4
71	в отношении	9	4
72	по отношению	12	4
73	отношения к	2	4
74	то же	8	4
75	что оно	6	4
76	с помощью	10	4
77	в той	6	4
78	а в	3	4
79	и на	6	4
80	языка не	2	4
81	в основе	8	4
82	в то	5	4
83	отношение к	11	4
84	его в	2	4
85	во всем	2	4
86	так как	16	4
87	что в	16	3
88	хотя бы	5	3
89	и от	2	3
90	должна быть	5	3
91	стороны и	2	3
92	не с	2	3
93	в свою	4	3
94	сама по	4	3
95	что и	3	3
96	точек зрения	4	3
97	этого процесса	2	3
98	но это	3	3
99	связи с	3	3
100	на этом	3	3
101	у него	6	3
102	и как	3	3
103	слов и	2	3
104	с их	4	3
105	в ней	2	3
106	к нему	3	3
107	в свете	4	3
108	этом отношении	5	3
109	с точки	9	3
110	той же	4	3
111	его язык	2	3
112	сказать что	13	3
113	между тем	3	3
114	речи и	6	3
115	может иметь	2	3
116	сознание и	2	3
117	говорить о	3	3
118	ту же	2	3
119	в чем	3	3
120	как это	8	3
121	во всяком	2	3
122	чем в	3	2
123	в сфере	5	2
124	и более	3	2
125	и другие	2	2
126	включает в	3	2
127	требует от	3	2
128	его и	3	2
129	и чужого	3	2
130	но он	7	2
131	того как	5	2
132	тогда когда	5	2
133	речи не	4	2
134	как уже	3	2
135	и здесь	2	2
136	что он	25	2
137	речи как	4	2
138	на протяжении	2	2
139	свою очередь	3	2
140	все что	2	2
141	со всеми	2	2
142	за пределы	4	2
143	значение в	3	2
144	связи и	2	2
145	точка зрения	8	2
146	с таким	3	2
147	но мы	5	2
148	сих пор	3	2
149	на его	2	2
150	мы видели	3	2
151	и другим	2	2
152	то что	26	2
153	вместе с	4	2
154	те же	2	2
155	в различных	2	2
156	в их	3	2
157	с этим	3	2
158	именно в	4	2
159	еще более	5	2
160	это и	3	2
161	в себя	3	2
162	мы не	3	2
163	они не	3	2
164	того чтобы	17	2
165	для того	14	2
166	одним из	2	2
167	в результате	4	2
168	в более	2	2
169	он не	8	2
170	как с	3	2
171	к его	3	2
172	но как	3	2
173	в другом	6	2
174	не знает	5	2
175	о том	8	2
176	как он	6	2
177	и между	2	2
178	в области	12	2
179	в одном	3	2
180	до сих	3	2
