N	2gram	Vygotskiy__6	Formalny
1	и не	11	30
2	и в	28	27
3	может быть	13	25
4	не может	19	24
5	так и	6	21
6	и его	3	19
7	таким образом	18	18
8	в этом	27	18
9	а не	3	17
10	точки зрения	13	16
11	самом деле	2	16
12	в нем	7	15
13	в процессе	9	15
14	то же	7	15
15	между ними	7	15
16	как и	6	14
17	с точки	10	14
18	не в	4	12
19	если бы	7	12
20	и от	2	11
21	в самом	8	11
22	но и	10	10
23	не могут	5	10
24	так как	10	9
25	не только	16	9
26	так же	15	9
27	что в	17	8
28	при этом	3	8
29	в пределах	5	8
30	как бы	11	8
31	с помощью	13	8
32	и все	5	8
33	то что	28	8
34	как раз	6	8
35	как мы	10	8
36	только в	18	8
37	не менее	2	7
38	в том	28	7
39	все это	2	7
40	потому что	22	7
41	в то	6	7
42	его в	6	7
43	с тем	5	7
44	в его	3	7
45	если мы	2	7
46	там где	7	7
47	все время	3	6
48	с другой	2	6
49	все эти	2	6
50	в своих	3	6
51	бы в	3	6
52	но в	5	6
53	что он	18	6
54	более того	2	6
55	еще не	8	6
56	было бы	9	6
57	все же	2	6
58	в своей	2	6
59	в данном	2	6
60	вместе с	7	6
61	независимо от	3	5
62	никогда не	8	5
63	в каждом	3	5
64	что именно	2	5
65	зависимости от	5	5
66	что они	2	5
67	того чтобы	10	5
68	друг друга	4	5
69	другой стороны	2	5
70	в одной	4	5
71	и между	2	5
72	в зависимости	5	5
73	но не	10	5
74	тем что	8	5
75	связи с	3	5
76	прежде всего	2	4
77	к тому	10	4
78	мы знаем	4	4
79	и как	6	4
80	до конца	3	4
81	для того	8	4
82	и является	2	4
83	мы видели	8	4
84	в целом	3	4
85	в связи	2	4
86	они не	4	4
87	как это	3	4
88	мы можем	9	4
89	между собой	9	4
90	тогда когда	6	4
91	по себе	3	4
92	том что	19	4
93	слов и	3	4
94	она не	2	4
95	как в	3	4
96	только на	2	4
97	для данного	3	4
98	мы не	6	4
99	связь между	4	4
100	могут быть	5	4
101	из этого	2	4
102	же как	6	3
103	в этих	2	3
104	тому что	11	3
105	это не	5	3
106	в конце	2	3
107	те же	3	3
108	можно сказать	6	3
109	для нас	2	3
110	мы и	4	3
111	совершается в	3	3
112	того что	24	3
113	имеет место	2	3
114	одним из	2	3
115	и тем	5	3
116	только то	3	3
117	по отношению	10	3
118	той же	4	3
119	этом отношении	3	3
120	и что	6	3
121	в которых	2	3
122	и на	5	3
123	сказать что	13	3
124	в основе	3	3
125	и следовательно	4	3
126	нуждается в	3	3
127	к его	2	3
128	и более	2	3
129	в них	3	3
130	раз и	2	3
131	на фоне	3	3
132	ясно что	4	3
133	у нас	2	3
134	того же	7	3
135	же самое	6	3
136	мы уже	2	3
137	во всех	4	3
138	еще в	2	3
139	оно не	4	3
140	отношению к	10	3
141	самое понятие	2	3
142	ее в	2	3
143	дело с	2	3
144	а и	2	3
145	в той	4	3
146	не на	2	3
147	в себе	4	3
148	друг другу	2	2
149	для этого	2	2
150	в отношении	10	2
151	вообще не	6	2
152	была бы	2	2
153	но это	2	2
154	в этой	5	2
155	является не	2	2
156	на этом	4	2
157	очевидно что	3	2
158	к другому	4	2
159	совпадает с	4	2
160	но если	4	2
161	известной степени	2	2
162	не являются	2	2
163	в котором	2	2
164	связи и	3	2
165	и др	2	2
166	он может	2	2
167	из них	2	2
168	от того	10	2
169	отличается от	3	2
170	в своем	7	2
171	и только	3	2
172	отношения к	3	2
173	можно только	2	2
174	у них	2	2
175	одной и	3	2
176	этим самым	2	2
177	знаем что	4	2
178	из этих	3	2
179	необходимо чтобы	2	2
180	в высшей	2	2
181	к которому	2	2
182	возможно только	3	2
183	том как	2	2
184	с его	3	2
185	именно потому	2	2
186	видели что	3	2
187	только не	3	2
188	этом смысле	2	2
189	к более	2	2
190	развития как	3	2
191	предмета и	2	2
192	в такой	2	2
193	и иной	2	2
194	что уже	2	2
195	то в	5	2
196	от него	2	2
197	этот закон	2	2
198	связано с	3	2
199	мы должны	3	2
200	в сущности	7	2
201	этого слова	2	2
202	не могло	2	2
203	что и	4	2
204	это и	3	2
205	до известной	3	2
206	от этого	3	2
207	отношения между	4	2
208	это противоречие	2	2
209	ту же	3	2
210	в области	6	2
