N	2gram	Bakhtin_sl_1	Istorich
1	и в	41	28
2	может быть	14	25
3	и т	28	25
4	т д	5	22
5	не может	14	15
6	а не	15	15
7	никогда не	3	14
8	для нас	2	13
9	то же	14	12
10	не только	16	12
11	мы видим	2	11
12	только в	6	11
13	все же	7	10
14	прежде всего	8	10
15	но и	16	10
16	мы не	2	10
17	в том	3	9
18	о том	3	9
19	и не	16	9
20	не в	7	9
21	так и	11	9
22	таким образом	9	8
23	в этом	12	8
24	но в	8	8
25	в этих	2	7
26	это не	6	7
27	том что	2	7
28	еще не	4	7
29	было бы	3	7
30	в ней	4	7
31	и др	14	7
32	а в	6	7
33	так же	2	7
34	и здесь	3	7
35	с другой	5	6
36	к тому	3	6
37	его в	3	6
38	так как	3	6
39	в одном	2	5
40	по существу	3	5
41	что они	2	5
42	более или	3	5
43	но не	2	5
44	до сих	2	5
45	например в	2	5
46	в качестве	3	5
47	дело не	2	5
48	сих пор	2	5
49	или менее	3	5
50	другой стороны	4	5
51	в своем	3	5
52	можно было	2	5
53	или в	8	5
54	сказать что	2	5
55	в его	13	5
56	все это	5	4
57	связи с	2	4
58	там где	4	4
59	между собой	2	4
60	обстоит дело	2	4
61	в пределах	14	4
62	так что	2	4
63	в большинстве	10	4
64	одной стороны	4	4
65	друг с	2	4
66	но оно	3	4
67	даже в	2	4
68	один из	4	4
69	связь с	2	4
70	так в	2	4
71	с этим	3	4
72	с одной	4	4
73	как и	4	4
74	того что	3	4
75	и даже	6	4
76	хотя бы	3	4
77	и для	4	4
78	и с	4	4
79	и на	14	4
80	потому что	2	4
81	в основе	5	4
82	могут быть	19	4
83	одним словом	2	4
84	все эти	9	4
85	здесь не	2	4
86	большинстве случаев	6	4
87	точку зрения	3	3
88	не как	4	3
89	перед нами	4	3
90	не с	2	3
91	и эти	2	3
92	именно в	3	3
93	на этом	2	3
94	при этом	6	3
95	то время	2	3
96	в котором	2	3
97	и по	2	3
98	из них	3	3
99	ли он	4	3
100	в их	4	3
101	уже не	2	3
102	и его	14	3
103	если мы	2	3
104	как мы	8	3
105	или даже	2	3
106	время как	2	3
107	также и	3	3
108	в другом	2	3
109	в то	14	3
110	с другом	2	3
111	возникает из	2	2
112	а с	2	2
113	не могут	3	2
114	всех этих	4	2
115	в частности	2	2
116	к этому	2	2
117	нисколько не	2	2
118	его и	3	2
119	столь же	2	2
120	и от	4	2
121	или меньшей	4	2
122	и потому	4	2
123	между ними	2	2
124	вовсе не	7	2
125	здесь в	4	2
126	не выходит	3	2
127	к своему	6	2
128	ни было	2	2
129	его как	2	2
130	в ее	2	2
131	в зависимости	3	2
132	зависимости от	3	2
133	одна из	2	2
134	большей или	4	2
135	связанные с	3	2
136	для него	3	2
137	и часто	4	2
138	без другого	2	2
139	одной из	3	2
140	где нет	2	2
141	с ним	7	2
142	же как	2	2
143	как бы	12	2
144	о нем	4	2
145	был бы	2	2
146	как оно	3	2
147	точка зрения	8	2
148	и тем	2	2
149	в нем	30	2
150	не есть	2	2
151	себя в	9	2
152	в целом	2	2
153	во всех	17	2
154	с ней	2	2
155	конечно не	3	2
156	как в	8	2
157	как раз	2	2
158	не на	5	2
159	в особенности	8	2
160	он не	3	2
161	в виде	2	2
162	одним из	4	2
163	должно быть	2	2
164	ничего не	4	2
165	нас в	2	2
166	а иногда	3	2
167	различные формы	2	2
168	между тем	2	2
169	от этого	2	2
170	он в	5	2
171	в основном	3	2
172	в себе	3	2
173	его но	3	2
174	которые в	3	2
175	из этого	3	2
176	и этим	3	2
177	оно может	2	2
