N	3gram	Voloshinov_2	Problema
1	той или иной	4	11
2	с точки зрения	13	11
3	в том что	6	8
4	в той или	3	7
5	по крайней мере	2	6
6	то же самое	5	6
7	ни в какой	2	4
8	во всяком случае	2	4
9	о том что	3	3
10	ни в коем	2	3
11	того или иного	2	3
12	в зависимости от	2	3
13	в связи с	7	3
14	на самом деле	4	3
15	в коем случае	2	3
16	является для него	2	2
17	более или менее	2	2
18	мы ни взяли	3	2
19	в то же	8	2
20	вовсе не является	3	2
21	к тому же	2	2
22	и прежде всего	2	2
23	на самом же	3	2
24	для того чтобы	6	2
25	самом же деле	3	2
