N	2gram	Bakhtin_Pr_1	Dialekti
1	не есть	6	47
2	и не	42	30
3	может быть	26	20
4	и в	38	19
5	не только	9	19
6	и т	14	17
7	а не	5	16
8	в себе	4	15
9	то что	8	14
10	и даже	3	14
11	в том	8	14
12	как бы	22	14
13	вовсе не	2	13
14	но и	9	12
15	то же	5	12
16	точки зрения	8	12
17	и все	3	12
18	что это	2	10
19	ни в	11	10
20	как и	7	10
21	и как	8	10
22	в нем	15	10
23	так и	5	10
24	том что	3	10
25	это не	5	10
26	сказать что	4	10
27	никогда не	5	9
28	не может	27	9
29	прежде всего	13	8
30	она не	2	8
31	с точки	6	8
32	не в	7	8
33	в этом	15	8
34	в своей	7	8
35	есть не	2	7
36	как это	2	7
37	но это	3	7
38	и к	3	7
39	совершенно не	7	7
40	что в	7	7
41	должно быть	5	7
42	в поэзии	9	7
43	я не	2	6
44	что он	2	6
45	что не	4	6
46	да и	3	6
47	отнюдь не	19	6
48	в то	4	6
49	но не	12	6
50	конечно не	5	6
51	того что	2	6
52	и вообще	2	6
53	должна быть	4	5
54	с другой	7	5
55	же время	3	5
56	можно сказать	2	5
57	и пр	2	5
58	в самом	7	5
59	и потому	4	5
60	что и	2	5
61	и это	3	5
62	и что	2	5
63	и его	16	5
64	но как	2	5
65	говорить о	3	5
66	только в	13	5
67	о том	4	5
68	и с	17	5
69	в виду	4	5
70	или иное	2	4
71	независимо от	13	4
72	и есть	2	4
73	в своем	5	4
74	ясно что	3	4
75	не могут	2	4
76	как таковой	2	4
77	в ее	4	4
78	все же	6	4
79	не нуждается	2	4
80	при этом	5	4
81	еще не	7	4
82	к нему	10	4
83	за пределы	12	4
84	той или	2	4
85	он не	3	4
86	хотя бы	4	4
87	связи с	2	4
88	ни с	2	4
89	все это	3	4
90	другой стороны	4	4
91	как нечто	3	4
92	в связи	2	4
93	и только	4	4
94	не больше	3	4
95	таким образом	10	4
96	что оно	2	4
97	самом деле	6	4
98	есть только	2	4
99	то или	2	4
100	а в	6	4
101	в таком	3	4
102	могут быть	5	4
103	в другом	2	4
104	с ним	5	4
105	как только	3	3
106	не менее	4	3
107	и более	2	3
108	в этих	2	3
109	и от	3	3
110	была бы	2	3
111	есть выражение	2	3
112	а только	2	3
113	как мы	7	3
114	только как	6	3
115	кроме того	3	3
116	было бы	8	3
117	как вещи	3	3
118	себе не	2	3
119	не было	2	3
120	мы имеем	2	3
121	или точнее	2	3
122	должны быть	4	3
123	в данном	4	3
124	может иметь	5	3
125	нуждается в	2	3
126	они не	3	3
127	о котором	2	3
128	его в	9	3
129	или как	3	3
130	в чем	2	3
131	ничего не	6	3
132	быть только	5	2
133	в частности	2	2
134	следует что	2	2
135	в какой	2	2
136	следовательно не	2	2
137	на самом	4	2
138	есть форма	3	2
139	не выходя	3	2
140	он может	2	2
141	в тех	3	2
142	к поэзии	2	2
143	тем не	3	2
144	в истории	2	2
145	и прежде	5	2
146	в каких	2	2
147	мы в	3	2
148	нем и	2	2
149	несмотря на	3	2
150	в искусстве	12	2
151	выходя за	3	2
152	в ней	4	2
153	совершенно невозможно	3	2
154	себя в	2	2
155	в мире	3	2
156	во всех	11	2
157	в некоторых	2	2
158	на него	3	2
159	данном случае	4	2
160	в каждом	2	2
161	и внешнего	2	2
162	в их	10	2
163	может и	4	2
164	не на	5	2
165	не во	2	2
166	т п	13	2
167	например в	3	2
168	с одной	3	2
169	как в	4	2
170	форм и	2	2
171	можно только	6	2
172	культуры и	3	2
173	нами выше	2	2
174	его не	2	2
175	или в	2	2
176	с ними	4	2
177	на мир	2	2
178	в своих	2	2
179	также и	3	2
180	и при	2	2
181	между тем	7	2
182	тем что	2	2
183	в виде	2	2
184	но нельзя	2	2
185	мы должны	2	2
186	же самое	2	2
187	того или	2	2
188	все эти	5	2
189	представлять себе	4	2
190	души и	2	2
191	и должно	3	2
192	в области	11	2
193	но в	4	2
194	том как	2	2
195	на этом	2	2
