N	2gram	Propp_Isto_3	Vladivir
1	и в	22	40
2	то что	7	28
3	и не	12	25
4	не только	14	25
5	у него	3	24
6	но и	12	18
7	в том	9	18
8	том что	8	18
9	что в	15	17
10	в этом	17	16
11	так что	5	14
12	в его	3	14
13	не может	4	14
14	точки зрения	2	13
15	вовсе не	2	13
16	в виде	2	13
17	только в	4	13
18	а именно	4	12
19	сказать что	3	12
20	никогда не	3	11
21	таким образом	10	11
22	потому что	3	11
23	о том	3	11
24	прежде всего	3	10
25	тем не	5	10
26	ни в	2	10
27	то это	2	10
28	и потому	2	10
29	и его	4	10
30	не менее	5	9
31	уже не	7	9
32	есть только	2	9
33	и с	4	9
34	и то	2	9
35	в своем	2	8
36	в этой	5	8
37	может быть	11	8
38	так же	3	8
39	и что	2	8
40	он не	5	8
41	а также	2	8
42	как мы	8	8
43	а не	6	8
44	к тому	3	7
45	и как	3	7
46	хотя и	2	7
47	там же	2	7
48	а в	6	7
49	так как	7	7
50	с тем	2	7
51	того что	5	7
52	в то	2	7
53	что и	9	7
54	вместе с	9	7
55	как и	3	7
56	и здесь	7	6
57	да и	2	6
58	и даже	2	6
59	не мог	2	6
60	и на	4	6
61	и от	3	6
62	так и	2	6
63	если не	2	6
64	но это	3	6
65	и это	2	6
66	с другой	7	5
67	для нас	4	5
68	тому же	2	5
69	не было	2	5
70	все эти	4	5
71	в ней	2	5
72	в одном	2	5
73	что он	9	5
74	у нас	4	5
75	мы уже	6	5
76	между прочим	3	5
77	только на	2	5
78	в данном	4	5
79	тем что	4	5
80	ничего не	6	5
81	точно так	2	4
82	вопрос о	2	4
83	в дальнейшем	4	4
84	такой же	2	4
85	в котором	2	4
86	не имеет	2	4
87	мы должны	7	4
88	при помощи	3	4
89	как это	4	4
90	и все	3	4
91	не с	2	4
92	но не	7	4
93	есть и	5	4
94	то время	2	4
95	указать на	2	4
96	еще не	10	4
97	было бы	3	4
98	и о	2	4
99	даже в	2	4
100	то же	6	4
101	в течение	6	4
102	все же	5	4
103	но в	10	4
104	я не	3	3
105	же как	2	3
106	независимо от	2	3
107	в качестве	2	3
108	это не	6	3
109	из этих	3	3
110	мы знаем	2	3
111	но все	2	3
112	одной стороны	2	3
113	при этом	2	3
114	всяком случае	2	3
115	в нем	9	3
116	к нему	5	3
117	мы видели	13	3
118	в связи	3	3
119	с одной	2	3
120	с большим	5	3
121	что здесь	6	3
122	или не	2	3
123	мы имеем	19	3
124	если бы	6	3
125	же в	2	3
126	не все	6	3
127	ее в	3	3
128	даже не	2	3
129	на самом	2	3
130	находится в	4	3
131	и у	3	3
132	не в	4	3
133	и для	2	3
134	во всяком	2	3
135	далеко не	3	3
136	здесь не	3	3
137	в чем	3	3
138	в сторону	2	2
139	можно ли	3	2
140	в этих	11	2
141	что на	4	2
142	имеет свою	3	2
143	должен был	3	2
144	не имеют	2	2
145	себе и	2	2
146	в целом	3	2
147	что она	5	2
148	могло быть	3	2
149	другой стороны	7	2
150	то и	6	2
151	на одной	2	2
152	можно только	3	2
153	видели выше	3	2
154	друг друга	6	2
155	время как	2	2
156	можно найти	4	2
157	и так	2	2
158	себе в	2	2
159	его в	3	2
160	нет ничего	2	2
161	мы сейчас	2	2
162	то не	2	2
163	не вполне	6	2
164	и более	2	2
165	знаем что	2	2
166	здесь и	2	2
167	с этим	8	2
168	в жизни	2	2
169	к этому	7	2
170	стороны и	3	2
171	и к	3	2
172	в силу	2	2
173	а то	2	2
174	она не	4	2
175	из них	7	2
176	совершенно не	2	2
177	в этот	2	2
178	со стороны	3	2
179	выше мы	3	2
180	данном случае	3	2
181	быть и	3	2
182	который был	2	2
183	роль в	2	2
184	на себя	2	2
185	в другом	2	2
186	связи с	6	2
187	об этой	2	2
188	а если	3	2
189	же не	2	2
190	стоит на	3	2
