N	2gram	Voloshinov_1	Myshleni
1	в том	4	28
2	и в	15	28
3	то что	10	28
4	в этом	13	27
5	того что	2	24
6	в развитии	4	24
7	потому что	4	22
8	не может	13	19
9	том что	5	19
10	таким образом	21	18
11	что он	8	18
12	только в	6	18
13	что в	6	17
14	не только	5	16
15	к объекту	2	14
16	может быть	13	13
17	с помощью	9	13
18	сказать что	6	13
19	точки зрения	13	13
20	у ребенка	2	13
21	тому что	3	11
22	и не	16	11
23	к другим	2	11
24	как бы	11	11
25	что мы	2	11
26	в отношении	2	10
27	к тому	4	10
28	как мы	10	10
29	но и	4	10
30	от того	3	10
31	по отношению	11	10
32	так как	9	10
33	но не	5	10
34	отношению к	9	10
35	того чтобы	2	10
36	с точки	10	10
37	между собой	4	9
38	было бы	6	9
39	в процессе	4	9
40	мы можем	12	9
41	никогда не	7	8
42	в самом	6	8
43	ребенка в	3	8
44	мы видели	5	8
45	еще не	7	8
46	самого начала	5	7
47	с самого	7	7
48	если бы	3	7
49	в нем	4	7
50	в своем	2	7
51	что оно	2	7
52	отношение к	7	7
53	он не	4	7
54	вместе с	4	7
55	то же	7	7
56	между ними	2	7
57	и к	7	6
58	и что	3	6
59	для него	5	6
60	в то	6	6
61	для ребенка	2	6
62	его в	8	6
63	как и	6	6
64	можно сказать	4	6
65	так и	10	6
66	приводит к	2	6
67	как раз	2	6
68	мы не	4	6
69	в чем	4	6
70	в области	3	6
71	не могут	3	5
72	это не	2	5
73	для развития	2	5
74	на этой	2	5
75	и на	3	5
76	и все	4	5
77	но в	9	5
78	что все	5	5
79	в зависимости	2	5
80	зависимости от	2	5
81	из того	2	5
82	могут быть	6	5
83	в этой	5	5
84	я не	3	4
85	именно в	3	4
86	в нашем	3	4
87	мы знаем	7	4
88	не в	4	4
89	мы и	4	4
90	на этом	5	4
91	но если	2	4
92	с этим	6	4
93	в состоянии	2	4
94	они не	2	4
95	в одной	2	4
96	в первом	2	4
97	в сознании	3	4
98	знаем что	3	4
99	он должен	2	4
100	в качестве	2	4
101	что при	2	4
102	оно не	2	4
103	что и	2	4
104	во всех	8	4
105	на первых	2	4
106	как по	2	4
107	той же	2	4
108	и то	2	4
109	в себе	4	4
110	из этих	4	3
111	все время	4	3
112	до конца	5	3
113	при этом	7	3
114	его отношение	2	3
115	но мы	2	3
116	в целом	2	3
117	как на	3	3
118	и только	4	3
119	этом отношении	2	3
120	те же	4	3
121	во втором	3	3
122	и по	5	3
123	опыта и	2	3
124	в своих	4	3
125	в основе	3	3
126	нуждается в	2	3
127	только то	3	3
128	бы в	2	3
129	возможно только	2	3
130	с его	8	3
131	развития как	2	3
132	связанные с	2	3
133	по себе	2	3
134	до сих	3	3
135	мы должны	7	3
136	один из	4	3
137	в его	9	3
138	сих пор	3	3
139	как в	3	3
140	в себя	5	3
141	а не	2	3
142	что такое	3	3
143	и его	15	3
144	значение для	2	3
145	в психологии	2	3
146	не знает	3	3
147	отношения к	2	3
148	не менее	3	2
149	все основные	4	2
150	он сам	4	2
151	и другие	2	2
152	в этих	2	2
153	для этого	4	2
154	точку зрения	4	2
155	прежде всего	11	2
156	но это	2	2
157	самом деле	7	2
158	этот период	3	2
159	одним из	3	2
160	связей между	2	2
161	и др	8	2
162	во второй	5	2
163	если мы	5	2
164	все это	5	2
165	все эти	9	2
166	этой области	3	2
167	и наконец	10	2
168	с ними	4	2
169	в высшей	2	2
170	с ним	12	2
171	если он	5	2
172	у него	3	2
173	для всех	2	2
174	в одном	3	2
175	ступенях развития	3	2
176	освобождение от	2	2
177	у нас	3	2
178	более того	2	2
179	чем он	2	2
180	в настоящей	2	2
181	она не	2	2
182	мы уже	5	2
183	предмета и	2	2
184	в своей	9	2
185	из этого	2	2
186	все же	5	2
187	ее в	2	2
188	мысли и	4	2
189	только на	2	2
190	а в	6	2
191	с другими	5	2
192	нас в	2	2
193	в данном	3	2
194	в ссср	2	2
195	нами выше	2	2
196	в совершенно	2	2
