N	2gram	Bakhtin_Fr_6	VelikijI
1	и не	3	20
2	и в	41	16
3	то что	10	9
4	так как	10	9
5	в истории	2	8
6	что они	2	7
7	и потому	2	7
8	а не	2	7
9	человека и	2	6
10	хотя и	2	5
11	как бы	7	5
12	но и	13	5
13	все это	11	5
14	того что	3	5
15	что все	2	4
16	в образе	6	4
17	что он	6	4
18	в нем	16	4
19	как и	7	4
20	все что	4	4
21	что мы	2	4
22	в котором	4	4
23	так и	5	4
24	что не	3	4
25	потому что	3	4
26	в этом	12	4
27	в ней	4	4
28	говорить о	2	4
29	и все	9	4
30	в его	7	4
31	с его	5	3
32	должна быть	2	3
33	что в	7	3
34	в этих	2	3
35	в них	7	3
36	превращается в	2	3
37	в конце	2	3
38	в том	2	3
39	не в	4	3
40	но это	3	3
41	тот же	4	3
42	во всех	17	3
43	никогда не	8	3
44	людей в	3	3
45	жизни и	3	3
46	в своей	2	3
47	лишь в	2	3
48	и что	5	3
49	и для	3	3
50	их в	2	3
51	все эти	11	3
52	в чем	3	3
53	но в	8	3
54	и вечно	2	2
55	что их	2	2
56	не могут	2	2
57	в земной	2	2
58	до того	3	2
59	в духе	3	2
60	прежде всего	10	2
61	для нас	2	2
62	том что	7	2
63	от него	2	2
64	но не	2	2
65	они и	3	2
66	конечно не	3	2
67	и сам	3	2
68	того чтобы	4	2
69	вместо того	3	2
70	земли и	4	2
71	и во	2	2
72	не только	10	2
73	один из	6	2
74	в форме	2	2
75	это все	2	2
76	тем что	5	2
77	мы не	2	2
78	а в	4	2
79	с ним	4	2
80	и то	2	2
81	людей и	3	2
82	между тем	2	2
83	только в	3	2
84	мира в	2	2
