N	3gram	Vygotskiy__1	Problema
1	о том что	6	14
2	во всяком случае	3	10
3	в данном случае	2	5
4	то же самое	3	5
5	с одной стороны	8	5
6	с другой стороны	9	5
7	на то что	3	4
8	до сих пор	4	4
9	в то же	2	4
10	в том что	15	4
11	есть прежде всего	2	4
12	и в частности	2	3
13	на первый план	2	3
14	можно сказать что	4	3
15	только тогда когда	2	3
16	не может быть	5	3
17	с самого начала	8	2
18	для того чтобы	15	2
19	том что в	2	2
20	друг от друга	3	2
21	в самом деле	2	2
22	можно было бы	3	2
23	и той же	2	2
24	одной и той	2	2
25	заключается в том	6	2
