N	2gram	Tiupa_Vved_1	StatiiOP
1	и в	13	44
2	в том	10	36
3	что в	3	30
4	том что	7	29
5	в этом	21	21
6	то что	6	18
7	не только	20	18
8	было бы	4	17
9	а в	6	17
10	о том	5	17
11	и не	12	16
12	а не	15	16
13	может быть	18	15
14	в данном	13	14
15	в области	3	14
16	как в	4	13
17	можно было	2	13
18	не в	6	12
19	в тексте	10	12
20	самом деле	3	11
21	но и	19	10
22	но в	6	10
23	только в	6	10
24	с другой	5	9
25	но также	2	9
26	если бы	7	9
27	в то	4	9
28	как и	11	9
29	того что	6	9
30	также и	4	9
31	так и	8	9
32	в его	4	9
33	например в	2	8
34	во всех	2	8
35	все же	6	8
36	не может	7	8
37	и его	5	8
38	это не	6	8
39	прежде всего	7	7
40	по поводу	2	7
41	в самом	2	7
42	для нас	2	7
43	другой стороны	2	7
44	таким образом	4	7
45	этом отношении	4	7
46	потому что	5	6
47	из этих	3	6
48	но это	3	6
49	для него	3	6
50	что и	2	6
51	в своей	5	6
52	данном случае	6	6
53	со стороны	5	6
54	что же	3	6
55	на самом	4	6
56	в той	4	6
57	не менее	4	5
58	никогда не	4	5
59	текста в	3	5
60	что мы	2	5
61	в котором	8	5
62	в нем	5	5
63	в целом	3	5
64	жизни и	7	5
65	то же	5	5
66	и по	3	5
67	в слове	3	5
68	тем что	2	5
69	могут быть	4	5
70	в частности	13	4
71	бы и	4	4
72	же время	3	4
73	в качестве	8	4
74	как раз	2	4
75	как бы	4	4
76	не было	2	4
77	во втором	2	4
78	не имеет	2	4
79	как будто	4	4
80	к которому	2	4
81	том как	3	4
82	в основе	3	3
83	не существует	2	3
84	а с	2	3
85	в какой	4	3
86	и с	2	3
87	не является	3	3
88	должна быть	2	3
89	об этом	4	3
90	в начале	3	3
91	но не	5	3
92	а на	2	3
93	еще не	7	3
94	своего рода	10	3
95	и для	3	3
96	в ней	4	3
97	не все	2	3
98	и тем	2	3
99	отношению к	7	3
100	внимание на	3	3
101	по отношению	7	3
102	с одной	5	3
103	о которой	2	3
104	лишь в	2	3
105	в результате	3	3
106	что касается	5	3
107	будто бы	3	3
108	бы не	2	2
109	но на	2	2
110	в этих	3	2
111	в случае	2	2
112	в своем	5	2
113	как о	2	2
114	имеем дело	3	2
115	не всегда	2	2
116	что на	2	2
117	ли не	2	2
118	и более	3	2
119	есть в	2	2
120	при этом	26	2
121	быть и	2	2
122	текста с	2	2
123	одной стороны	5	2
124	не имели	2	2
125	в данной	2	2
126	а также	8	2
127	если в	2	2
128	тем не	3	2
129	в первом	2	2
130	отношение к	2	2
131	такого рода	16	2
132	подчеркнуть что	5	2
133	судя по	2	2
134	на него	2	2
135	целый ряд	2	2
136	начиная с	3	2
137	о них	3	2
138	тем самым	5	2
139	свидетельствует о	4	2
140	мы не	4	2
141	или иначе	2	2
142	в своих	2	2
143	дело с	2	2
144	а то	2	2
145	их в	2	2
146	однако и	2	2
147	мере в	2	2
148	он не	3	2
149	в себе	5	2
150	в сознании	4	2
151	говорить о	2	2
152	по своей	3	2
153	о котором	2	2
154	как правило	6	2
155	и все	4	2
156	могло бы	3	2
157	мы имеем	5	2
158	то есть	8	2
159	этот раз	2	2
