N	2gram	Voloshinov_1	Istorich
1	и в	12	22
2	мы имеем	2	19
3	в этом	4	17
4	что в	2	15
5	не только	4	14
6	но и	3	12
7	и не	10	12
8	и пр	3	11
9	может быть	14	11
10	в этих	2	11
11	еще не	3	10
12	таким образом	12	10
13	но в	5	10
14	в нем	6	9
15	что и	2	9
16	вместе с	2	9
17	в том	6	9
18	том что	5	8
19	другой стороны	2	7
20	с другой	4	7
21	к этому	2	7
22	но не	2	7
23	то что	5	7
24	уже не	4	7
25	и здесь	2	7
26	так как	9	7
27	там где	2	7
28	в них	3	6
29	это не	2	6
30	связь с	2	6
31	то же	5	6
32	а не	5	6
33	мы можем	2	6
34	ничего не	2	6
35	если бы	9	6
36	не менее	3	5
37	тем не	3	5
38	до сих	3	5
39	все же	4	5
40	он не	2	5
41	того что	3	5
42	сих пор	3	5
43	к нему	4	5
44	могут быть	2	5
45	в некоторых	3	5
46	и другие	2	4
47	как это	2	4
48	не в	4	4
49	в пределах	3	4
50	только в	6	4
51	она не	2	4
52	отношение к	4	4
53	для нас	7	4
54	и его	13	4
55	и на	4	4
56	в данном	2	4
57	можно найти	2	4
58	не может	16	4
59	имеем в	2	4
60	все эти	3	4
61	и с	3	4
62	и все	2	3
63	прежде всего	8	3
64	стороны и	2	3
65	и к	4	3
66	как и	5	3
67	но это	2	3
68	в его	2	3
69	никогда не	5	3
70	быть и	3	3
71	данном случае	2	3
72	так же	3	3
73	сказать что	7	3
74	и ее	3	3
75	о том	3	3
76	его в	4	3
77	здесь не	3	3
78	в чем	2	3
79	как только	2	2
80	все время	6	2
81	независимо от	2	2
82	и др	5	2
83	и герой	3	2
84	не отражает	2	2
85	и так	2	2
86	но тем	2	2
87	в жизни	5	2
88	на все	2	2
89	но конечно	2	2
90	можно сказать	5	2
91	или не	3	2
92	ни в	3	2
93	тому же	2	2
94	но все	2	2
95	такой же	2	2
96	и более	3	2
97	с одной	2	2
98	как в	5	2
99	при этом	6	2
100	одной стороны	2	2
101	да и	3	2
102	в ней	6	2
103	и потому	2	2
104	относится к	2	2
105	но этот	2	2
106	в котором	3	2
107	и уже	3	2
108	отношению к	11	2
109	жизни и	4	2
110	нет ничего	2	2
111	так и	4	2
112	только на	3	2
113	по отношению	11	2
114	в своем	2	2
115	в особенности	2	2
116	на самом	4	2
117	и что	2	2
118	что не	4	2
119	и для	3	2
120	и то	2	2
121	дело с	2	2
122	между тем	3	2
123	точки зрения	14	2
124	в то	2	2
125	на это	2	2
