N	2gram	Trubetskoy_1	formyVre
1	и в	23	46
2	в этом	12	22
3	прежде всего	3	14
4	вовсе не	2	13
5	только в	6	11
6	не только	7	11
7	во всех	10	11
8	в том	30	10
9	как бы	10	10
10	точки зрения	13	10
11	то есть	2	10
12	но в	4	10
13	у него	5	9
14	не в	8	9
15	мы уже	4	9
16	вместе с	6	9
17	но и	9	9
18	и не	8	9
19	и для	6	9
20	в связи	3	8
21	связи с	4	8
22	как и	9	8
23	в его	5	8
24	жизни и	2	8
25	то же	4	8
26	того чтобы	8	8
27	для того	8	8
28	с точки	8	8
29	потому что	9	8
30	из них	5	8
31	всех этих	4	7
32	в них	2	7
33	может быть	16	7
34	то что	18	7
35	так и	10	7
36	и на	6	7
37	никогда не	4	6
38	и все	7	6
39	при этом	9	6
40	как мы	2	6
41	еще не	5	6
42	его в	5	6
43	все же	13	6
44	все это	11	6
45	те же	2	6
46	и наконец	3	6
47	в основе	2	6
48	так как	7	6
49	и с	5	6
50	в частности	2	5
51	в своем	10	5
52	с этим	11	5
53	по существу	6	5
54	в дальнейшем	2	5
55	в то	6	5
56	но не	2	5
57	он не	3	5
58	в нем	3	5
59	что в	8	5
60	все эти	19	5
61	и у	4	5
62	должно быть	4	5
63	отнюдь не	2	4
64	с этой	3	4
65	из этих	8	4
66	же время	2	4
67	с ним	6	4
68	том что	19	4
69	так что	5	4
70	что они	2	4
71	с другом	9	4
72	друг с	9	4
73	за ними	3	4
74	том же	4	4
75	в котором	2	4
76	в мире	6	4
77	и их	5	4
78	конечно не	3	4
79	также и	2	4
80	их в	2	4
81	в себе	5	4
82	в истории	3	4
83	о том	7	4
84	все его	2	4
85	не было	2	3
86	мы будем	3	3
87	себя и	2	3
88	все они	5	3
89	того же	9	3
90	та же	3	3
91	к этому	5	3
92	к тому	8	3
93	на первый	2	3
94	что он	7	3
95	а затем	2	3
96	тем более	3	3
97	как у	3	3
98	для него	2	3
99	тот же	3	3
100	имеет место	2	3
101	хотя и	4	3
102	что и	7	3
103	отношение к	4	3
104	на нас	3	3
105	целый ряд	4	3
106	таким образом	31	3
107	в совершенно	3	3
108	почти все	2	3
109	в их	4	3
110	при виде	2	3
111	того что	6	3
112	и по	3	3
113	а в	3	3
114	жизнь и	3	3
115	в которых	2	3
116	в другом	2	3
117	в этих	3	3
118	в виду	2	3
119	на этом	2	2
120	и более	2	2
121	по своему	5	2
122	вступают в	2	2
123	друг от	6	2
124	говорить о	2	2
125	с другой	6	2
126	и других	2	2
127	это не	3	2
128	и так	2	2
129	что все	5	2
130	представление о	3	2
131	в индивидуальном	2	2
132	ее и	3	2
133	со своими	2	2
134	все в	2	2
135	в самой	2	2
136	именно в	5	2
137	у нас	3	2
138	в этой	6	2
139	с тем	2	2
140	все что	9	2
141	между ними	2	2
142	она не	2	2
143	было бы	3	2
144	и к	5	2
145	от друга	6	2
146	в сущности	2	2
147	ни для	2	2
148	к ним	2	2
149	и потому	3	2
150	только один	2	2
151	сих пор	8	2
152	мы видели	2	2
153	этом случае	4	2
154	быть и	5	2
155	и до	3	2
156	не может	17	2
157	и только	2	2
158	на земле	3	2
159	с одной	3	2
160	в себя	2	2
161	лишь в	5	2
162	тем же	2	2
163	так же	8	2
164	как на	4	2
165	у них	6	2
166	каждый из	3	2
167	в данном	3	2
168	то в	2	2
169	и от	5	2
170	развития человечества	2	2
171	ту же	2	2
172	не знает	2	2
173	далеко не	5	2
174	в конце	4	2
175	и это	3	2
176	во всяком	2	2
177	до сих	8	2
