N	2gram	Medvedev_V_1	KulturaY
1	т е	18	38
2	и т	23	33
3	в том	15	30
4	и в	26	24
5	том что	8	21
6	т п	9	18
7	что в	10	17
8	того чтобы	3	17
9	для того	3	16
10	было бы	7	15
11	т д	14	14
12	в этом	26	14
13	точки зрения	3	14
14	может быть	22	13
15	все же	5	12
16	таким образом	31	12
17	в его	14	12
18	и не	19	12
19	не в	6	11
20	только в	7	11
21	вовсе не	3	10
22	в силу	11	10
23	в самом	4	10
24	у нас	2	10
25	не только	25	10
26	хотя бы	19	10
27	если бы	3	9
28	то что	6	9
29	прежде всего	13	9
30	отношению к	7	9
31	того что	3	9
32	о том	10	9
33	том чтобы	2	8
34	по отношению	7	8
35	то же	10	8
36	а не	7	8
37	как раз	3	8
38	не менее	2	7
39	в них	4	7
40	с другой	11	7
41	связи с	4	7
42	в качестве	11	7
43	как бы	5	7
44	вместе с	7	7
45	не может	17	7
46	это не	7	7
47	бы в	3	7
48	в области	2	7
49	так и	5	7
50	тогда когда	2	6
51	именно в	2	6
52	что он	4	6
53	зависимости от	5	6
54	что такое	2	6
55	в ней	2	6
56	но и	10	6
57	все это	10	6
58	другой стороны	8	6
59	можно было	2	6
60	все эти	6	6
61	в которых	3	6
62	мы имеем	3	6
63	этого рода	2	6
64	в которой	2	6
65	еще и	2	5
66	с тем	3	5
67	в зависимости	6	5
68	по крайней	2	5
69	к тому	4	5
70	крайней мере	2	5
71	но не	2	5
72	еще не	2	5
73	что не	3	5
74	например в	3	5
75	этом отношении	13	5
76	в виду	4	5
77	а в	3	5
78	и его	6	5
79	в результате	5	5
80	между тем	5	5
81	так сказать	2	5
82	с его	3	4
83	в частности	11	4
84	и потому	2	4
85	в нем	6	4
86	же в	6	4
87	по существу	3	4
88	что они	3	4
89	в пределах	5	4
90	из них	9	4
91	на язык	2	4
92	это и	6	4
93	один из	5	4
94	должен быть	4	4
95	что и	3	4
96	в целом	4	4
97	с этим	3	4
98	в науке	2	4
99	так же	3	4
100	роль в	4	4
101	с ними	4	4
102	из этих	7	4
103	того или	2	4
104	как на	3	3
105	или иной	2	3
106	то это	2	3
107	можно сказать	4	3
108	сводится к	3	3
109	ли не	2	3
110	в этой	4	3
111	очевидно что	7	3
112	и может	2	3
113	в общем	2	3
114	в котором	3	3
115	даже в	5	3
116	когда он	3	3
117	что она	2	3
118	или менее	6	3
119	тому что	6	3
120	в своем	8	3
121	в связи	3	3
122	в особенности	2	3
123	не было	7	3
124	что оно	3	3
125	в их	5	3
126	более или	6	3
127	в системе	2	3
128	и даже	2	3
129	и он	2	3
130	должно быть	2	3
131	хотя и	2	3
132	даже и	3	3
133	они не	2	3
134	в себе	6	3
135	это только	4	3
136	как это	12	3
137	в одном	4	3
138	том как	3	3
139	о чем	2	2
140	и есть	5	2
141	можно ли	2	2
142	никогда не	4	2
143	не является	5	2
144	но с	2	2
145	что все	3	2
146	в каждом	2	2
147	не могут	7	2
148	по себе	2	2
149	в то	6	2
150	как о	2	2
151	что его	2	2
152	как и	7	2
153	и как	3	2
154	и при	5	2
155	в последнем	2	2
156	же время	5	2
157	ли это	2	2
158	было в	2	2
159	между прочим	2	2
160	в своей	4	2
161	одним из	5	2
162	между собою	2	2
163	понимать как	2	2
164	том же	6	2
165	же и	2	2
166	относится к	2	2
167	себе и	2	2
168	если в	2	2
169	ее в	4	2
170	бы и	6	2
171	так например	2	2
172	как например	2	2
173	как об	2	2
174	он не	2	2
175	свидетельствуют о	2	2
176	и для	2	2
177	в слове	3	2
178	лишь в	2	2
179	должны быть	2	2
180	между ними	3	2
181	ни одного	2	2
182	мы наблюдаем	2	2
183	или в	3	2
184	не столько	2	2
185	также и	2	2
186	и социальной	2	2
187	например не	2	2
188	чуть ли	2	2
189	этой точки	2	2
190	заключается в	2	2
191	е в	2	2
192	льва толстого	2	2
193	труда и	2	2
194	но в	2	2
