N	2gram	Bakhtin_Pr_3	KulturaY
1	и т	8	39
2	потому что	12	25
3	т п	6	24
4	и в	34	23
5	т е	12	22
6	не только	10	20
7	в том	3	19
8	в этом	16	18
9	и не	29	16
10	было бы	2	15
11	так как	4	15
12	может быть	19	15
13	т д	2	14
14	точки зрения	8	14
15	если бы	4	12
16	в самом	8	12
17	все эти	4	12
18	том что	3	11
19	но в	16	11
20	что в	7	10
21	по себе	3	10
22	а не	9	10
23	вовсе не	11	9
24	вопрос о	2	9
25	в сущности	11	9
26	то что	11	9
27	самом деле	13	9
28	хотя бы	5	9
29	не может	19	9
30	с другой	4	8
31	прежде всего	15	8
32	не в	9	8
33	уже не	2	8
34	и что	5	8
35	с точки	4	8
36	что это	5	7
37	не менее	3	7
38	все же	7	7
39	но и	12	7
40	другой стороны	3	7
41	и с	15	7
42	слова в	7	6
43	это не	5	6
44	по крайней	3	6
45	крайней мере	3	6
46	да и	4	6
47	но не	4	6
48	что не	7	6
49	тем не	2	6
50	речи в	2	6
51	то же	14	6
52	между тем	3	6
53	и на	6	6
54	я не	7	5
55	что все	4	5
56	этом смысле	4	5
57	что он	23	5
58	тот же	2	5
59	еще не	4	5
60	в его	22	5
61	всяком случае	5	5
62	этого слова	7	5
63	один из	2	5
64	слова и	10	5
65	вместе с	4	5
66	что же	8	5
67	все это	16	5
68	таким образом	5	5
69	там где	7	5
70	и вот	5	5
71	лишь в	5	5
72	и то	3	5
73	во всяком	5	5
74	только в	6	5
75	отнюдь не	2	4
76	в них	2	4
77	бы и	4	4
78	к тому	5	4
79	но только	2	4
80	мы знаем	2	4
81	ни в	4	4
82	но все	5	4
83	что я	15	4
84	должно быть	3	4
85	в пределах	6	4
86	своего рода	2	4
87	хотя и	3	4
88	как бы	27	4
89	в нем	19	4
90	так же	8	4
91	это слово	5	4
92	не было	2	4
93	сказать что	2	4
94	говорить о	3	4
95	в то	12	4
96	в конце	5	4
97	ничего не	4	4
98	так и	6	4
99	на этом	4	3
100	уже в	3	3
101	нисколько не	2	3
102	у него	4	3
103	всех этих	2	3
104	для этого	3	3
105	этого не	3	3
106	же время	12	3
107	что оно	2	3
108	это и	2	3
109	но это	4	3
110	знает что	3	3
111	того же	2	3
112	до конца	3	3
113	но для	3	3
114	в ней	3	3
115	он не	15	3
116	что и	5	3
117	как в	4	3
118	отличается от	2	3
119	как раз	4	3
120	так в	2	3
121	в форме	2	3
122	с этим	2	3
123	не знает	6	3
124	те же	2	3
125	как мы	7	3
126	сводится к	3	3
127	того что	5	3
128	что такое	2	3
129	а в	5	3
130	и его	16	3
131	слов в	3	3
132	конце концов	3	3
133	слова не	2	3
134	слова как	2	3
135	тем что	4	3
136	и это	4	3
137	в виду	3	3
138	если и	2	3
139	за собой	3	2
140	в отношении	9	2
141	с тем	5	2
142	сознания и	3	2
143	это в	2	2
144	никогда не	8	2
145	смысле этого	2	2
146	мысль и	2	2
147	что у	6	2
148	но так	3	2
149	с этой	2	2
150	не как	3	2
151	и от	5	2
152	и все	19	2
153	и речь	2	2
154	как можно	3	2
155	его к	3	2
156	что они	6	2
157	очень часто	2	2
158	но зато	3	2
159	этом случае	2	2
160	в другом	8	2
161	и потому	2	2
162	материалом для	2	2
163	в обычном	2	2
164	как будто	7	2
165	ли это	2	2
166	при этом	4	2
167	и если	2	2
168	к слову	2	2
169	конечно не	2	2
170	того или	2	2
171	он уже	3	2
172	же и	2	2
173	и даже	7	2
174	был бы	2	2
175	к нему	14	2
176	мы видели	3	2
177	в своей	3	2
178	не хочет	2	2
179	в своем	2	2
180	в отличие	2	2
181	и для	8	2
182	которых мы	2	2
183	все равно	4	2
184	достоевского и	3	2
185	на самом	11	2
186	как и	18	2
187	в той	2	2
188	и у	5	2
189	что значит	2	2
190	той же	2	2
191	рядом с	4	2
192	с ними	6	2
193	в которых	2	2
194	характер и	3	2
195	даже и	4	2
196	нуждается в	3	2
197	он и	5	2
198	выходит за	2	2
199	на который	2	2
200	и вообще	2	2
201	не хочу	6	2
202	мы должны	5	2
203	будто бы	2	2
204	мне не	2	2
205	большинстве случаев	3	2
206	отличие от	2	2
207	не то	2	2
