N	2gram	Losev_Vlad_1	Psycholo
1	и в	31	38
2	то что	18	35
3	в том	11	25
4	в самом	2	25
5	что в	14	20
6	может быть	6	19
7	и что	6	18
8	на то	5	16
9	что она	2	16
10	точки зрения	2	16
11	то есть	3	15
12	том что	14	14
13	и т	2	14
14	потому что	11	14
15	в этой	4	13
16	и мы	2	13
17	в этом	14	13
18	было бы	2	12
19	не только	24	12
20	мы увидим	3	12
21	таким образом	3	12
22	не в	5	12
23	что он	12	11
24	то же	6	10
25	и не	17	10
26	и все	4	10
27	того чтобы	2	9
28	все же	3	8
29	с тем	2	8
30	вовсе не	5	8
31	для нас	4	8
32	как и	4	8
33	так что	10	8
34	и как	4	8
35	говорит что	4	8
36	как раз	7	8
37	из этого	2	8
38	но только	3	8
39	для того	2	8
40	и то	10	8
41	и это	2	8
42	с другой	3	7
43	никак не	4	7
44	не может	6	7
45	что у	4	7
46	как мы	9	7
47	а в	9	7
48	мы уже	7	7
49	из них	2	6
50	с и	2	6
51	и здесь	3	6
52	к тому	3	6
53	один из	4	6
54	и если	5	6
55	в котором	6	6
56	указывает на	2	6
57	он не	10	6
58	так как	8	6
59	он говорит	2	6
60	как это	7	6
61	и его	7	6
62	и на	3	6
63	о том	11	6
64	ясно что	2	6
65	я не	4	5
66	в своем	4	5
67	на этом	2	5
68	несмотря на	4	5
69	совершенно не	2	5
70	в своей	4	5
71	вместе с	3	5
72	но и	19	5
73	другой стороны	3	5
74	о котором	2	5
75	в его	12	5
76	в которой	4	5
77	никогда не	9	4
78	в тех	2	4
79	что они	3	4
80	по своему	3	4
81	при этом	2	4
82	что с	2	4
83	когда он	5	4
84	и для	2	4
85	конечно не	2	4
86	она была	2	4
87	не мог	3	4
88	в нем	4	4
89	что и	5	4
90	в целом	3	4
91	как в	3	4
92	т д	2	4
93	в течение	9	4
94	все эти	3	4
95	здесь мы	3	4
96	того что	2	4
97	и даже	15	4
98	что этот	3	4
99	в своих	5	4
100	сказать что	7	4
101	больше чем	2	4
102	в нас	4	4
103	у него	15	4
104	только в	9	4
105	в себе	4	4
106	место в	2	3
107	как на	2	3
108	в них	2	3
109	из этих	2	3
110	что все	2	3
111	главным образом	4	3
112	к этому	6	3
113	указать на	2	3
114	и к	6	3
115	ни в	2	3
116	он был	14	3
117	но это	3	3
118	к концу	2	3
119	совсем не	4	3
120	того же	6	3
121	тот же	3	3
122	и о	2	3
123	все это	5	3
124	то и	2	3
125	по его	2	3
126	где он	2	3
127	тем что	2	3
128	в то	8	3
129	на это	2	3
130	здесь не	3	3
131	едва ли	3	3
132	но в	12	3
133	в общем	3	2
134	это был	5	2
135	и затем	2	2
136	к своему	3	2
137	отнюдь не	3	2
138	хотя бы	2	2
139	так например	2	2
140	и я	2	2
141	нее в	2	2
142	во всяком	2	2
143	на всю	2	2
144	но что	3	2
145	только что	2	2
146	увидим ниже	3	2
147	уже не	3	2
148	у нас	6	2
149	по существу	2	2
150	своей жизни	2	2
151	мы читаем	2	2
152	то время	2	2
153	для него	7	2
154	со своей	3	2
155	и который	2	2
156	но он	5	2
157	что сам	2	2
158	к ней	4	2
159	и очень	3	2
160	то как	2	2
161	в которую	2	2
162	всяком случае	2	2
163	но мы	2	2
164	дело не	2	2
165	со стороны	2	2
166	что же	5	2
167	что его	4	2
168	в виде	3	2
169	а с	5	2
170	еще и	7	2
171	и вот	3	2
172	и по	8	2
173	и всегда	3	2
174	той же	2	2
175	в качестве	6	2
176	в конце	9	2
177	и начал	2	2
178	он в	3	2
179	к себе	2	2
180	к его	3	2
181	как к	2	2
182	но как	5	2
183	в истории	4	2
184	чтобы он	2	2
185	его к	2	2
186	к этой	2	2
187	с ним	5	2
188	ничего не	3	2
189	и действительно	3	2
