N	2gram	Losev_Vlad_1	Myshleni
1	в том	11	28
2	и в	31	28
3	то что	18	28
4	в этом	14	27
5	того что	2	24
6	потому что	11	22
7	не может	6	19
8	том что	14	19
9	таким образом	3	18
10	что он	12	18
11	только в	9	18
12	что в	14	17
13	не только	24	16
14	может быть	6	13
15	сказать что	7	13
16	точки зрения	2	13
17	и не	17	11
18	что мы	2	11
19	в отношении	3	10
20	к тому	3	10
21	как мы	9	10
22	но и	19	10
23	так как	8	10
24	но не	3	10
25	того чтобы	2	10
26	было бы	2	9
27	никогда не	9	8
28	в самом	2	8
29	еще не	2	8
30	тем самым	2	8
31	для того	2	8
32	тем что	2	8
33	того же	6	7
34	в нем	4	7
35	в своем	4	7
36	и других	2	7
37	отношение к	3	7
38	он не	10	7
39	вместе с	3	7
40	то же	6	7
41	в которой	4	7
42	и к	6	6
43	так что	10	6
44	и как	4	6
45	и что	6	6
46	для него	7	6
47	в то	8	6
48	как и	4	6
49	то время	2	6
50	можно сказать	6	6
51	так и	6	6
52	как раз	7	6
53	в чем	2	6
54	и на	3	5
55	и все	4	5
56	но в	12	5
57	что все	2	5
58	с тем	2	5
59	в этой	4	5
60	я не	4	4
61	в частности	2	4
62	в нашем	4	4
63	на то	5	4
64	что на	2	4
65	мы знаем	2	4
66	не в	5	4
67	мы и	4	4
68	на этом	2	4
69	но что	3	4
70	на этот	6	4
71	к жизни	2	4
72	знаем что	2	4
73	ясно что	2	4
74	в качестве	6	4
75	что и	5	4
76	той же	2	4
77	и то	10	4
78	в себе	4	4
79	из этих	2	3
80	это мы	2	3
81	а по	2	3
82	как это	7	3
83	что с	2	3
84	при этом	2	3
85	на его	3	3
86	хотя и	4	3
87	но мы	2	3
88	в целом	3	3
89	как на	2	3
90	и по	8	3
91	в своих	5	3
92	больше чем	2	3
93	образом в	2	3
94	и здесь	3	3
95	но как	5	3
96	по своей	4	3
97	а это	2	3
98	с его	11	3
99	в них	2	3
100	это и	2	3
101	мы должны	2	3
102	не по	2	3
103	один из	4	3
104	в его	12	3
105	только к	3	3
106	как в	3	3
107	что такое	2	3
108	и его	7	3
109	значение для	2	3
110	с того	2	3
111	не менее	2	2
112	он сам	2	2
113	но на	3	2
114	в меру	2	2
115	с другой	3	2
116	в конце	9	2
117	для нас	4	2
118	но это	3	2
119	несмотря на	4	2
120	одним из	2	2
121	и от	5	2
122	в котором	6	2
123	из них	2	2
124	этот факт	2	2
125	все это	5	2
126	другой стороны	3	2
127	в связи	3	2
128	все эти	3	2
129	этой области	2	2
130	у одного	2	2
131	но только	3	2
132	не из	2	2
133	с ними	2	2
134	но он	5	2
135	известно что	2	2
136	к его	3	2
137	от него	2	2
138	что у	4	2
139	с ним	5	2
140	у него	15	2
141	раз и	3	2
142	этом смысле	4	2
143	увидим ниже	3	2
144	у нас	6	2
145	по существу	2	2
146	по своему	3	2
147	мы уже	7	2
148	в своей	4	2
149	из этого	2	2
150	еще в	4	2
151	все же	3	2
152	когда он	5	2
153	мысли и	4	2
154	только на	3	2
155	а в	9	2
156	только что	2	2
157	что я	2	2
158	и вообще	4	2
159	что они	3	2
