N	2gram	Losev_Vesc_1	Dialekti
1	не есть	49	40
2	и не	29	30
3	по себе	13	25
4	т е	55	25
5	это –	25	24
6	и т	19	21
7	т д	19	19
8	и в	21	18
9	ничего не	3	17
10	может быть	16	17
11	точки зрения	5	17
12	в нем	2	16
13	и есть	26	16
14	так что	5	15
15	и –	10	14
16	значит что	24	14
17	а не	19	14
18	потому что	16	14
19	что в	9	13
20	то что	27	13
21	не только	36	13
22	и даже	6	13
23	если бы	5	12
24	было бы	14	12
25	и что	15	12
26	с точки	3	12
27	в этом	4	12
28	не может	17	12
29	что это	13	11
30	как бы	12	11
31	все это	5	11
32	– не	9	11
33	это значит	24	11
34	в себе	14	11
35	так как	7	11
36	прежде всего	9	10
37	есть нечто	6	10
38	то же	6	10
39	что такое	12	10
40	сказать что	17	10
41	никогда не	2	9
42	отнюдь не	5	9
43	это не	5	9
44	в том	8	9
45	это есть	7	9
46	внутреннего и	4	9
47	так и	3	9
48	том что	8	9
49	и то	10	9
50	ясно что	8	8
51	сама по	3	8
52	но это	10	8
53	совершенно не	5	8
54	не просто	19	7
55	вовсе не	10	7
56	и как	8	7
57	то в	4	7
58	но и	18	7
59	что она	15	7
60	мы находим	2	7
61	что не	5	7
62	также и	6	7
63	той или	2	7
64	как она	4	7
65	и внешнего	2	6
66	с другой	6	6
67	можно сказать	6	6
68	да и	3	6
69	хотя бы	6	6
70	она не	4	6
71	никак не	3	6
72	ни с	6	6
73	и вот	2	6
74	есть ни	3	6
75	не в	5	6
76	думают что	4	6
77	в то	3	6
78	ни на	3	6
79	и образ	3	6
80	в чем	6	6
81	с ним	8	6
82	не то	4	6
83	но в	5	6
84	сам по	3	6
85	я не	4	5
86	в своем	6	5
87	на то	4	5
88	– как	7	5
89	идеи и	3	5
90	как же	3	5
91	есть и	4	5
92	и пр	6	5
93	а потом	2	5
94	она есть	8	5
95	но если	8	5
96	себе не	3	5
97	не с	7	5
98	все же	4	5
99	утверждаю что	3	5
100	в отношении	4	5
101	что оно	8	5
102	есть только	7	5
103	а в	4	5
104	можно было	2	5
105	и с	8	5
106	говорить о	6	5
107	или не	2	5
108	мы должны	2	5
109	в виду	2	5
110	нисколько не	4	4
111	я утверждаю	3	4
112	больше того	4	4
113	– в	5	4
114	по крайней	4	4
115	в конце	2	4
116	но –	2	4
117	к тому	3	4
118	не мешает	4	4
119	во всяком	3	4
120	об этом	3	4
121	крайней мере	4	4
122	это и	6	4
123	мы видим	2	4
124	не говорит	2	4
125	но не	5	4
126	одно и	5	4
127	тут не	5	4
128	это я	4	4
129	хотя и	4	4
130	в котором	3	4
131	то это	3	4
132	только то	2	4
133	а есть	2	4
134	другой стороны	2	4
135	есть всегда	4	4
136	как раз	9	4
137	смысл и	9	4
138	собственно говоря	4	4
139	мы говорим	5	4
140	и притом	3	4
141	только и	2	4
142	как мы	4	4
143	или другой	2	4
144	образ и	3	4
145	мы можем	4	4
146	к ней	2	4
147	о том	6	4
148	как это	2	4
149	для меня	2	4
150	содержит в	4	3
151	тому что	2	3
152	больше ничего	8	3
153	все равно	2	3
154	и значит	2	3
155	должна быть	4	3
156	отвлеченная идея	2	3
157	не буду	2	3
158	стороны и	2	3
159	есть не	14	3
160	же это	4	3
161	что и	3	3
162	а только	3	3
163	– и	2	3
164	что я	24	3
165	что они	6	3
166	но что	2	3
167	ли это	7	3
168	действительности и	5	3
169	как смысл	2	3
170	и о	3	3
171	есть просто	5	3
172	только с	3	3
173	в его	2	3
174	не значит	7	3
175	и потому	5	3
176	один из	3	3
177	жизни и	2	3
178	но только	3	3
179	то как	2	3
180	но она	3	3
181	что же	8	3
182	мысли и	3	3
183	даже не	7	3
184	только на	3	3
185	в самом	9	3
186	в разных	4	3
187	еще и	8	3
188	еще более	2	3
189	но с	2	3
190	что смысл	3	3
191	она –	2	3
192	тех или	5	3
193	самом деле	4	3
194	оно –	3	3
195	была бы	2	3
196	только что	2	3
197	и тут	3	3
198	должно быть	6	3
199	то или	2	3
200	– мы	2	3
201	конце концов	2	3
202	ничто не	2	3
203	в данном	5	3
204	ничем не	3	3
205	в основе	3	3
206	в ней	12	3
207	даже и	4	3
208	и еще	2	3
209	только в	14	3
210	и все	5	3
211	бы в	5	3
212	идею и	2	3
213	от этого	2	3
214	как только	4	2
215	на этом	2	2
216	не менее	3	2
217	даже больше	4	2
218	говорить что	3	2
219	вещей и	4	2
220	того что	8	2
221	это может	2	2
222	бы и	5	2
223	она должна	2	2
224	тех кто	2	2
225	же –	2	2
226	в отдельности	4	2
227	вещи есть	51	2
228	или что	3	2
229	сравнению с	6	2
230	или других	4	2
231	с этой	4	2
232	и от	3	2
233	– совершенно	3	2
234	с другими	8	2
235	вещи и	20	2
236	просто но	2	2
237	говорим что	3	2
238	со всей	2	2
239	я мог	4	2
240	оно есть	9	2
241	ни было	4	2
242	– то	2	2
243	как и	8	2
244	всегда есть	3	2
245	отвлеченное понятие	2	2
246	есть конечно	2	2
247	есть сама	3	2
248	и другое	4	2
249	не нужно	2	2
250	для него	4	2
251	только тогда	3	2
252	еще не	8	2
253	одной стороны	3	2
254	и может	2	2
255	для того	2	2
256	и больше	9	2
257	по сравнению	7	2
258	значит ли	5	2
259	и следовательно	7	2
260	относится к	5	2
261	всяком случае	2	2
262	мог бы	5	2
263	для нее	2	2
264	как можно	3	2
265	но уже	3	2
266	другими словами	5	2
267	из них	4	2
268	в своей	5	2
269	и их	7	2
270	с ней	2	2
271	есть подлинная	2	2
272	дело не	2	2
273	со стороны	5	2
274	для всякого	2	2
275	для этого	4	2
276	и эта	3	2
277	с этим	3	2
278	а с	3	2
279	с одной	3	2
