N	2gram	Propp_Isto_5	KulturaY
1	т е	16	38
2	и т	20	33
3	в том	6	30
4	и в	25	24
5	потому что	7	23
6	том что	8	21
7	что в	8	17
8	того чтобы	3	17
9	для того	3	16
10	и пр	3	15
11	т д	18	14
12	в этом	10	14
13	точки зрения	2	14
14	может быть	17	13
15	все же	10	12
16	таким образом	9	12
17	в его	12	12
18	и не	11	12
19	не в	6	11
20	только в	7	11
21	вовсе не	2	10
22	не только	13	10
23	если бы	2	9
24	то что	7	9
25	прежде всего	6	9
26	отношению к	2	9
27	самом деле	2	9
28	того что	2	9
29	о том	7	9
30	так как	11	9
31	том чтобы	2	8
32	по отношению	2	8
33	то же	4	8
34	уже не	11	8
35	а не	2	8
36	тем что	10	8
37	не менее	4	7
38	с другой	9	7
39	связи с	8	7
40	в качестве	7	7
41	как бы	2	7
42	вместе с	22	7
43	не может	6	7
44	это не	6	7
45	тогда когда	2	6
46	что он	22	6
47	в ней	5	6
48	но и	13	6
49	все это	4	6
50	другой стороны	8	6
51	все эти	8	6
52	в которых	3	6
53	мы имеем	14	6
54	в которой	4	6
55	с тем	8	5
56	что это	5	5
57	но не	5	5
58	еще не	8	5
59	например в	5	5
60	и что	8	5
61	но уже	3	5
62	не потому	2	5
63	а в	3	5
64	и его	9	5
65	с ним	4	5
66	и с	3	5
67	в частности	7	4
68	в этих	6	4
69	и потому	2	4
70	на то	2	4
71	в нем	7	4
72	же в	2	4
73	по существу	2	4
74	того же	2	4
75	в пределах	4	4
76	из них	2	4
77	в таких	3	4
78	один из	2	4
79	должен быть	2	4
80	что и	6	4
81	тем не	4	4
82	в целом	3	4
83	сих пор	2	4
84	со стороны	2	4
85	до сих	2	4
86	как в	6	4
87	с этим	5	4
88	того как	4	4
89	так что	2	4
90	так же	5	4
91	роль в	2	4
92	и на	8	4
93	в данном	3	4
94	там где	6	4
95	под влиянием	2	3
96	уже в	2	3
97	если не	4	3
98	уже и	2	3
99	ясно что	5	3
100	на себя	3	3
101	представление о	17	3
102	к формам	2	3
103	его к	3	3
104	то это	3	3
105	можно сказать	2	3
106	только тогда	2	3
107	в этой	3	3
108	очевидно что	2	3
109	в свою	3	3
110	мы увидим	5	3
111	связано с	5	3
112	на том	3	3
113	по мере	2	3
114	в истории	4	3
115	даже в	2	3
116	когда он	2	3
117	в связи	4	3
118	в особенности	3	3
119	и он	6	3
120	несмотря на	2	3
121	и здесь	7	3
122	они не	3	3
123	а если	2	3
124	том как	2	3
125	о чем	2	2
126	никогда не	3	2
127	превращается в	7	2
128	с этой	2	2
129	и все	3	2
130	что все	4	2
131	не всегда	4	2
132	вопрос о	2	2
133	по себе	2	2
134	в то	3	2
135	для нас	5	2
136	этом случае	7	2
137	что его	3	2
138	как и	7	2
139	и как	3	2
140	но все	5	2
141	и при	2	2
142	а на	2	2
143	социальной жизни	2	2
144	в это	2	2
145	и мы	2	2
146	в своей	2	2
147	одним из	2	2
148	от себя	2	2
149	в свое	2	2
150	о нем	3	2
151	если в	3	2
152	эти случаи	2	2
153	и тем	4	2
154	ее в	2	2
155	еще один	2	2
156	а именно	4	2
157	так например	2	2
158	он не	4	2
159	и для	2	2
160	этих случаях	8	2
161	или в	6	2
162	в более	3	2
163	от этого	4	2
164	е в	3	2
165	здесь как	2	2
166	ничего не	2	2
167	это было	2	2
