N	2gram	Bakhtin_Fr_5	Problemy
1	и не	15	31
2	и в	45	29
3	в его	13	24
4	может быть	2	24
5	а не	4	22
6	в этом	14	22
7	как бы	12	19
8	в нем	10	19
9	точки зрения	4	19
10	для него	3	18
11	не только	14	15
12	то что	2	15
13	но и	10	14
14	и его	13	14
15	то же	11	14
16	рядом с	2	14
17	в пределах	2	13
18	с точки	2	13
19	как и	10	12
20	не может	5	12
21	таким образом	8	12
22	в одном	3	10
23	в самом	4	10
24	в то	11	10
25	только в	4	10
26	там где	3	10
27	с его	7	9
28	это не	3	9
29	все же	2	9
30	в романе	11	9
31	но не	4	9
32	же время	9	9
33	все эти	5	9
34	в каждом	2	8
35	в своем	11	8
36	что он	6	8
37	что в	12	8
38	в своей	3	8
39	потому что	7	8
40	в том	10	8
41	прежде всего	10	7
42	вовсе не	8	7
43	том что	7	7
44	не в	7	7
45	самого автора	2	7
46	зрения на	4	7
47	так и	6	7
48	и как	5	7
49	а в	4	7
50	и на	5	7
51	мира и	8	7
52	но в	14	7
53	все это	7	6
54	точку зрения	2	6
55	в одной	3	6
56	в конце	7	6
57	не могут	2	6
58	в целом	2	6
59	несмотря на	2	6
60	к нему	2	6
61	одним из	5	6
62	что она	3	6
63	как в	3	6
64	как раз	5	6
65	в самой	8	6
66	самом деле	5	6
67	менее всего	3	6
68	так же	8	6
69	на мир	7	6
70	его в	5	6
71	так как	6	6
72	перед нами	4	5
73	и др	8	5
74	именно в	3	5
75	было бы	2	5
76	сочетается с	2	5
77	это и	5	5
78	в сущности	4	5
79	дело идет	3	5
80	и о	4	5
81	у него	4	5
82	он не	6	5
83	мысли и	6	5
84	той же	4	5
85	на самом	5	5
86	мир и	3	5
87	между тем	2	5
88	он и	3	5
89	и это	4	5
90	с ним	5	5
91	ничего не	4	5
92	поэтому и	3	4
93	перестает быть	2	4
94	превращается в	2	4
95	что и	7	4
96	его как	4	4
97	но это	5	4
98	и с	10	4
99	даже в	2	4
100	от того	3	4
101	в свете	2	4
102	и для	3	4
103	не было	3	4
104	но эта	2	4
105	как мы	8	4
106	и наконец	2	4
107	в основе	4	4
108	в этой	6	4
109	он знает	2	3
110	и одновременно	3	3
111	в них	6	3
112	ни в	3	3
113	по существу	3	3
114	и слово	2	3
115	кроме того	4	3
116	но именно	2	3
117	в уста	2	3
118	в духе	2	3
119	и до	2	3
120	на него	2	3
121	в их	4	3
122	во времени	2	3
123	как на	4	3
124	на котором	2	3
125	этом отношении	5	3
126	например в	5	3
127	в себя	5	3
128	и у	5	3
129	здесь с	2	3
130	и здесь	4	3
131	сказать что	4	3
132	он в	2	3
133	бы в	4	3
134	всеми своими	2	2
135	всех этих	6	2
136	связи с	6	2
137	уже и	2	2
138	себя и	2	2
139	хотя бы	2	2
140	но они	3	2
141	и во	4	2
142	и от	4	2
143	с которой	2	2
144	в условиях	2	2
145	и к	5	2
146	жизни и	8	2
147	мы видим	5	2
148	из его	2	2
149	при этом	2	2
150	благодаря этому	2	2
151	него не	2	2
152	есть и	5	2
153	ведь это	2	2
154	друг с	2	2
155	конечно не	2	2
156	до сих	3	2
157	один из	2	2
158	в большинстве	2	2
159	нисколько не	3	2
160	в первой	4	2
161	сих пор	3	2
162	данном случае	2	2
163	мы уже	4	2
164	в отношении	2	2
165	и даже	4	2
166	дело здесь	3	2
167	и что	2	2
168	на этот	3	2
169	слова но	2	2
170	можно было	4	2
171	конечно и	2	2
172	в данном	2	2
173	в которых	3	2
174	в ней	8	2
175	одно из	2	2
176	но он	3	2
177	и есть	2	2
178	в истории	2	2
179	во все	2	2
180	большинстве случаев	2	2
181	заметить что	2	2
182	нет ни	2	2
183	с этим	4	2
