N	2gram	Vygotskiy__2	Narrotol
1	не только	12	26
2	а не	7	17
3	но и	10	15
4	в том	37	14
5	при этом	13	14
6	и не	10	14
7	том что	21	13
8	и в	32	13
9	в этом	13	13
10	состоит в	3	12
11	в частности	3	11
12	только в	7	11
13	может быть	18	10
14	в данном	4	10
15	к тому	7	9
16	так и	3	9
17	сводится к	2	9
18	а в	4	9
19	то есть	21	9
20	то что	21	8
21	в себе	2	8
22	не может	17	8
23	не в	8	8
24	иначе говоря	4	7
25	никогда не	9	6
26	в жизни	4	6
27	и к	3	6
28	вслед за	5	6
29	того что	8	6
30	в его	2	6
31	данном случае	4	6
32	все же	4	6
33	как бы	6	6
34	ничего не	4	6
35	но в	3	6
36	место в	2	5
37	точки зрения	17	5
38	тем не	4	5
39	что он	13	5
40	он не	6	5
41	и тем	4	5
42	в нем	4	5
43	на него	2	5
44	как в	9	5
45	таким образом	21	5
46	с другой	3	5
47	отличие от	2	5
48	в то	5	5
49	далеко не	5	5
50	о том	6	5
51	ответ на	2	5
52	что это	8	4
53	не менее	8	4
54	если бы	6	4
55	отнюдь не	5	4
56	в конце	3	4
57	об этом	3	4
58	как и	10	4
59	все что	2	4
60	что в	20	4
61	не к	3	4
62	жизни и	4	4
63	в своей	3	4
64	в ее	2	4
65	то же	13	4
66	в какой	2	4
67	и у	2	4
68	в этой	6	4
69	и все	4	4
70	как это	4	4
71	с его	2	3
72	конечном счете	3	3
73	тому что	4	3
74	мы имеем	4	3
75	это не	2	3
76	представить себе	3	3
77	или иного	2	3
78	а к	2	3
79	что они	7	3
80	но не	2	3
81	же время	2	3
82	и сам	4	3
83	того или	3	3
84	как раз	5	3
85	и когда	4	3
86	в конечном	3	3
87	один из	3	3
88	в целом	4	3
89	на том	2	3
90	как к	3	3
91	все эти	7	3
92	самом деле	16	3
93	того чтобы	14	3
94	и даже	5	3
95	и по	4	3
96	и для	4	3
97	и его	7	3
98	в таком	2	3
99	о ней	4	3
100	с этой	4	3
101	этом отношении	5	3
102	никак не	4	3
103	сказать что	7	3
104	между тем	4	3
105	действующих лиц	3	3
106	едва ли	4	3
107	дело с	8	2
108	зависит от	2	2
109	же как	4	2
110	должен был	2	2
111	что у	5	2
112	может оказаться	2	2
113	хотя бы	3	2
114	столь же	4	2
115	точно так	3	2
116	и другого	3	2
117	вовсе не	2	2
118	и здесь	2	2
119	в свою	3	2
120	на то	11	2
121	к своему	2	2
122	для нас	2	2
123	говорит о	2	2
124	и т	10	2
125	тем более	2	2
126	и более	4	2
127	по своему	3	2
128	что с	3	2
129	еще не	2	2
130	было бы	11	2
131	и он	3	2
132	бы с	2	2
133	себе и	2	2
134	в самом	12	2
135	во сне	2	2
136	несмотря на	4	2
137	может служить	3	2
138	интерес к	2	2
139	что она	16	2
140	не вполне	2	2
141	в него	2	2
142	все те	2	2
143	однако не	2	2
144	оно не	2	2
145	с таким	8	2
146	что и	17	2
147	его жизни	2	2
148	начала и	2	2
149	в процессе	2	2
150	жизни с	3	2
151	только на	5	2
152	в других	2	2
153	а с	2	2
154	те же	6	2
155	на самом	5	2
156	и что	22	2
157	с точки	10	2
158	не имеет	4	2
159	сводятся к	2	2
160	так же	18	2
161	всякий раз	2	2
162	как на	5	2
163	той же	8	2
164	роль в	2	2
165	мы не	3	2
166	можно было	7	2
167	в чем	4	2
168	тому как	3	2
169	но это	2	2
170	в ней	5	2
171	но он	3	2
172	подобно тому	2	2
173	в своих	9	2
174	т п	8	2
175	могли бы	2	2
176	как он	2	2
177	потому что	21	2
178	которая не	2	2
179	то чтобы	2	2
180	могло бы	2	2
181	в сознании	4	2
182	к которому	2	2
183	видит в	3	2
184	том как	2	2
