N	2gram	Tiupa_Lite_2	StatiiOP
1	и в	19	29
2	том что	7	27
3	в том	10	27
4	в этом	9	21
5	но и	10	19
6	что в	4	19
7	не только	8	19
8	о том	2	17
9	что он	3	13
10	в его	4	13
11	то что	7	11
12	и т	2	9
13	так и	7	9
14	этом отношении	3	9
15	и не	11	9
16	как на	3	9
17	потому что	2	9
18	он не	5	9
19	как раз	2	8
20	но в	2	8
21	с тем	2	7
22	в ней	4	7
23	в виду	2	7
24	я не	5	7
25	вместе с	5	7
26	для того	2	7
27	не столько	3	7
28	в одном	2	6
29	вовсе не	2	6
30	одним из	3	6
31	все же	2	6
32	и что	2	6
33	и его	3	6
34	и на	6	6
35	прежде всего	4	5
36	в качестве	5	5
37	было бы	2	5
38	не знали	3	5
39	как бы	2	5
40	своего рода	13	5
41	а не	20	5
42	того что	5	5
43	точки зрения	4	5
44	в русской	4	5
45	речь идет	3	4
46	в частности	4	4
47	с другой	8	4
48	но с	3	4
49	не в	4	4
50	для него	4	4
51	и к	2	4
52	в нем	3	4
53	ничего не	3	4
54	в другом	3	4
55	и с	3	4
56	не менее	6	3
57	же как	2	3
58	не является	2	3
59	на себя	2	3
60	идет о	3	3
61	одном из	2	3
62	у нас	5	3
63	так что	4	3
64	но это	3	3
65	в начале	3	3
66	но не	5	3
67	до конца	2	3
68	одной из	2	3
69	наконец в	2	3
70	никогда не	3	3
71	и даже	8	3
72	из них	2	3
73	другой стороны	4	3
74	в их	3	3
75	т п	2	3
76	не было	2	3
77	тем что	4	3
78	в году	5	3
79	за то	2	3
80	и он	3	3
81	хотя бы	2	3
82	в россии	2	3
83	в поэме	4	3
84	ни было	2	2
85	и др	3	2
86	в них	2	2
87	в какой	2	2
88	с этой	2	2
89	в конце	2	2
90	не раз	2	2
91	что было	2	2
92	что и	2	2
93	к своему	2	2
94	тем не	2	2
95	в ее	2	2
96	а затем	2	2
97	по существу	3	2
98	как и	10	2
99	и как	3	2
100	в этой	3	2
101	что я	2	2
102	в истории	2	2
103	в то	9	2
104	очевидно что	2	2
105	и сам	2	2
106	такого рода	9	2
107	может быть	17	2
108	не по	2	2
109	тем же	3	2
110	а также	2	2
111	еще в	4	2
112	даже в	4	2
113	не к	2	2
114	со стороны	3	2
115	не может	9	2
116	тогда как	9	2
117	то же	12	2
118	при этом	6	2
119	на первом	2	2
120	с точки	3	2
121	а к	2	2
122	в данном	3	2
123	в результате	2	2
124	поэт не	2	2
125	в себе	6	2
126	сравнении с	2	2
127	как он	2	2
128	так как	3	2
129	как это	2	2
130	того же	4	2
131	в области	4	2
132	поэзии и	2	2
