N	2gram	Voloshinov_1	Mirosoze
1	и в	15	46
2	в нем	4	22
3	это –	9	22
4	у него	3	22
5	может быть	13	21
6	в этом	13	20
7	никогда не	7	18
8	для него	5	18
9	и не	16	18
10	не только	5	18
11	но и	4	15
12	не может	13	15
13	человека в	3	14
14	как и	6	13
15	а не	2	13
16	прежде всего	11	12
17	потому что	4	12
18	не было	4	11
19	в ней	5	11
20	у нас	3	11
21	но в	9	10
22	он не	4	10
23	в себе	4	10
24	он был	3	9
25	не в	4	9
26	не знает	3	9
27	и есть	2	8
28	но это	2	8
29	человека к	2	8
30	он –	2	8
31	как бы	11	8
32	в своем	2	8
33	так как	9	8
34	отношение к	7	8
35	она не	2	8
36	человека и	6	7
37	в этой	5	7
38	в нашем	3	7
39	человек не	2	7
40	что он	8	7
41	и к	7	7
42	и потому	8	7
43	как в	3	7
44	хотя бы	7	7
45	и для	2	7
46	он сам	4	6
47	что это	3	6
48	того что	2	6
49	жизни и	5	6
50	то же	7	5
51	я не	3	5
52	бы и	2	5
53	в отношении	2	5
54	что все	5	5
55	и вот	6	5
56	совсем не	5	5
57	в самом	6	5
58	один из	4	5
59	что она	2	5
60	те же	4	5
61	это не	2	5
62	и все	4	5
63	к тому	4	5
64	то что	10	5
65	в своей	9	5
66	и его	15	5
67	в его	9	5
68	что в	6	4
69	тому что	3	4
70	для этого	4	4
71	все что	9	4
72	до конца	5	4
73	его отношение	2	4
74	они не	2	4
75	должны быть	3	4
76	самого себя	2	4
77	с его	8	4
78	в жизни	5	4
79	думать что	2	4
80	– говорит	2	4
81	в свою	2	4
82	том что	5	4
83	должен быть	2	4
84	что и	2	4
85	себя в	2	4
86	так и	10	4
87	уже не	5	4
88	того чтобы	2	4
89	себя и	3	3
90	на все	2	3
91	идеи и	2	3
92	ни в	6	3
93	в том	4	3
94	и религия	2	3
95	высшей степени	2	3
96	человека –	3	3
97	смысле слова	2	3
98	каждого человека	2	3
99	влечет к	2	3
100	– не	7	3
101	жизни в	3	3
102	в своих	4	3
103	и на	3	3
104	сказать что	6	3
105	и с	7	3
106	его в	8	3
107	в высшей	2	3
108	с ним	12	3
109	не существует	3	3
110	если бы	3	3
111	есть и	2	3
112	до сих	3	3
113	на почве	2	3
114	сих пор	3	3
115	от того	3	3
116	в глубине	2	3
117	чтобы не	2	3
118	и она	2	3
119	той же	2	3
120	только в	6	3
121	в чем	4	3
122	в этих	2	2
123	не всегда	4	2
124	в человеке	5	2
125	все время	4	2
126	я и	6	2
127	к нему	7	2
128	и за	2	2
129	этот процесс	4	2
130	по отношению	11	2
131	отношения к	2	2
132	чем не	2	2
133	должно быть	2	2
134	а в	6	2
135	увидим что	4	2
136	к себе	3	2
137	в более	3	2
138	в основе	3	2
139	точки зрения	13	2
140	– его	2	2
141	бы в	2	2
142	между тем	2	2
143	на этом	5	2
144	– в	13	2
145	если он	5	2
146	по себе	2	2
147	– это	15	2
148	и что	3	2
149	тот же	5	2
150	мы увидим	4	2
151	и тот	2	2
152	во всех	8	2
153	к ней	2	2
154	оно не	2	2
155	отношению к	9	2
156	вместе с	4	2
157	быть и	2	2
158	ее в	2	2
159	что же	4	2
160	– все	4	2
161	в центре	3	2
162	еще более	2	2
163	из этой	2	2
164	нас в	2	2
165	сам по	2	2
166	правда в	2	2
167	к матери	11	2
168	сознания и	5	2
169	и этим	3	2
170	ничего не	2	2
