N	3gram	Losev_Prob_4	Psycholo
1	для того чтобы	2	19
2	в том что	8	12
3	о том что	3	10
4	то же самое	6	6
5	на самом деле	3	5
6	с точки зрения	11	4
7	можно было бы	4	4
8	точно так же	3	3
9	во всяком случае	4	3
10	сама по себе	2	3
11	в том чтобы	2	3
12	это не просто	2	3
13	заключается в том	2	3
14	сами по себе	2	3
15	в то время	2	2
16	но если бы	2	2
17	вместе с тем	3	2
18	потому что он	2	2
19	сам по себе	6	2
20	в какой мере	4	2
21	нет никакой возможности	2	2
22	и т д	3	2
23	мы все время	2	2
24	с другой стороны	6	2
25	и в частности	2	2
26	к тому же	2	2
27	не только не	4	2
28	то время как	2	2
