N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	41
2	таким образом	19	19
3	в этом	34	15
4	как и	5	14
5	в этой	3	13
6	то же	8	13
7	все эти	3	13
8	в его	10	12
9	прежде всего	8	11
10	в том	31	11
11	как мы	9	11
12	в себе	4	11
13	все это	6	10
14	в то	5	10
15	в качестве	7	9
16	и его	5	9
17	не в	8	9
18	же время	5	9
19	но и	5	9
20	в своем	3	9
21	что в	11	9
22	в конце	3	8
23	по существу	2	8
24	то что	17	8
25	но в	10	8
26	в них	4	7
27	вовсе не	6	7
28	как бы	5	7
29	в нем	13	7
30	и не	13	7
31	это не	8	6
32	и до	2	6
33	только в	13	6
34	о том	15	6
35	уже в	5	5
36	к этому	3	5
37	не только	21	5
38	на этом	3	5
39	в ней	3	5
40	вместе с	6	5
41	что и	3	5
42	мы видели	2	5
43	до нас	3	5
44	того как	3	5
45	а в	5	5
46	к нему	2	5
47	и для	4	5
48	так же	3	5
49	точки зрения	7	5
50	и это	6	5
51	потому что	14	5
52	что это	3	4
53	хотя и	3	4
54	том что	26	4
55	но все	3	4
56	одна из	2	4
57	после того	2	4
58	было бы	5	4
59	в сущности	3	4
60	может быть	24	4
61	в виду	4	4
62	на этой	3	4
63	должно быть	2	4
64	рядом с	2	4
65	и на	3	4
66	в более	2	4
67	и с	2	4
68	конце концов	2	4
69	ничего не	2	4
70	и есть	3	3
71	в отношении	2	3
72	того же	3	3
73	в одном	4	3
74	это в	2	3
75	его к	2	3
76	по этому	2	3
77	совсем не	3	3
78	в своей	4	3
79	есть и	4	3
80	при этом	3	3
81	из них	3	3
82	несмотря на	2	3
83	например в	2	3
84	в ряде	2	3
85	что он	4	3
86	жизни и	2	3
87	во всех	2	3
88	в форме	2	3
89	в их	11	3
90	не может	13	3
91	в той	7	3
92	с точки	2	3
93	не имеет	4	3
94	той же	4	3
95	и те	2	3
96	можно было	7	3
97	тем что	6	3
98	как о	4	3
99	его в	6	3
100	так как	13	3
101	от этого	5	3
102	учение о	2	2
103	именно в	8	2
104	и др	2	2
105	никогда не	3	2
106	в этих	3	2
107	с этим	2	2
108	направление в	2	2
109	есть не	3	2
110	и ее	4	2
111	о котором	8	2
112	к тому	4	2
113	отношению к	4	2
114	и как	9	2
115	по своему	5	2
116	до конца	3	2
117	отношение к	3	2
118	еще не	4	2
119	того что	12	2
120	отсюда и	2	2
121	своего рода	3	2
122	этой традиции	2	2
123	которые были	2	2
124	на том	3	2
125	одной из	3	2
126	человеческой культуры	2	2
127	а также	3	2
128	дело не	3	2
129	должен быть	4	2
130	здесь нет	4	2
131	не есть	4	2
132	и обратно	4	2
133	во второй	3	2
134	время в	2	2
135	был в	2	2
136	как нечто	8	2
137	по отношению	4	2
138	них и	2	2
139	в связи	2	2
140	имеет дело	5	2
141	в особенности	4	2
142	в разных	5	2
143	этом отношении	3	2
144	в течение	5	2
145	и других	3	2
146	не просто	4	2
147	и вот	3	2
148	только на	3	2
149	не мог	2	2
150	в значительной	2	2
151	а не	3	2
152	свое время	2	2
153	а только	8	2
154	из которых	2	2
155	уже не	5	2
156	те кто	2	2
157	мы не	2	2
158	в данном	11	2
159	и то	5	2
160	в результате	3	2
161	во всяком	3	2
162	в которых	6	2
163	и т.д	4	2
164	также и	16	2
165	как он	6	2
166	в свое	2	2
167	дело в	3	2
168	в чем	4	2
169	в каждой	2	2
170	в области	4	2
171	мы имеем	3	2
