N	2gram	Bakhtin_Pr_2	Istorich
1	и в	45	26
2	так как	5	18
3	мы имеем	2	14
4	никогда не	17	13
5	потому что	8	13
6	что в	6	12
7	таким образом	11	12
8	в том	8	12
9	и на	7	12
10	в этом	20	12
11	связь с	2	11
12	мы видели	3	11
13	может быть	18	11
14	в образе	3	10
15	том что	7	10
16	и не	42	10
17	не только	16	10
18	представление о	2	9
19	что он	7	9
20	еще не	9	9
21	но и	15	9
22	а именно	3	9
23	в нем	20	8
24	все же	4	8
25	все эти	4	8
26	с ним	8	8
27	превращается в	4	7
28	уже не	6	7
29	мы можем	4	7
30	например в	2	7
31	и его	8	7
32	у него	6	7
33	о том	3	7
34	но в	6	7
35	то что	5	6
36	мы уже	3	6
37	ее в	2	6
38	как в	4	6
39	не может	24	6
40	связан с	2	6
41	и с	7	6
42	в русской	2	6
43	как он	4	6
44	за собой	2	5
45	же мы	2	5
46	у нас	2	5
47	как и	14	5
48	мы видим	2	5
49	в ней	7	5
50	в его	22	5
51	так и	3	5
52	то же	5	5
53	и что	2	5
54	как это	2	5
55	тем что	2	5
56	в то	5	5
57	только в	9	5
58	его в	3	5
59	там где	6	5
60	есть и	3	4
61	это не	3	4
62	имеем в	2	4
63	прежде всего	11	4
64	с его	8	4
65	но это	2	4
66	до сих	2	4
67	все что	3	4
68	на его	5	4
69	как бы	15	4
70	что и	5	4
71	сих пор	2	4
72	как мы	8	4
73	и он	3	4
74	и по	2	4
75	но как	2	4
76	и ее	7	3
77	и другие	4	3
78	если бы	2	3
79	могут быть	4	3
80	в них	4	3
81	и от	3	3
82	в одном	6	3
83	должна быть	3	3
84	к этому	4	3
85	таким же	2	3
86	так что	2	3
87	не в	8	3
88	от него	3	3
89	же как	4	3
90	они не	2	3
91	она не	5	3
92	и эта	3	3
93	от того	2	3
94	его с	2	3
95	один из	2	3
96	другими словами	2	3
97	в своей	6	3
98	что она	4	3
99	со стороны	4	3
100	и через	2	3
101	а в	3	3
102	при этом	2	3
103	и других	3	3
104	и вот	2	3
105	из которых	2	3
106	вот почему	3	3
107	как на	2	3
108	или в	2	3
109	в своих	4	3
110	их в	7	3
111	сказать что	5	3
112	в себе	5	3
113	не было	2	3
114	далеко не	4	3
115	не потому	2	3
116	того как	3	3
117	и действительно	2	3
118	перед нами	4	2
119	все время	3	2
120	и как	2	2
121	в этих	4	2
122	в своем	5	2
123	что у	4	2
124	здесь и	2	2
125	в одной	5	2
126	вовсе не	7	2
127	не поддается	2	2
128	на то	2	2
129	можно сказать	2	2
130	по отношению	8	2
131	но все	4	2
132	что они	3	2
133	и некоторые	2	2
134	одна из	3	2
135	как у	2	2
136	но не	6	2
137	так же	5	2
138	героя в	5	2
139	было бы	4	2
140	и сам	3	2
141	кажется что	2	2
142	не так	2	2
143	в свое	2	2
144	относится к	2	2
145	и др	4	2
146	даже в	6	2
147	здесь нет	2	2
148	не есть	2	2
149	отношению к	8	2
150	не имеет	3	2
151	жизни и	15	2
152	в некоторых	2	2
153	ни в	2	2
154	и до	4	2
155	на него	2	2
156	в форме	2	2
157	что же	4	2
158	или же	2	2
159	он не	9	2
160	только что	2	2
161	а с	3	2
162	человека в	5	2
163	также не	2	2
164	тем самым	2	2
165	а не	10	2
166	того что	3	2
167	что не	5	2
168	можно было	2	2
169	с ними	4	2
170	людей и	2	2
171	быть только	2	2
172	он и	4	2
173	мы должны	4	2
174	зависимости от	3	2
175	которые в	2	2
176	здесь не	2	2
177	отметить что	2	2
178	ничего не	3	2
179	нет ни	3	2
