N	2gram	Propp_Isto_6	Tvorches
1	и в	26	21
2	как бы	4	17
3	в то	5	15
4	в его	5	13
5	то же	5	13
6	что в	12	12
7	как и	5	12
8	с его	4	11
9	том что	10	11
10	как в	6	8
11	он не	2	8
12	то что	6	8
13	у него	7	7
14	в том	12	7
15	тем самым	2	7
16	при этом	3	7
17	не только	10	7
18	и не	10	7
19	и на	12	7
20	но в	7	7
21	что он	9	6
22	человека в	2	6
23	а в	3	6
24	и его	7	6
25	в этом	12	6
26	о том	7	6
27	вовсе не	2	5
28	а не	2	5
29	но это	4	5
30	может быть	11	5
31	в этой	2	5
32	все же	8	5
33	таким образом	12	5
34	в своих	3	5
35	потому что	13	5
36	как будто	3	5
37	только в	5	5
38	в русской	6	5
39	в своем	2	4
40	та же	3	4
41	прежде всего	4	4
42	и как	2	4
43	один из	3	4
44	своего рода	2	4
45	в своей	3	4
46	не может	6	4
47	это не	4	4
48	и от	3	4
49	в книге	4	3
50	и другие	3	3
51	никогда не	13	3
52	с другой	10	3
53	представление о	9	3
54	с ним	8	3
55	на берегу	3	3
56	но не	2	3
57	на его	4	3
58	даже в	2	3
59	в нем	8	3
60	и т	10	3
61	жизни и	2	3
62	но и	9	3
63	ее в	6	3
64	уже не	7	3
65	на земле	4	3
66	и других	3	3
67	там же	3	3
68	того что	2	3
69	не так	2	3
70	и по	4	3
71	вот почему	3	3
72	так же	2	3
73	связан с	6	3
74	и с	6	3
75	в виде	6	3
76	приходит к	3	3
77	ту же	2	3
78	далеко не	3	3
79	представляет собой	2	3
80	так как	18	3
81	такой же	3	2
82	перед нами	2	2
83	на эти	2	2
84	зависит от	4	2
85	в частности	3	2
86	однако в	2	2
87	в этих	2	2
88	на том	8	2
89	в качестве	3	2
90	в лице	2	2
91	точно так	2	2
92	к этому	3	2
93	можно сказать	2	2
94	что и	4	2
95	самое время	2	2
96	так что	3	2
97	не в	3	2
98	одна из	2	2
99	отсюда же	2	2
100	того же	2	2
101	к тому	2	2
102	живет в	2	2
103	в одной	2	2
104	в ней	5	2
105	в него	3	2
106	здесь нет	2	2
107	и тем	4	2
108	не будет	5	2
109	еще в	3	2
110	когда он	3	2
111	вместе с	8	2
112	данном случае	3	2
113	так и	5	2
114	и далее	2	2
115	мы находим	2	2
116	что она	3	2
117	не означает	2	2
118	здесь мы	4	2
119	в одно	2	2
120	что не	2	2
121	и наконец	3	2
122	и он	4	2
123	только что	2	2
124	представлений о	7	2
125	или в	3	2
126	где он	2	2
127	людей и	2	2
128	сказать что	3	2
129	могут быть	3	2
130	но он	2	2
131	известно что	2	2
132	в данном	3	2
133	в себе	3	2
134	о котором	2	2
135	при помощи	3	2
136	нет ни	2	2
137	значит что	2	2
