N	2gram	Propp_Isto_6	Komedia
1	и в	26	22
2	т е	22	13
3	том что	10	12
4	в том	12	11
5	но и	9	11
6	не только	10	10
7	в то	5	10
8	как и	5	9
9	и т	10	9
10	может быть	11	9
11	в одном	3	8
12	таким образом	12	8
13	должны были	2	8
14	и не	10	8
15	и его	7	8
16	о том	7	8
17	в этой	2	7
18	и других	3	7
19	что в	12	6
20	что он	9	6
21	к тому	2	6
22	ни в	2	6
23	и по	4	6
24	то же	5	6
25	не в	3	6
26	а в	3	6
27	с другой	10	5
28	прежде всего	4	5
29	при этом	3	5
30	в его	5	5
31	еще в	3	5
32	один из	3	5
33	на его	4	5
34	так и	5	5
35	как в	6	5
36	другой стороны	8	5
37	то время	3	5
38	потому что	13	5
39	к этому	3	4
40	как мы	4	4
41	что они	2	4
42	в качестве	3	4
43	а также	4	4
44	в нем	8	4
45	что и	4	4
46	на него	2	4
47	так в	6	4
48	т д	8	4
49	тем что	5	4
50	и вот	3	4
51	в греции	6	4
52	время как	3	4
53	известно что	2	4
54	из его	2	4
55	так как	18	4
56	но в	7	4
57	мы можем	7	4
58	после смерти	2	3
59	же как	3	3
60	главным образом	3	3
61	однако в	2	3
62	в них	3	3
63	чаще всего	5	3
64	в образе	10	3
65	вопрос о	3	3
66	на то	2	3
67	в тех	3	3
68	у нас	5	3
69	и как	2	3
70	после того	2	3
71	одной стороны	7	3
72	и сам	2	3
73	в частности	3	3
74	у него	7	3
75	он не	2	3
76	даже в	2	3
77	все же	8	3
78	отношению к	2	3
79	на землю	4	3
80	так же	2	3
81	по отношению	2	3
82	того как	3	3
83	с одной	7	3
84	там же	3	3
85	здесь мы	4	3
86	мы не	6	3
87	и на	12	3
88	в свои	2	3
89	в более	6	3
90	в этом	12	3
91	и с	6	3
92	в виде	6	3
93	могут быть	3	3
94	и ее	3	3
95	только в	5	3
96	его в	5	3
97	как это	5	3
98	ничего не	2	3
99	в форму	2	2
100	независимо от	3	2
101	здесь и	2	2
102	вовсе не	2	2
103	мы знаем	2	2
104	мы найдем	2	2
105	он был	2	2
106	мы видели	11	2
107	такой же	3	2
108	одна из	2	2
109	но не	2	2
110	именно на	2	2
111	того же	2	2
112	это еще	3	2
113	до сих	4	2
114	еще не	9	2
115	было бы	2	2
116	в уже	2	2
117	большей частью	2	2
118	относится к	2	2
119	всяком случае	2	2
120	ни одной	2	2
121	и тем	4	2
122	могли быть	2	2
123	то что	6	2
124	наряду с	3	2
125	вместе с	8	2
126	ее в	6	2
127	все что	4	2
128	со стороны	3	2
129	только что	2	2
130	то и	2	2
131	не может	6	2
132	в других	4	2
133	что у	2	2
134	в форме	2	2
135	и хотя	2	2
136	из которых	3	2
137	почти всегда	3	2
138	или в	3	2
139	в древней	2	2
140	где он	2	2
141	в городе	2	2
142	но это	4	2
143	и формы	2	2
144	во всяком	2	2
145	одну из	4	2
146	но он	2	2
147	что касается	2	2
148	в своих	3	2
149	в себе	3	2
150	ту же	2	2
151	как будто	3	2
152	если они	3	2
153	е в	2	2
154	сих пор	4	2
