N	2gram	Vygotskiy__4	Analitik
1	не только	15	22
2	тогда как	2	20
3	и в	20	18
4	как и	9	14
5	так и	5	14
6	в этом	24	14
7	но и	9	13
8	и его	5	13
9	в частности	5	12
10	том что	35	12
11	в качестве	21	12
12	и не	8	12
13	при этом	12	11
14	а в	2	10
15	как бы	7	10
16	может быть	12	9
17	со стороны	3	9
18	что в	19	9
19	а не	7	9
20	в том	42	9
21	с другой	12	7
22	но не	3	7
23	в его	11	7
24	к тому	6	6
25	не в	4	6
26	в начале	2	6
27	для него	2	6
28	еще не	2	6
29	в этой	3	6
30	в их	12	6
31	о том	5	6
32	никогда не	5	5
33	не является	5	5
34	прежде всего	2	5
35	в свою	2	5
36	того же	9	5
37	такого рода	6	5
38	в самом	6	5
39	что и	9	5
40	и т.п	2	5
41	другой стороны	9	5
42	в сущности	4	5
43	той же	6	5
44	в слове	2	5
45	в результате	8	5
46	между тем	9	5
47	мы имеем	2	5
48	представляет собой	3	5
49	не менее	3	4
50	перед нами	5	4
51	отнюдь не	3	4
52	в своем	4	4
53	столь же	3	4
54	состоит в	4	4
55	что он	6	4
56	и к	5	4
57	и как	9	4
58	себя в	3	4
59	свою очередь	2	4
60	не есть	2	4
61	все же	5	4
62	приводит к	3	4
63	внимание на	3	4
64	ли не	2	4
65	таким образом	25	4
66	тем самым	7	4
67	по пути	2	4
68	и на	6	4
69	в данном	2	4
70	далеко не	2	4
71	уже в	6	3
72	в каждом	2	3
73	из этих	2	3
74	ключ к	4	3
75	к этому	4	3
76	тому же	6	3
77	и того	5	3
78	что они	14	3
79	было бы	8	3
80	указывает на	2	3
81	только не	5	3
82	как говорит	2	3
83	в целом	11	3
84	данном случае	2	3
85	как в	5	3
86	то же	16	3
87	этом отношении	7	3
88	именно в	3	3
89	роль в	4	3
90	с этим	5	3
91	точки зрения	24	3
92	подобно тому	2	3
93	одного и	6	3
94	но как	2	3
95	во всем	3	3
96	его в	6	3
97	здесь не	2	3
98	едва ли	2	3
99	как это	9	3
100	представляется нам	4	2
101	могут быть	7	2
102	все эти	5	2
103	это не	5	2
104	но они	2	2
105	и от	3	2
106	в нем	2	2
107	как уже	4	2
108	который не	2	2
109	возникает в	4	2
110	с тем	6	2
111	по своему	4	2
112	обе эти	5	2
113	одной стороны	9	2
114	со всеми	3	2
115	совершенно не	3	2
116	на его	3	2
117	могли бы	9	2
118	видеть в	2	2
119	и той	4	2
120	в ней	2	2
121	а также	2	2
122	свое время	2	2
123	всяком случае	3	2
124	по своей	6	2
125	только к	3	2
126	даже в	2	2
127	один из	3	2
128	то что	15	2
129	когда он	3	2
130	вместе с	8	2
131	нам не	2	2
132	не может	6	2
133	в отличие	2	2
134	входит в	2	2
135	с одной	9	2
136	те же	6	2
137	одной и	5	2
138	в той	2	2
139	в готовом	5	2
140	самом деле	7	2
141	с точки	11	2
142	и он	2	2
143	и для	4	2
144	тому как	2	2
145	сказать что	6	2
146	во всяком	4	2
147	мы можем	5	2
148	тем что	7	2
149	как показывает	2	2
150	в себе	10	2
151	и здесь	2	2
152	что мы	7	2
153	только в	10	2
154	и т.д	2	2
155	вопроса о	2	2
156	этого слова	11	2
157	в свое	2	2
158	когда мы	2	2
159	отличие от	2	2
160	но в	3	2
