N	2gram	Bakhtin_Fr_4	Tvorches
1	и в	29	20
2	в году	3	16
3	в романе	10	15
4	не только	10	13
5	никогда не	2	11
6	как бы	8	11
7	в его	8	10
8	таким образом	20	10
9	в то	10	10
10	там же	3	9
11	и его	8	9
12	и не	16	9
13	прежде всего	8	8
14	в том	7	8
15	при этом	3	8
16	но и	9	8
17	может быть	2	8
18	в этом	11	8
19	и с	9	8
20	это не	5	7
21	же время	8	7
22	не может	2	7
23	то же	10	7
24	у него	5	6
25	в конце	9	6
26	что он	4	6
27	как и	12	6
28	в своей	5	6
29	так и	11	6
30	все это	4	6
31	именно в	2	6
32	но это	4	5
33	еще не	4	5
34	но не	2	5
35	и сам	3	5
36	все же	3	5
37	и даже	3	5
38	так же	7	5
39	и на	11	5
40	в этой	13	5
41	о том	2	5
42	то есть	21	5
43	что у	3	4
44	том что	3	4
45	в дальнейшем	3	4
46	мы видим	3	4
47	соответствии с	2	4
48	что они	2	4
49	на его	2	4
50	хотя и	2	4
51	как в	2	4
52	в известной	3	4
53	все эти	9	4
54	года и	2	4
55	в чем	3	4
56	но в	12	4
57	это был	2	3
58	место в	2	3
59	в кн	5	3
60	жизни в	2	3
61	превращается в	3	3
62	в одной	2	3
63	в образе	4	3
64	к этому	2	3
65	с ним	2	3
66	а затем	3	3
67	быть может	2	3
68	одной из	2	3
69	своего рода	6	3
70	и мы	2	3
71	он не	3	3
72	в котором	2	3
73	и др	4	3
74	один из	4	3
75	в нем	5	3
76	то что	4	3
77	и это	2	3
78	в их	2	3
79	так как	7	3
80	уже не	2	3
81	тем что	4	3
82	в своих	2	3
83	в себе	3	3
84	его в	9	3
85	нет ничего	2	3
86	в плане	4	3
87	уже в	2	2
88	все время	3	2
89	и есть	4	2
90	его и	2	2
91	с другой	4	2
92	вовсе не	9	2
93	со своими	2	2
94	такой же	3	2
95	в литературе	4	2
96	в ее	3	2
97	что я	2	2
98	как известно	2	2
99	известной мере	3	2
100	в частности	3	2
101	том же	2	2
102	только для	4	2
103	себя в	2	2
104	по преимуществу	3	2
105	но эти	2	2
106	в ту	2	2
107	бы не	2	2
108	и других	3	2
109	всякого рода	2	2
110	и у	2	2
111	и наконец	2	2
112	другой стороны	3	2
113	и по	5	2
114	друг друга	2	2
115	особенно в	3	2
116	рядом с	5	2
117	роль в	3	2
118	с ними	3	2
119	не столько	2	2
120	не случайно	3	2
121	в основе	2	2
122	из них	6	2
123	в которой	4	2
124	только в	2	2
125	из этого	2	2
126	так сказать	2	2
127	их в	2	2
128	к которому	2	2
129	же не	2	2
