N	2gram	Medvedev_F_2	Istorich
1	и в	38	22
2	в этом	27	17
3	и т	14	16
4	т е	26	16
5	т д	5	15
6	что в	7	15
7	не только	9	14
8	мы видели	4	13
9	но и	13	12
10	и не	20	12
11	и пр	21	11
12	может быть	23	11
13	в этих	2	11
14	или в	3	11
15	таким образом	20	10
16	но в	4	10
17	что он	5	9
18	в нем	13	9
19	что и	8	9
20	вместе с	6	9
21	в том	11	9
22	что они	4	8
23	с этим	5	8
24	том что	2	8
25	как мы	7	8
26	другой стороны	4	7
27	с другой	3	7
28	к этому	4	7
29	но не	2	7
30	то что	6	7
31	из них	4	7
32	уже не	7	7
33	и здесь	3	7
34	так как	4	7
35	там где	4	7
36	связи с	13	6
37	это не	2	6
38	то и	3	6
39	а в	6	6
40	то же	6	6
41	а не	6	6
42	так в	3	6
43	в ином	3	6
44	ничего не	4	6
45	если бы	5	6
46	один из	2	5
47	все же	8	5
48	он не	6	5
49	того что	3	5
50	к нему	3	5
51	могут быть	6	5
52	в некоторых	4	5
53	в этой	6	5
54	и другие	2	4
55	как это	2	4
56	не в	15	4
57	в дальнейшем	4	4
58	в пределах	12	4
59	только в	6	4
60	на этом	2	4
61	она не	2	4
62	они не	4	4
63	что на	2	4
64	отношение к	2	4
65	а именно	2	4
66	находится в	2	4
67	и его	21	4
68	и на	3	4
69	не может	14	4
70	тем что	8	4
71	все эти	6	4
72	в других	7	4
73	и с	9	4
74	должны были	2	3
75	для них	3	3
76	состоит в	2	3
77	превращается в	2	3
78	в одной	2	3
79	и от	2	3
80	и все	3	3
81	представление о	2	3
82	прежде всего	15	3
83	к тому	4	3
84	и к	4	3
85	как и	9	3
86	и как	3	3
87	но это	2	3
88	равно как	2	3
89	было бы	6	3
90	в его	10	3
91	никогда не	2	3
92	в целом	3	3
93	быть и	3	3
94	ее в	2	3
95	со стороны	2	3
96	должен был	2	3
97	в связи	10	3
98	его не	2	3
99	с ними	2	3
100	сказать что	2	3
101	потому что	2	3
102	он и	3	3
103	и ее	6	3
104	из этих	3	3
105	его в	3	3
106	при помощи	2	3
107	здесь не	4	3
108	их в	2	3
109	в чем	2	3
110	если это	2	3
111	не было	6	2
112	все время	6	2
113	всех этих	3	2
114	с тем	11	2
115	независимо от	4	2
116	в сторону	4	2
117	и др	3	2
118	здесь и	4	2
119	вовсе не	11	2
120	в тех	2	2
121	во всяком	5	2
122	как таковой	3	2
123	мы знаем	3	2
124	бы она	3	2
125	ни в	2	2
126	но все	3	2
127	от него	2	2
128	такой же	3	2
129	и более	2	2
130	как в	4	2
131	при этом	9	2
132	в качестве	2	2
133	еще одну	2	2
134	совершенно не	4	2
135	например в	3	2
136	одного из	3	2
137	и о	2	2
138	же как	3	2
139	хотя и	3	2
140	в ней	6	2
141	всяком случае	5	2
142	в котором	2	2
143	для нее	2	2
144	даже в	2	2
145	не имеет	2	2
146	то это	3	2
147	должно было	3	2
148	и это	2	2
149	жизни и	3	2
150	так и	8	2
151	даже не	2	2
152	только на	3	2
153	за счет	4	2
154	в особенности	4	2
155	еще более	5	2
156	на самом	3	2
157	этот вопрос	2	2
158	что не	4	2
159	и даже	4	2
160	есть только	2	2
161	и для	5	2
162	роль в	3	2
163	и то	2	2
164	между тем	2	2
165	точки зрения	8	2
166	в то	5	2
167	поставить вопрос	2	2
168	большинстве случаев	3	2
