N	3gram	Medvedev_F_3	Dialekti
1	и т д	6	15
2	с точки зрения	14	8
3	в том что	3	6
4	то же время	7	4
5	то или иное	2	4
6	только то что	2	4
7	с другой стороны	5	4
8	в связи с	4	4
9	в самом деле	4	3
10	в то же	7	3
11	вовсе не в	2	3
12	сами по себе	2	3
13	не может быть	14	3
14	мы уже знаем	2	3
15	в данном случае	4	2
16	в зависимости от	5	2
17	как бы ни	2	2
18	то же самое	3	2
19	тем не менее	2	2
20	и т п	5	2
21	может быть только	2	2
22	во всяком случае	6	2
23	как и все	2	2
24	в нем и	2	2
25	потому что он	3	2
