N	2gram	Potebnia_M_1	Psycholo
1	то что	10	37
2	и в	39	30
3	в том	26	27
4	что в	22	24
5	и что	10	23
6	потому что	52	23
7	том что	16	21
8	для того	3	20
9	таким образом	13	20
10	того чтобы	2	20
11	как бы	6	19
12	на то	2	17
13	если мы	3	16
14	не только	21	16
15	в самом	3	14
16	в этом	15	14
17	так же	5	13
18	в нас	7	13
19	то есть	42	13
20	одной стороны	3	12
21	в сущности	2	12
22	вместе с	8	12
23	с одной	3	12
24	если бы	14	11
25	может быть	27	11
26	как на	3	11
27	что мы	4	11
28	о том	2	10
29	никогда не	4	9
30	с другой	7	9
31	для этого	2	9
32	мы увидим	3	9
33	не может	22	9
34	увидим что	4	9
35	и то	3	9
36	сказать что	3	9
37	так как	21	9
38	с тем	5	8
39	что это	3	8
40	тому что	3	8
41	он должен	2	8
42	к тому	4	8
43	не в	15	8
44	а не	21	8
45	при этом	6	8
46	того что	8	8
47	заключается в	3	8
48	мы видим	4	8
49	могут быть	9	8
50	и это	3	8
51	на деле	4	8
52	по себе	10	7
53	в нем	20	7
54	и как	6	7
55	но не	8	7
56	мы можем	2	7
57	все же	6	7
58	и т	6	7
59	то же	6	7
60	точки зрения	8	7
61	в своем	3	6
62	как и	9	6
63	что если	3	6
64	и если	2	6
65	и тем	3	6
66	и для	5	6
67	но и	20	6
68	двух противоположных	2	6
69	по мнению	3	6
70	что все	3	6
71	что оно	2	6
72	и не	18	6
73	жизни и	2	6
74	и его	5	6
75	или в	2	6
76	никак не	2	6
77	тем что	9	6
78	о котором	3	6
79	как будто	2	6
80	когда мы	2	6
81	с и	3	5
82	только не	2	5
83	и есть	2	5
84	по этому	2	5
85	чувства и	13	5
86	в целом	2	5
87	что именно	2	5
88	несмотря на	5	5
89	как мы	2	5
90	и потому	5	5
91	в этой	3	5
92	еще не	6	5
93	было бы	12	5
94	другой стороны	5	5
95	нашего организма	3	5
96	во внимание	3	5
97	в своих	4	5
98	в себе	13	5
99	но в	9	5
100	только в	25	5
101	бы в	4	5
102	от него	4	4
103	и все	3	4
104	этот вопрос	2	4
105	прежде всего	4	4
106	стороны и	2	4
107	то это	5	4
108	у нас	2	4
109	есть не	2	4
110	мысль о	2	4
111	в своей	3	4
112	от того	4	4
113	в ней	7	4
114	в его	5	4
115	заключает в	2	4
116	в них	3	4
117	не есть	10	4
118	только на	3	4
119	только что	2	4
120	а в	5	4
121	там где	4	4
122	как она	3	4
123	могли бы	2	4
124	не могли	2	4
125	в виду	2	4
126	не можем	2	4
127	под влиянием	2	3
128	не существует	2	3
129	не могут	4	3
130	была бы	2	3
131	при таком	4	3
132	в состоянии	3	3
133	хотя бы	2	3
134	это не	7	3
135	заставляет нас	2	3
136	из этих	4	3
137	вовсе не	5	3
138	вопрос о	4	3
139	показывает что	3	3
140	самого начала	3	3
141	что на	6	3
142	для нас	9	3
143	с самого	3	3
144	так что	16	3
145	что чувство	2	3
146	находятся в	3	3
147	в свою	4	3
148	для него	4	3
149	имеет место	2	3
150	образом что	2	3
151	он не	3	3
152	что и	6	3
153	в строении	2	3
154	так и	13	3
155	со стороны	8	3
156	что при	5	3
157	как в	10	3
158	в их	2	3
159	есть нечто	4	3
160	так например	3	3
161	и только	2	3
162	т д	4	3
163	которое мы	2	3
164	времени и	2	3
165	по поводу	3	3
166	из того	2	3
167	и о	2	3
168	на этот	2	3
169	тем же	2	3
170	в таком	5	3
171	по его	7	3
172	той же	3	3
173	мы не	10	3
174	но он	2	3
175	в каком	6	3
176	т п	4	3
177	совершенно справедливо	2	3
178	мы должны	3	3
179	в этих	7	3
180	в которой	2	3
181	с этой	2	2
182	в душе	11	2
183	связи с	3	2
184	представить себе	3	2
185	с этим	7	2
186	мы называем	2	2
187	в одном	8	2
188	в каждом	4	2
189	этом смысле	4	2
190	а как	2	2
191	не что	2	2
192	несомненно что	2	2
193	же в	2	2
194	и того	2	2
195	когда в	3	2
196	но все	2	2
197	и при	3	2
198	каким образом	3	2
199	чем в	2	2
200	утверждает что	2	2
201	очевидно что	3	2
202	того же	3	2
203	должна быть	3	2
204	одного и	2	2
205	что по	3	2
206	слов и	4	2
207	от друга	2	2
208	с так	3	2
209	и следовательно	2	2
210	мог бы	2	2
211	о которых	2	2
212	не имеем	2	2
213	его с	2	2
214	чувство и	8	2
215	иное как	2	2
216	друг от	2	2
217	образом и	2	2
218	во всех	5	2
219	и той	3	2
220	в словах	3	2
221	по отношению	13	2
222	на чувство	2	2
223	того как	6	2
224	от нас	2	2
225	в течение	2	2
226	одной и	3	2
227	и другое	3	2
228	с точки	3	2
229	говоря что	2	2
230	и даже	4	2
231	есть только	11	2
232	должно быть	7	2
233	этой теории	4	2
234	в глазах	3	2
235	с но	4	2
236	и с	3	2
237	говорит он	4	2
238	само по	4	2
239	даже и	2	2
240	как например	2	2
241	его мнению	4	2
242	что иное	2	2
243	во всем	4	2
244	в то	4	2
245	что даже	2	2
246	что самое	2	2
247	все то	2	2
248	вопроса о	2	2
249	его на	2	2
250	если же	5	2
251	том и	2	2
252	дело в	2	2
253	из этого	2	2
254	связь между	2	2
255	это будет	2	2
