N	2gram	Propp_Isto_2	Formalny
1	и в	15	38
2	в этом	11	27
3	т е	29	26
4	может быть	17	23
5	и пр	7	21
6	и его	3	21
7	таким образом	7	20
8	и не	11	20
9	прежде всего	5	15
10	не в	7	15
11	и т	19	14
12	не может	5	14
13	в нем	7	13
14	но и	14	13
15	связи с	8	13
16	с тем	9	11
17	в том	6	11
18	в его	6	10
19	в связи	5	10
20	с другими	2	10
21	и с	4	9
22	как и	2	9
23	при этом	4	9
24	не только	18	9
25	что и	6	8
26	все же	9	8
27	так и	5	8
28	самом деле	2	8
29	тем что	4	8
30	что в	12	7
31	по существу	2	7
32	в других	3	7
33	не было	2	6
34	то что	12	6
35	и ее	2	6
36	в ней	4	6
37	в этой	4	6
38	было бы	5	6
39	вместе с	7	6
40	в их	3	6
41	то же	10	6
42	все эти	4	6
43	а не	5	6
44	могут быть	2	6
45	он не	8	6
46	только в	6	6
47	а в	12	6
48	хотя бы	2	6
49	что он	24	5
50	именно в	2	5
51	во всех	2	5
52	с этим	5	5
53	и только	2	5
54	т д	18	5
55	и для	2	5
56	не столько	2	4
57	к тому	5	4
58	мы видели	2	4
59	что они	10	4
60	в сущности	2	4
61	как бы	6	4
62	из них	2	4
63	в некоторых	2	4
64	как в	5	4
65	другой стороны	2	4
66	в особенности	2	4
67	и наконец	5	4
68	здесь не	2	4
69	они не	4	4
70	ничего не	7	4
71	так как	14	4
72	но в	6	4
73	всех этих	3	3
74	же как	5	3
75	главным образом	2	3
76	и др	4	3
77	и может	2	3
78	с другой	2	3
79	из этих	3	3
80	мы знаем	11	3
81	и здесь	9	3
82	но все	5	3
83	например в	2	3
84	должно было	3	3
85	то это	6	3
86	и их	2	3
87	все это	3	3
88	так в	3	3
89	на самом	2	3
90	к нему	5	3
91	такой же	2	3
92	того что	3	3
93	того чтобы	2	3
94	роль в	3	3
95	мы не	3	3
96	или в	2	3
97	и на	4	3
98	он и	3	3
99	слова в	2	3
100	его в	10	3
101	что это	6	3
102	так сказать	2	3
103	уже в	2	2
104	самого начала	2	2
105	и более	2	2
106	и другие	4	2
107	подойти к	2	2
108	никогда не	15	2
109	состоит в	2	2
110	в этих	11	2
111	в качестве	3	2
112	перед нами	2	2
113	это не	2	2
114	в одной	4	2
115	представление о	2	2
116	не просто	2	2
117	в тех	2	2
118	на котором	2	2
119	с самого	2	2
120	том что	7	2
121	но это	4	2
122	является не	2	2
123	но не	2	2
124	его из	2	2
125	кроме того	2	2
126	она не	5	2
127	в каких	3	2
128	мы в	2	2
129	на один	2	2
130	не происходит	3	2
131	же и	3	2
132	в котором	5	2
133	он был	3	2
134	один из	8	2
135	ни в	2	2
136	ее в	2	2
137	а именно	3	2
138	приводит к	2	2
139	как она	4	2
140	его не	2	2
141	нигде не	2	2
142	должны были	8	2
143	они должны	4	2
144	находится в	2	2
145	превращается в	2	2
146	тем самым	2	2
147	и по	2	2
148	с ними	2	2
149	и то	2	2
150	их в	2	2
151	сказать что	2	2
152	он в	3	2
153	они были	2	2
154	при помощи	2	2
155	и это	3	2
156	что эта	2	2
157	должен был	3	2
158	потому что	9	2
159	как это	3	2
160	в которой	2	2
161	если это	3	2
162	в виду	2	2
163	из него	2	2
