N	2gram	Nazirov_Tv_2	Problemy
1	и не	9	31
2	и в	20	29
3	в его	10	24
4	может быть	8	24
5	а не	6	22
6	в этом	8	22
7	как бы	11	19
8	в нем	3	19
9	для него	3	18
10	у достоевского	30	16
11	не только	13	15
12	то что	3	15
13	но и	8	14
14	и его	9	14
15	то же	7	14
16	рядом с	2	14
17	уже не	3	13
18	романа достоевского	5	12
19	достоевского не	8	12
20	как и	6	12
21	роман достоевского	3	12
22	точка зрения	2	12
23	достоевского в	9	12
24	не может	7	12
25	таким образом	10	12
26	в одном	2	10
27	в самом	3	10
28	из подполья	6	10
29	в то	10	10
30	только в	2	10
31	героя и	2	10
32	это не	7	9
33	все же	5	9
34	в романе	15	9
35	но не	5	9
36	же время	7	9
37	все эти	4	9
38	идеи в	2	9
39	достоевского как	8	9
40	если бы	4	9
41	романов достоевского	5	8
42	что он	6	8
43	что в	7	8
44	отношению к	3	8
45	в своей	6	8
46	по отношению	3	8
47	потому что	7	8
48	в том	8	8
49	о достоевском	2	7
50	мире достоевского	3	7
51	прежде всего	8	7
52	вовсе не	2	7
53	романе достоевского	6	7
54	том что	4	7
55	не в	4	7
56	так и	6	7
57	достоевского и	2	7
58	а в	4	7
59	с другими	2	7
60	и на	5	7
61	в себе	3	7
62	в романах	13	7
63	но в	4	7
64	все это	6	6
65	точку зрения	2	6
66	в одной	3	6
67	в конце	6	6
68	достоевский в	7	6
69	в целом	6	6
70	одним из	3	6
71	самого достоевского	2	6
72	что она	4	6
73	как в	4	6
74	достоевского но	3	6
75	самом деле	2	6
76	в мире	5	6
77	так же	5	6
78	могут быть	2	6
79	его в	3	6
80	и потому	4	6
81	так как	3	6
82	и др	3	5
83	именно в	6	5
84	романах достоевского	13	5
85	творчество достоевского	4	5
86	более того	2	5
87	еще не	5	5
88	у него	6	5
89	он не	3	5
90	в творчестве	5	5
91	во всяком	2	5
92	между тем	3	5
93	для достоевского	2	5
94	творчестве достоевского	4	5
95	и это	3	5
96	с ним	3	5
97	ничего не	4	5
98	авторского сознания	2	5
99	произведениях достоевского	2	5
100	в плане	3	5
101	превращается в	3	4
102	личности в	2	4
103	в литературе	2	4
104	ивана карамазова	8	4
105	но это	5	4
106	и с	8	4
107	в процессе	2	4
108	в свете	3	4
109	и т	13	4
110	не было	2	4
111	достоевского к	2	4
112	тем что	3	4
113	но эта	2	4
114	героя в	4	4
115	и наконец	2	4
116	их в	2	4
117	в основе	2	4
118	или наконец	2	4
119	в этой	5	4
120	человека в	3	4
121	так сказать	2	4
122	но у	4	4
123	уже в	2	3
124	я не	2	3
125	он сам	3	3
126	никогда не	11	3
127	с другой	2	3
128	романа и	3	3
129	достоевского с	5	3
130	одна из	3	3
131	достоевский не	5	3
132	достоевского нет	3	3
133	в произведениях	2	3
134	герои достоевского	4	3
135	всяком случае	2	3
136	в духе	4	3
137	на него	2	3
138	в их	3	3
139	другой стороны	2	3
140	т п	2	3
141	например в	5	3
142	приводит к	2	3
143	и у	2	3
144	друг друга	2	3
145	достоевского мы	2	3
146	в своих	3	3
147	героя с	2	3
148	карамазова и	2	3
149	б м	2	3
150	все время	2	2
151	от ее	2	2
152	его и	2	2
153	с этой	3	2
154	и от	4	2
155	своих героев	3	2
156	и ее	2	2
157	он писал	2	2
158	так что	2	2
159	мы видим	4	2
160	при этом	8	2
161	на западе	3	2
162	во что	2	2
163	со своими	2	2
164	и сам	5	2
165	как достоевский	2	2
166	него в	2	2
167	стремление достоевского	2	2
168	до сих	3	2
169	в котором	3	2
170	один из	3	2
171	на его	4	2
172	в первой	2	2
173	сих пор	3	2
174	но эти	2	2
175	для автора	2	2
176	с героями	2	2
177	и даже	5	2
178	м энгельгардт	2	2
179	и что	2	2
180	у тургенева	2	2
181	на этот	2	2
182	или даже	2	2
183	этот вопрос	3	2
184	в которых	3	2
185	и есть	2	2
186	в истории	2	2
187	достоевского для	2	2
188	в россии	2	2
189	в которой	2	2
190	же не	2	2
191	тоже не	2	2
192	по преимуществу	2	2
