N	2gram	Trubetskoy_1	FransuaR
1	и в	23	41
2	то есть	2	24
3	мы уже	4	18
4	во всех	10	17
5	таким образом	31	17
6	в нем	3	16
7	и с	5	16
8	но и	9	13
9	как мы	2	12
10	в этом	12	12
11	все это	11	11
12	все эти	19	11
13	прежде всего	3	10
14	в самом	8	10
15	не только	7	10
16	так как	7	10
17	то что	18	10
18	и на	6	9
19	и все	7	9
20	о том	7	9
21	никогда не	4	8
22	в сущности	2	8
23	в этой	6	8
24	но в	4	8
25	у него	5	7
26	в них	2	7
27	вовсе не	2	7
28	том что	19	7
29	как бы	10	7
30	и до	3	7
31	как и	9	7
32	что в	8	7
33	в его	5	7
34	что он	7	6
35	вместе с	6	6
36	также и	2	6
37	в то	6	6
38	то же	4	5
39	так же	8	5
40	же время	2	5
41	между собою	5	5
42	из них	5	5
43	так и	10	5
44	в своем	10	5
45	и что	8	5
46	в себе	5	5
47	во всем	3	5
48	все то	2	5
49	что это	5	5
50	с другой	6	4
51	та же	3	4
52	и от	5	4
53	а затем	2	4
54	именно в	5	4
55	у нас	3	4
56	не в	8	4
57	и вообще	3	4
58	все что	9	4
59	тот же	3	4
60	одной стороны	2	4
61	в ней	3	4
62	в котором	2	4
63	даже в	3	4
64	все же	13	4
65	не может	17	4
66	с одной	3	4
67	самом деле	12	4
68	того чтобы	8	4
69	и наконец	3	4
70	одним из	4	4
71	а в	3	4
72	в результате	9	4
73	в основе	2	4
74	в другом	2	4
75	о котором	7	4
76	того же	9	4
77	с ним	6	4
78	из этого	6	4
79	во втором	2	3
80	с этой	3	3
81	с этим	11	3
82	на все	5	3
83	на первый	2	3
84	мы будем	3	3
85	есть в	2	3
86	как у	3	3
87	до сих	8	3
88	было бы	3	3
89	и сам	2	3
90	в начале	2	3
91	конечно не	3	3
92	и их	5	3
93	и особенно	2	3
94	жизни и	2	3
95	сих пор	8	3
96	и для	6	3
97	при этом	9	3
98	и не	8	3
99	те же	2	3
100	они не	2	3
101	того что	6	3
102	человеческого рода	2	3
103	между ними	2	3
104	к нему	2	3
105	в данном	3	3
106	только в	6	3
107	потому что	9	3
108	что их	3	2
109	не могут	4	2
110	всех этих	4	2
111	что если	3	2
112	в частности	2	2
113	в этих	3	2
114	все они	5	2
115	для этого	7	2
116	одного и	3	2
117	в конце	4	2
118	что все	5	2
119	представление о	3	2
120	с более	3	2
121	в индивидуальном	2	2
122	конечно в	2	2
123	если мы	4	2
124	для нас	3	2
125	в том	30	2
126	начало и	6	2
127	так что	5	2
128	в дальнейшем	2	2
129	тем более	3	2
130	связи с	4	2
131	что они	2	2
132	от него	3	2
133	на этом	2	2
134	но не	2	2
135	должна быть	5	2
136	как известно	3	2
137	никто не	2	2
138	может быть	16	2
139	они могут	2	2
140	хотя и	4	2
141	он не	3	2
142	но если	2	2
143	и потому	3	2
144	в эти	3	2
145	тем сильнее	2	2
146	мы видели	2	2
147	данном случае	3	2
148	другой стороны	5	2
149	которых мы	3	2
150	но с	2	2
151	из того	4	2
152	и сейчас	4	2
153	в истории	3	2
154	в народе	4	2
155	лишь в	5	2
156	заключается в	2	2
157	и у	4	2
158	с точки	8	2
159	и конец	4	2
160	и те	2	2
161	каждый из	3	2
162	и то	4	2
163	их в	2	2
164	между тем	12	2
165	образом в	3	2
166	точки зрения	13	2
167	из этих	8	2
168	говорить о	2	2
169	всех тех	2	2
170	что мы	4	2
171	состоит из	4	2
172	тех же	2	2
173	бы в	3	2
174	в области	4	2
175	тогда когда	3	2
176	в эту	2	2
177	а для	2	2
