N	2gram	Bakhtin_fo_2	Psycholo
1	то что	7	32
2	и в	46	31
3	в том	10	30
4	и т	14	26
5	то есть	10	26
6	что в	5	23
7	может быть	7	22
8	таким образом	3	20
9	при этом	6	19
10	так как	6	18
11	не может	2	17
12	как и	8	16
13	том что	4	16
14	и не	9	16
15	т п	11	16
16	точки зрения	10	15
17	только в	11	14
18	а не	4	13
19	не только	11	13
20	что и	3	13
21	так же	2	12
22	в этом	22	12
23	могут быть	2	11
24	не в	9	11
25	в сущности	2	10
26	того что	3	10
27	потому что	8	10
28	по себе	2	9
29	как в	4	9
30	никогда не	6	8
31	вместе с	9	8
32	все это	6	8
33	т д	3	8
34	во всяком	2	8
35	что он	3	7
36	и его	12	7
37	того чтобы	8	7
38	о том	4	7
39	вовсе не	13	6
40	до конца	2	6
41	было бы	2	6
42	из этих	4	6
43	отнюдь не	4	6
44	целый ряд	3	6
45	а в	3	6
46	для того	8	6
47	и даже	3	6
48	в его	8	6
49	и есть	2	5
50	и все	6	5
51	не является	3	5
52	все же	6	5
53	так что	4	5
54	мы видим	2	5
55	с одной	2	5
56	она не	2	5
57	как бы	10	5
58	и для	9	5
59	то же	8	5
60	с другой	2	5
61	и совершенно	3	5
62	в то	5	5
63	к тому	3	4
64	в котором	4	4
65	и другие	3	4
66	в виду	3	4
67	прежде всего	14	4
68	и так	2	4
69	очень часто	2	4
70	в себе	4	4
71	по существу	5	4
72	у него	9	4
73	со всеми	2	4
74	у нас	2	4
75	и о	2	4
76	точка зрения	3	4
77	один из	2	4
78	в этих	3	4
79	к этому	3	4
80	в совершенно	3	4
81	те же	6	4
82	и у	5	4
83	с этой	4	4
84	там где	2	4
85	как это	2	4
86	мы имеем	2	4
87	уже в	4	3
88	совсем не	2	3
89	как на	2	3
90	с тем	2	3
91	в частности	5	3
92	в своем	5	3
93	та же	3	3
94	что все	2	3
95	представление о	2	3
96	и к	2	3
97	что на	3	3
98	но это	2	3
99	но не	5	3
100	все что	2	3
101	смысле слова	2	3
102	до сих	2	3
103	в этой	2	3
104	хотя и	3	3
105	он не	5	3
106	сих пор	2	3
107	жизни и	8	3
108	так и	7	3
109	не было	3	3
110	и других	2	3
111	и вот	2	3
112	тем же	2	3
113	и по	3	3
114	роль в	3	3
115	почти всегда	2	3
116	в которых	3	3
117	в одной	2	3
118	и только	2	3
119	с этим	5	3
120	в конце	2	3
121	и это	2	3
122	но в	10	3
123	в основе	6	2
124	и как	3	2
125	в них	7	2
126	и во	6	2
127	и от	2	2
128	человека и	4	2
129	ее и	2	2
130	с ним	4	2
131	утверждает что	2	2
132	уже не	3	2
133	и потому	2	2
134	себя и	3	2
135	что они	4	2
136	что здесь	2	2
137	в качестве	3	2
138	того же	3	2
139	тот же	3	2
140	о чем	3	2
141	и их	4	2
142	имеет место	3	2
143	они сами	2	2
144	том же	4	2
145	далеко не	2	2
146	наконец в	2	2
147	в нем	5	2
148	мы видели	2	2
149	отношение к	3	2
150	из них	8	2
151	но и	9	2
152	без всякого	2	2
153	как мы	6	2
154	в связи	8	2
155	этом отношении	2	2
156	же самое	3	2
157	в себя	2	2
158	на основе	3	2
159	с точки	8	2
160	к ним	2	2
161	их в	4	2
162	и с	6	2
163	не быть	2	2
164	ту же	2	2
165	и художественного	3	2
166	в поэзии	2	2
167	это новое	2	2
168	его в	6	2
169	как он	2	2
170	почти все	3	2
171	одном из	2	2
172	в одном	7	2
173	оно было	2	2
