N	2gram	Bakhtin_Fr_3	Komedia
1	и в	40	22
2	и не	13	21
3	том что	4	13
4	в том	8	12
5	таким образом	10	12
6	так как	4	11
7	ни в	4	10
8	потому что	2	10
9	до сих	4	9
10	в самом	6	9
11	вместе с	3	9
12	сих пор	4	9
13	если бы	3	8
14	в своем	7	8
15	что он	2	8
16	в его	13	8
17	что и	3	8
18	в этом	15	8
19	о том	4	8
20	о чем	2	7
21	об этом	3	7
22	при этом	3	7
23	то же	7	7
24	а в	3	7
25	в конце	3	7
26	во время	8	6
27	к этому	6	6
28	того же	2	6
29	еще не	3	6
30	для того	3	6
31	может быть	9	6
32	как раз	5	6
33	самом деле	3	6
34	того чтобы	4	6
35	и его	17	6
36	в то	6	6
37	не менее	2	5
38	связи с	6	5
39	что в	12	5
40	же время	6	5
41	прежде всего	16	5
42	и сам	2	5
43	не только	13	5
44	в своей	6	5
45	отношение к	8	5
46	из них	4	5
47	все это	4	5
48	по отношению	3	5
49	он не	9	5
50	тем что	3	5
51	к нему	2	5
52	но в	8	5
53	но все	3	4
54	у него	8	4
55	с другой	2	4
56	вовсе не	12	4
57	и здесь	4	4
58	он был	3	4
59	все же	2	4
60	до конца	6	4
61	в ней	4	4
62	здесь нет	2	4
63	то что	5	4
64	но и	11	4
65	до нас	7	4
66	с помощью	2	4
67	а не	5	4
68	и для	5	4
69	тут же	2	4
70	точки зрения	2	4
71	в себе	3	4
72	в связи	5	4
73	так и	3	4
74	хотя бы	2	4
75	и с	8	4
76	с его	3	3
77	в частности	3	3
78	в них	9	3
79	на них	2	3
80	с этим	2	3
81	одного из	2	3
82	в нем	5	3
83	далеко не	2	3
84	и к	3	3
85	и еще	2	3
86	в ее	3	3
87	как и	11	3
88	ему не	2	3
89	в начале	3	3
90	в этой	3	3
91	который в	2	3
92	все что	2	3
93	было бы	4	3
94	конечно не	2	3
95	как бы	3	3
96	один из	4	3
97	и мысли	3	3
98	отношению к	2	3
99	в целом	2	3
100	не может	3	3
101	в течение	2	3
102	тем же	2	3
103	и даже	4	3
104	не так	3	3
105	в других	3	3
106	их в	3	3
107	одной из	2	3
108	как он	2	3
109	в которой	2	3
110	в основе	5	2
111	только для	3	2
112	уже в	2	2
113	до того	2	2
114	сравнению с	2	2
115	как в	3	2
116	это не	2	2
117	нового времени	2	2
118	и все	9	2
119	в одном	7	2
120	представление о	2	2
121	это в	2	2
122	для понимания	3	2
123	мы знаем	2	2
124	отличие от	3	2
125	из всех	4	2
126	и если	2	2
127	на его	2	2
128	в сущности	9	2
129	он говорит	6	2
130	и о	4	2
131	одним из	2	2
132	а также	4	2
133	между ними	3	2
134	ни одной	2	2
135	в котором	2	2
136	раз в	2	2
137	по сравнению	2	2
138	во всех	6	2
139	дело не	3	2
140	в их	4	2
141	как мы	10	2
142	вплоть до	3	2
143	не было	5	2
144	этом отношении	2	2
145	человеческой натуры	3	2
146	мы не	2	2
147	в мире	4	2
148	в эпоху	8	2
149	что для	2	2
150	роль в	4	2
151	из этой	2	2
152	можно было	3	2
153	в своих	5	2
154	и на	8	2
155	здесь и	5	2
156	между тем	3	2
157	и во	4	2
158	нуждается в	3	2
159	он и	7	2
160	и ее	2	2
161	в другом	3	2
162	видно что	4	2
163	и это	2	2
164	из этого	2	2
165	здесь не	3	2
166	к этой	3	2
167	в области	4	2
168	больше чем	2	2
169	в виду	7	2
