N	2gram	Propp_Isto_7	formyVre
1	и в	24	50
2	в этом	12	25
3	в нем	6	24
4	и его	3	16
5	в литературе	2	16
6	прежде всего	2	15
7	и не	4	14
8	как мы	3	14
9	вовсе не	4	13
10	по существу	4	12
11	так и	5	12
12	может быть	14	11
13	таким образом	7	11
14	мы уже	4	11
15	то же	8	11
16	но в	5	10
17	в конце	3	9
18	в том	7	9
19	и др	2	9
20	в особенности	2	9
21	все эти	2	9
22	в других	4	9
23	в то	2	9
24	не только	21	9
25	с его	3	9
26	ничего не	5	9
27	в самом	2	8
28	и т	17	8
29	но и	11	8
30	и на	2	8
31	как и	6	8
32	того же	2	8
33	ни в	2	8
34	героя и	5	7
35	все же	9	6
36	это не	10	6
37	в дальнейшем	3	6
38	например в	3	6
39	в их	4	6
40	не может	14	6
41	так же	6	6
42	так как	8	6
43	у него	10	6
44	с этим	2	6
45	и все	6	6
46	связи с	3	6
47	во всех	7	6
48	то что	7	6
49	в ее	2	6
50	как в	12	6
51	что в	13	5
52	и другие	9	5
53	в образе	3	5
54	не в	9	5
55	в связи	2	5
56	время как	2	5
57	в основе	2	5
58	точки зрения	4	5
59	всех этих	6	5
60	но все	4	5
61	но не	6	5
62	еще не	8	5
63	он не	6	5
64	в основном	2	5
65	и у	2	5
66	характерно что	2	4
67	кроме того	3	4
68	в котором	2	4
69	все это	8	4
70	не имеет	4	4
71	потому что	9	4
72	к себе	3	4
73	в них	3	4
74	то время	2	4
75	конечно не	2	4
76	том что	10	4
77	только в	6	4
78	и это	2	4
79	здесь не	2	4
80	не могут	2	3
81	в этих	13	3
82	связаны с	2	3
83	при этом	4	3
84	не имеют	2	3
85	себе и	3	3
86	хотя и	3	3
87	здесь нет	3	3
88	один из	7	3
89	в форме	2	3
90	с одной	5	3
91	но эта	2	3
92	они не	2	3
93	друг друга	2	3
94	а в	10	3
95	вообще не	2	3
96	сказать что	2	3
97	в золотом	2	3
98	его в	3	3
99	но они	3	3
100	к этому	2	3
101	в качестве	3	3
102	со своей	2	3
103	одной из	4	3
104	что и	8	3
105	вместе с	7	3
106	сих пор	3	3
107	только на	2	3
108	а не	8	3
109	что не	2	3
110	мы не	4	3
111	мы видим	10	3
112	или в	8	3
113	и ее	2	3
114	все его	2	3
115	до сих	2	3
116	уже в	3	2
117	же как	4	2
118	никогда не	4	2
119	с другой	9	2
120	и нет	2	2
121	вопрос о	3	2
122	для нас	6	2
123	происходит в	3	2
124	одной стороны	5	2
125	но для	2	2
126	отношение к	5	2
127	ни с	2	2
128	того что	6	2
129	и даже	3	2
130	и по	3	2
131	к ним	2	2
132	но он	2	2
133	во всем	2	2
134	что мы	3	2
135	мы должны	4	2
136	как он	6	2
137	с ним	5	2
138	здесь и	2	2
139	же что	2	2
140	тогда когда	3	2
141	стороны и	2	2
142	сохраняется и	2	2
143	в различных	3	2
144	об этом	6	2
145	но конечно	2	2
146	в чем	5	2
147	одна из	7	2
148	эта форма	3	2
149	и стал	3	2
150	было бы	2	2
151	но оно	2	2
152	к ней	2	2
153	как бы	4	2
154	ее в	3	2
155	оказывается что	2	2
156	уже не	2	2
157	и эта	2	2
158	в которой	2	2
159	в данном	4	2
160	тем что	6	2
161	вступает в	3	2
162	на себя	2	2
163	его на	2	2
164	попадает в	2	2
165	там где	5	2
166	но по	2	2
