N	2gram	Medvedev_F_3	Freidism
1	таким образом	18	24
2	и не	30	23
3	не может	24	20
4	точки зрения	16	19
5	прежде всего	4	18
6	и пр	15	15
7	в этом	18	15
8	в его	7	15
9	с помощью	8	14
10	мы можем	4	13
11	может быть	25	13
12	и его	19	12
13	как и	14	11
14	как бы	8	11
15	то что	8	11
16	все эти	6	11
17	с точки	14	11
18	и потому	5	10
19	так и	21	10
20	как мы	8	10
21	самом деле	16	10
22	его в	7	10
23	но в	6	10
24	с его	2	9
25	и в	27	9
26	во всех	3	9
27	по отношению	3	9
28	что он	6	8
29	отношению к	3	8
30	еще не	6	8
31	в своей	6	8
32	не только	9	8
33	все это	7	8
34	то же	15	8
35	только в	8	8
36	и все	8	8
37	так как	9	8
38	мы знаем	4	7
39	ни в	8	7
40	во всяком	6	7
41	мы видели	4	7
42	в самом	11	7
43	что же	5	7
44	те же	3	7
45	сказать что	3	7
46	мы уже	3	7
47	всяком случае	6	7
48	никогда не	5	6
49	вовсе не	28	6
50	и ее	6	6
51	за пределы	2	6
52	того что	3	6
53	в ней	5	6
54	так сказать	5	6
55	совершенно не	7	6
56	хотя бы	6	6
57	и с	3	6
58	на протяжении	2	6
59	знаем что	2	5
60	можно сказать	3	5
61	не в	12	5
62	в этой	2	5
63	для этого	2	5
64	в то	7	5
65	в большинстве	4	5
66	что в	8	5
67	но и	10	5
68	на самом	14	5
69	для того	4	5
70	и на	3	5
71	могут быть	4	5
72	в каком	2	5
73	мы должны	2	5
74	большинстве случаев	5	5
75	не менее	7	4
76	но не	5	4
77	в следующей	2	4
78	в котором	2	4
79	сознания и	2	4
80	и др	2	4
81	в этих	3	4
82	то ни	4	4
83	из этих	2	4
84	в пределах	8	4
85	в жизни	11	4
86	если мы	7	4
87	к тому	4	4
88	сводится к	5	4
89	всех этих	2	4
90	же время	7	4
91	на этом	2	4
92	в последнем	2	4
93	смысле слова	2	4
94	при этом	8	4
95	конечно не	4	4
96	от того	2	4
97	как раз	8	4
98	в основе	3	4
99	в зависимости	5	4
100	в нем	15	4
101	все же	6	4
102	последнем счете	2	4
103	данном случае	4	4
104	это только	2	4
105	между ними	15	4
106	уже не	3	4
107	того чтобы	5	4
108	и для	6	4
109	совсем не	5	4
110	той же	3	4
111	мы не	4	4
112	в таком	2	4
113	в данном	6	4
114	потому что	7	4
115	говорить о	2	4
116	зависимости от	5	4
117	не могут	10	3
118	нисколько не	2	3
119	главным образом	2	3
120	если бы	12	3
121	тому что	3	3
122	в них	3	3
123	развития как	2	3
124	от всех	4	3
125	и от	11	3
126	в себе	3	3
127	войти в	5	3
128	он был	4	3
129	и как	4	3
130	но это	2	3
131	учение о	2	3
132	она не	4	3
133	было бы	6	3
134	в общем	2	3
135	внутренняя речь	2	3
136	ее в	3	3
137	с ее	2	3
138	бы то	4	3
139	только то	3	3
140	жизни и	4	3
141	вместе с	6	3
142	этот процесс	3	3
143	со стороны	4	3
144	и содержание	2	3
145	и те	4	3
146	как в	4	3
147	одной и	2	3
148	и что	3	3
149	следующей главе	2	3
150	уже знаем	2	3
151	такой же	2	3
152	в искусстве	7	3
153	может стать	3	3
154	но ведь	4	3
155	слова и	4	3
156	одна из	2	3
157	не является	5	3
158	человека и	2	3
159	это учение	2	3
160	в отношении	2	2
161	уже в	4	2
162	или иное	2	2
163	человека в	2	2
164	по учению	2	2
165	видели что	2	2
166	только не	2	2
167	что это	3	2
168	его и	3	2
169	между собой	4	2
170	в какой	3	2
171	того же	3	2
172	с другой	6	2
173	это не	3	2
174	оно не	3	2
175	формы и	3	2
176	своей теории	2	2
177	же что	2	2
178	в конце	3	2
179	и теперь	6	2
180	к этому	2	2
181	в такой	2	2
182	это утверждение	2	2
183	содержание и	2	2
184	не можем	2	2
185	же самое	3	2
186	не нуждается	3	2
187	тем не	2	2
188	для нас	3	2
189	в ее	4	2
190	до конца	4	2
191	да и	4	2
192	ни было	5	2
193	в основном	2	2
194	это и	2	2
195	том что	4	2
196	более того	6	2
197	высшей степени	2	2
198	индивидуального организма	4	2
199	они и	3	2
200	а не	17	2
201	связано с	2	2
202	социальной жизни	4	2
203	из них	2	2
204	но для	2	2
205	но если	2	2
206	как ее	4	2
207	притом в	2	2
208	в процессе	15	2
209	конце концов	2	2
210	о нем	3	2
211	в него	3	2
212	в своем	2	2
213	со всею	2	2
214	на почве	2	2
215	продолжает жить	2	2
216	являются только	2	2
217	как не	2	2
218	дело не	2	2
219	что она	2	2
220	только на	4	2
221	отличается от	2	2
222	всех других	3	2
223	в нас	2	2
224	от этих	2	2
225	отношения к	2	2
226	этом отношении	3	2
227	человека как	2	2
228	внутренней речи	2	2
229	социальной группы	2	2
230	в отличие	2	2
231	чтобы не	2	2
232	свое выражение	2	2
233	в высшей	2	2
234	тем же	7	2
235	и даже	2	2
236	и притом	2	2
237	так же	9	2
238	отличие от	2	2
239	роль в	4	2
240	социального общения	9	2
241	и снова	2	2
242	без труда	2	2
243	их в	3	2
244	случае в	3	2
245	то или	2	2
246	от этого	2	2
247	правда в	2	2
248	чем же	2	2
249	нуждается в	3	2
250	единства и	3	2
251	и тех	2	2
252	они не	4	2
253	в своих	6	2
254	что и	2	2
255	к его	3	2
256	всех областях	2	2
257	как это	4	2
258	в области	2	2
259	в эту	2	2
260	и психики	2	2
261	в виду	3	2
262	возможно только	2	2
