N	3gram	Losev_Dial_2	Vladivir
1	в том что	6	10
2	тем не менее	2	9
3	о том что	4	8
4	с точки зрения	8	6
5	не может быть	3	6
6	это значит что	8	6
7	более или менее	2	5
8	в то время	3	4
9	содержит в себе	3	4
10	само по себе	2	3
11	в то же	3	3
12	во всяком случае	2	3
13	то же время	4	2
14	вовсе не есть	2	2
15	в данном случае	2	2
16	нельзя сказать что	2	2
17	в связи с	4	2
18	иметь в виду	2	2
19	сам по себе	3	2
20	в таком случае	3	2
21	ни в каком	3	2
22	то время как	3	2
23	с другой стороны	4	2
24	так или иначе	2	2
