N	2gram	Trubetskoy_1	FransuaR
1	и в	26	45
2	то есть	4	25
3	и не	8	15
4	не только	10	14
5	в этом	15	14
6	но в	7	14
7	в его	5	13
8	во всех	2	13
9	как бы	12	12
10	во время	4	12
11	что в	9	12
12	в своем	3	11
13	то же	4	11
14	в то	4	11
15	прежде всего	2	10
16	в том	11	10
17	в нем	4	10
18	но и	9	10
19	и с	10	10
20	же время	2	9
21	жизни и	2	8
22	таким образом	22	8
23	в самой	2	8
24	так же	5	8
25	с его	2	7
26	в конце	6	7
27	том что	7	7
28	не в	2	7
29	что и	6	7
30	мы видели	2	7
31	все это	6	7
32	в эпоху	7	7
33	потому что	7	7
34	и все	2	7
35	что он	4	6
36	в этой	4	6
37	он не	4	6
38	так и	6	6
39	того чтобы	5	6
40	для того	5	6
41	связи с	9	6
42	так как	9	6
43	в них	2	6
44	и к	5	5
45	одной из	5	5
46	со всеми	2	5
47	одним из	2	5
48	не может	4	5
49	в связи	3	5
50	этом отношении	2	5
51	все эти	6	5
52	и у	8	5
53	и как	3	5
54	и на	2	5
55	же как	3	4
56	том числе	5	4
57	и от	4	4
58	и здесь	2	4
59	тому же	5	4
60	но не	8	4
61	по своему	2	4
62	в самом	4	4
63	в общем	8	4
64	и о	3	4
65	а также	2	4
66	а не	5	4
67	и даже	3	4
68	его не	2	4
69	как на	8	4
70	а в	4	4
71	сказать что	2	4
72	точки зрения	13	4
73	только в	4	4
74	о том	6	4
75	и это	2	4
76	не менее	3	3
77	связанных с	2	3
78	и другие	3	3
79	из этих	10	3
80	в одном	3	3
81	по существу	2	3
82	того же	6	3
83	связанные с	7	3
84	для него	3	3
85	для всех	2	3
86	до сих	5	3
87	не могло	2	3
88	вместе с	15	3
89	сих пор	5	3
90	на небе	2	3
91	связь с	2	3
92	не было	2	3
93	именно в	2	3
94	в течение	4	3
95	того что	3	3
96	на этот	4	3
97	не имеет	5	3
98	и для	5	3
99	в которых	4	3
100	только для	2	2
101	и связанные	2	2
102	не могут	2	2
103	с тем	18	2
104	пор еще	2	2
105	по тому	2	2
106	превращается в	2	2
107	хотя бы	3	2
108	относится к	2	2
109	перестает быть	2	2
110	что все	4	2
111	на все	2	2
112	к этому	3	2
113	из своих	2	2
114	числе и	4	2
115	можно сказать	3	2
116	к тому	6	2
117	в отношении	6	2
118	в начале	2	2
119	то что	7	2
120	в качестве	3	2
121	в другое	2	2
122	так например	2	2
123	что это	3	2
124	этот путь	2	2
125	несмотря на	6	2
126	и если	3	2
127	друг с	5	2
128	конечно не	2	2
129	может быть	10	2
130	вплоть до	2	2
131	если в	3	2
132	с другом	5	2
133	один из	2	2
134	в народном	3	2
135	все же	6	2
136	благодаря этому	2	2
137	когда он	3	2
138	и только	4	2
139	начиная с	2	2
140	одновременно и	2	2
141	при этом	3	2
142	в одно	2	2
143	лишь в	5	2
144	и что	4	2
145	ко всему	2	2
146	в значительной	3	2
147	и больше	2	2
148	и наконец	2	2
149	с точки	6	2
150	к нему	7	2
151	больше чем	2	2
152	между тем	2	2
153	мы можем	2	2
154	он в	2	2
155	одно из	2	2
156	же самое	2	2
157	и т.д	6	2
158	в эту	2	2
