N	3gram	Bakhtin_Pr_1	Psycholo
1	для того чтобы	2	19
2	в том что	7	14
3	в зависимости от	3	6
4	о том что	2	6
5	заключается в том	2	6
6	в самом деле	2	5
7	до сих пор	2	5
8	с другой стороны	2	5
9	в этом отношении	5	3
10	в лучшем случае	2	3
11	с самого начала	2	3
12	можно было бы	3	3
13	друг с другом	3	3
14	можно сказать что	2	2
15	в конце концов	4	2
16	сами по себе	3	2
17	в данном случае	2	2
18	в отличие от	2	2
19	как бы в	2	2
20	таким образом все	2	2
21	именно потому что	2	2
22	с точки зрения	15	2
23	не может быть	3	2
24	само по себе	2	2
25	на самом деле	3	2
26	все то что	3	2
27	именно в том	2	2
28	потому что он	2	2
