N	2gram	Vinokur_St_3	Vladivir
1	и в	25	31
2	в году	5	30
3	не только	12	24
4	но и	9	19
5	то что	12	18
6	и не	10	17
7	у него	9	15
8	он был	3	14
9	том что	15	14
10	что в	19	14
11	в этом	24	14
12	и с	4	14
13	что он	19	12
14	в его	12	12
15	но в	5	12
16	с его	3	11
17	в том	20	11
18	между прочим	3	11
19	потому что	5	11
20	о том	8	11
21	так что	11	10
22	он не	5	10
23	никогда не	2	9
24	как мы	2	9
25	а в	6	9
26	в течение	4	9
27	только в	6	9
28	в конце	6	9
29	и по	2	8
30	в то	7	8
31	так как	3	8
32	уже в	3	7
33	для него	3	7
34	кроме того	3	7
35	об этом	5	7
36	как раз	3	7
37	и его	3	7
38	сказать что	4	7
39	он и	2	6
40	к этому	3	6
41	и к	4	6
42	можно сказать	4	6
43	у нас	4	6
44	в качестве	4	6
45	того же	2	6
46	может быть	19	6
47	в котором	5	6
48	так и	5	6
49	не может	7	6
50	то же	5	6
51	и что	3	6
52	то он	2	6
53	это было	8	6
54	это был	2	5
55	а с	2	5
56	не был	2	5
57	все это	8	5
58	вовсе не	2	5
59	на то	5	5
60	не в	6	5
61	но как	2	5
62	и если	3	5
63	а также	4	5
64	не было	4	5
65	в своих	8	5
66	но он	3	5
67	же время	3	4
68	что у	2	4
69	этом смысле	4	4
70	к ней	4	4
71	что его	2	4
72	как и	4	4
73	в этой	14	4
74	течение всей	2	4
75	такого рода	5	4
76	один из	2	4
77	в своей	4	4
78	а а	6	4
79	в особенности	4	4
80	говорит что	5	4
81	и у	2	4
82	что для	3	4
83	он писал	2	4
84	несмотря на	3	4
85	из его	7	4
86	в россии	6	4
87	к нему	4	4
88	в которой	4	4
89	в общем	4	3
90	вот что	3	3
91	к тому	2	3
92	в виде	3	3
93	с другой	5	3
94	в жизни	4	3
95	как в	6	3
96	но не	2	3
97	но это	4	3
98	что они	2	3
99	ничего не	4	3
100	конце концов	3	3
101	года в	2	3
102	все же	4	3
103	на его	4	3
104	в целом	4	3
105	отношение к	4	3
106	вместе с	2	3
107	другой стороны	5	3
108	в отношении	2	3
109	взгляд на	2	3
110	в связи	3	3
111	таким образом	10	3
112	все эти	3	3
113	эти годы	2	3
114	о которой	2	3
115	в в	3	3
116	не мог	2	3
117	уже не	3	3
118	и всегда	2	3
119	что этот	3	3
120	и на	6	3
121	что касается	7	3
122	и здесь	3	3
123	в начале	4	3
124	во время	3	3
125	то есть	2	3
126	место в	6	2
127	молодой человек	2	2
128	во многом	2	2
129	тем что	19	2
130	с тем	4	2
131	не менее	2	2
132	для его	2	2
133	по этому	3	2
134	нет и	2	2
135	от нее	3	2
136	в них	5	2
137	и такие	2	2
138	не столько	2	2
139	что все	3	2
140	то обстоятельство	5	2
141	его к	2	2
142	одной из	2	2
143	тем не	2	2
144	ни в	5	2
145	несколько слов	2	2
146	тем более	3	2
147	что я	3	2
148	на этом	3	2
149	более что	2	2
150	к своей	2	2
151	то время	4	2
152	и тот	2	2
153	своего времени	2	2
154	еще не	2	2
155	того что	5	2
156	было бы	7	2
157	в это	2	2
158	в самом	2	2
159	том чтобы	2	2
160	которую он	2	2
161	на это	2	2
162	на что	2	2
163	всяком случае	4	2
164	с которым	3	2
165	и т	8	2
166	дело не	2	2
167	из этого	4	2
168	со стороны	3	2
169	русской истории	2	2
170	только что	2	2
171	то и	2	2
172	т д	2	2
173	и для	4	2
174	начиная с	2	2
175	россии и	2	2
176	и других	2	2
177	этой области	2	2
178	лишь в	4	2
179	он говорит	4	2
180	и за	2	2
181	для того	2	2
182	что мы	3	2
183	что такое	7	2
184	как на	6	2
185	той же	2	2
186	была не	2	2
187	а по	2	2
188	в результате	2	2
189	во всяком	4	2
190	известно что	2	2
191	к этой	2	2
192	точки зрения	7	2
193	в каком	4	2
194	обстоятельство что	5	2
195	из этих	6	2
196	в детские	2	2
197	и это	5	2
198	и ни	2	2
199	ответ на	5	2
200	в чем	4	2
