N	2gram	Vygotskiy__2	KulturaY
1	и в	15	23
2	точки зрения	26	23
3	в том	33	22
4	не только	15	17
5	было бы	10	16
6	в этом	19	16
7	с точки	18	16
8	может быть	9	14
9	самом деле	6	14
10	что в	14	13
11	в самом	11	13
12	для того	10	12
13	потому что	7	12
14	вопрос о	5	11
15	том что	27	11
16	а не	3	11
17	того что	17	11
18	в его	2	11
19	того чтобы	12	11
20	можно было	5	11
21	и не	7	10
22	прежде всего	4	9
23	хотя бы	4	9
24	таким образом	14	9
25	так как	4	9
26	если бы	8	8
27	лишь в	3	8
28	зависимости от	6	8
29	иными словами	2	8
30	в виду	6	8
31	с другой	6	7
32	или иной	2	7
33	если мы	6	7
34	в зависимости	6	7
35	те же	3	7
36	и что	8	7
37	речи в	6	7
38	должно быть	2	7
39	в данном	3	7
40	сказать что	6	7
41	все эти	3	7
42	как это	6	7
43	того как	4	7
44	для этого	3	6
45	по себе	7	6
46	что и	2	6
47	что он	12	6
48	в силу	2	6
49	тот же	7	6
50	при этом	3	6
51	и тем	2	6
52	так и	8	6
53	в их	2	6
54	не может	9	6
55	то же	5	6
56	в общем	3	6
57	с помощью	5	6
58	о языке	2	6
59	могут быть	2	6
60	говорить о	2	6
61	связи с	9	6
62	только в	4	6
63	о том	9	6
64	ничего не	3	6
65	что же	2	5
66	не могут	2	5
67	независимо от	4	5
68	и есть	2	5
69	вовсе не	6	5
70	как и	6	5
71	не в	8	5
72	что она	3	5
73	как бы	7	5
74	все же	4	5
75	от того	2	5
76	в связи	6	5
77	как мы	6	5
78	а в	4	5
79	также и	2	5
80	тем более	3	5
81	тем что	2	5
82	на которых	2	5
83	той или	2	5
84	из этих	4	5
85	были бы	2	4
86	этого слова	3	4
87	а также	2	4
88	для нас	4	4
89	только тогда	2	4
90	в целом	10	4
91	того же	3	4
92	одной стороны	7	4
93	столь же	2	4
94	в сущности	9	4
95	в своей	4	4
96	том чтобы	4	4
97	точка зрения	3	4
98	то что	20	4
99	данном случае	3	4
100	как в	4	4
101	целый ряд	2	4
102	как раз	4	4
103	в своем	9	4
104	с одной	7	4
105	заключается в	8	4
106	тем самым	3	4
107	вопросом о	2	4
108	отношения между	3	4
109	учения о	2	4
110	тогда когда	5	4
111	на вопрос	4	3
112	уже в	5	3
113	но на	3	3
114	и более	2	3
115	речи но	3	3
116	что это	6	3
117	отнюдь не	2	3
118	это не	5	3
119	на самом	3	3
120	именно в	2	3
121	к тому	7	3
122	и к	6	3
123	что на	2	3
124	в отношении	6	3
125	ни в	2	3
126	с этой	2	3
127	по существу	5	3
128	мы видели	6	3
129	что именно	3	3
130	но не	3	3
131	очевидно что	3	3
132	по поводу	4	3
133	но для	2	3
134	он не	7	3
135	но если	2	3
136	речь идет	2	3
137	в процессе	11	3
138	но и	10	3
139	по отношению	6	3
140	связь между	5	3
141	а с	4	3
142	мы находим	6	3
143	мы не	10	3
144	они не	3	3
145	речи как	3	3
146	не имеет	4	3
147	не потому	2	3
148	и с	4	3
149	бы и	3	3
150	той же	2	3
151	что как	3	3
152	в которых	3	3
153	нас в	2	3
154	этот вопрос	5	3
155	речи которые	2	3
156	в результате	3	3
157	то он	2	3
158	и только	3	3
159	мы должны	6	3
160	там где	6	3
161	вопрос об	2	2
162	том числе	3	2
163	только для	3	2
164	все это	4	2
165	в известном	2	2
166	не понимают	2	2
167	но все	2	2
168	в частности	6	2
169	смысле этого	3	2
170	на том	2	2
171	точку зрения	6	2
172	в одном	2	2
173	что все	4	2
174	как например	2	2
175	не дает	2	2
176	же это	2	2
177	сама по	2	2
178	можно сказать	2	2
179	к его	2	2
180	состоит в	3	2
181	и как	2	2
182	что они	3	2
183	к вопросу	2	2
184	более или	2	2
185	чем в	2	2
186	смысле слова	5	2
187	когда в	2	2
188	с целью	2	2
189	в качестве	4	2
190	за пределы	2	2
191	иначе говоря	2	2
192	нас к	2	2
193	указывает что	2	2
194	что если	2	2
195	относительно того	3	2
196	увидим что	2	2
197	самое важное	2	2
198	все те	2	2
199	чем это	3	2
200	в котором	2	2
201	но мы	3	2
202	отношению к	5	2
203	речь в	3	2
204	когда он	3	2
205	в некоторых	2	2
206	вместе с	6	2
207	значение в	3	2
208	собственном смысле	3	2
209	понятие о	2	2
210	или менее	2	2
211	языка и	3	2
212	и самый	2	2
213	в отличие	3	2
214	только что	3	2
215	для обозначения	2	2
216	из того	4	2
217	на этот	6	2
218	не станем	2	2
219	речи эта	2	2
220	так же	4	2
221	с другими	3	2
222	во всяком	7	2
223	остается в	2	2
224	он в	3	2
225	на протяжении	2	2
226	что мы	9	2
227	тому как	2	2
228	как он	6	2
229	для которого	3	2
230	в этих	2	2
231	не то	2	2
232	отличие от	3	2
233	мы имеем	3	2
234	но в	6	2
