N	2gram	Tiupa_Lite_2	Formalny
1	и в	19	38
2	в этом	9	27
3	может быть	17	23
4	и его	3	21
5	и не	11	20
6	прежде всего	4	15
7	не в	4	15
8	и т	2	14
9	не может	9	14
10	в нем	3	13
11	но и	10	13
12	в поэзии	3	12
13	с тем	2	11
14	в том	10	11
15	вовсе не	2	11
16	в его	4	10
17	и с	3	9
18	как и	10	9
19	при этом	6	9
20	не только	8	9
21	т п	2	9
22	отнюдь не	4	8
23	что и	2	8
24	все же	2	8
25	так и	7	8
26	тем что	4	8
27	точки зрения	4	8
28	что в	4	7
29	для него	4	7
30	по существу	3	7
31	слова и	7	7
32	этом отношении	3	7
33	уже не	2	7
34	с точки	3	7
35	не было	2	6
36	в результате	2	6
37	то что	7	6
38	в истории	2	6
39	в ней	4	6
40	в этой	3	6
41	было бы	2	6
42	вместе с	5	6
43	в их	3	6
44	то же	12	6
45	а не	20	6
46	как раз	2	6
47	могут быть	2	6
48	он не	5	6
49	а в	3	6
50	хотя бы	2	6
51	в первый	2	5
52	что он	3	5
53	же время	9	5
54	по преимуществу	2	5
55	во всех	3	5
56	и только	2	5
57	и для	3	5
58	в основе	2	5
59	в то	9	5
60	не столько	3	4
61	на фоне	5	4
62	в сущности	3	4
63	как бы	2	4
64	и к	2	4
65	из них	2	4
66	другой стороны	4	4
67	что не	2	4
68	и наконец	2	4
69	и даже	8	4
70	даже и	2	4
71	ничего не	3	4
72	так как	3	4
73	но в	2	4
74	если в	2	3
75	же как	2	3
76	и др	3	3
77	в какой	2	3
78	с другой	8	3
79	в годы	2	3
80	и как	3	3
81	не является	2	3
82	в целом	2	3
83	жизни и	4	3
84	и до	2	3
85	так в	5	3
86	то и	3	3
87	такой же	3	3
88	того что	5	3
89	для того	2	3
90	тем же	3	3
91	мы не	4	3
92	каждый из	4	3
93	и на	6	3
94	он и	2	3
95	как к	3	3
96	в области	4	3
97	уже в	2	2
98	никогда не	3	2
99	состоит в	9	2
100	в качестве	5	2
101	для этого	2	2
102	столь же	5	2
103	в такой	2	2
104	в конце	2	2
105	в ее	2	2
106	до конца	2	2
107	том что	7	2
108	идет о	3	2
109	но это	3	2
110	то в	2	2
111	но не	5	2
112	очевидно что	2	2
113	но как	2	2
114	со своей	2	2
115	едва ли	4	2
116	даже в	4	2
117	не так	2	2
118	один из	4	2
119	не к	2	2
120	не по	2	2
121	а к	2	2
122	со стороны	3	2
123	а именно	3	2
124	на этом	2	2
125	и других	4	2
126	тем самым	3	2
127	и иных	2	2
128	и то	3	2
129	в искусстве	4	2
130	произведения искусства	2	2
131	в художественном	2	2
132	потому что	2	2
133	как это	2	2
134	с ним	2	2
135	в виду	2	2
