N	2gram	Tiupa_Narr_1	Vladivir
1	и в	11	40
2	то что	9	28
3	и не	23	25
4	не только	31	25
5	то есть	9	24
6	у него	7	24
7	но и	27	18
8	в том	8	18
9	том что	7	18
10	что в	3	17
11	также и	3	17
12	в этом	12	16
13	в его	6	14
14	не может	8	14
15	точки зрения	5	13
16	только в	12	13
17	сказать что	2	12
18	в конце	2	12
19	никогда не	4	11
20	потому что	5	11
21	о том	4	11
22	едва ли	3	11
23	прежде всего	4	10
24	тем не	3	10
25	как раз	6	10
26	в году	2	10
27	и его	10	10
28	не менее	3	9
29	уже не	8	9
30	и с	3	9
31	и то	3	9
32	в своей	5	9
33	в себе	6	9
34	в своем	3	8
35	в этой	6	8
36	для него	4	8
37	может быть	15	8
38	он не	3	8
39	а также	6	8
40	как мы	2	8
41	а не	13	8
42	к тому	6	7
43	и как	3	7
44	хотя и	4	7
45	а в	13	7
46	того что	4	7
47	в то	4	7
48	вместе с	2	7
49	как и	13	7
50	да и	2	6
51	и даже	2	6
52	не мог	6	6
53	и на	5	6
54	и от	2	6
55	по себе	4	6
56	об этом	6	6
57	то в	4	6
58	не будет	2	6
59	так и	5	6
60	если не	2	6
61	хотя бы	2	6
62	с другой	2	5
63	тому же	6	5
64	не говорит	3	5
65	не было	3	5
66	в ней	4	5
67	отнюдь не	2	5
68	в одном	4	5
69	что он	3	5
70	у нас	3	5
71	еще в	3	5
72	только на	2	5
73	в данном	11	5
74	дело в	2	5
75	ничего не	2	5
76	на то	2	4
77	до конца	2	4
78	такого рода	10	4
79	в самом	6	4
80	она была	2	4
81	не имеет	2	4
82	в результате	2	4
83	однако и	4	4
84	как это	3	4
85	и все	3	4
86	но не	4	4
87	еще не	4	4
88	и о	3	4
89	никак не	2	4
90	то же	8	4
91	все же	4	4
92	но в	7	4
93	перед нами	5	3
94	в качестве	14	3
95	это не	3	3
96	из этих	4	3
97	при этом	19	3
98	но для	3	3
99	как бы	6	3
100	всяком случае	2	3
101	и тем	4	3
102	в нем	4	3
103	к нему	4	3
104	в связи	2	3
105	и только	2	3
106	именно в	3	3
107	или не	4	3
108	же самое	2	3
109	сводится к	3	3
110	мы имеем	3	3
111	этого не	2	3
112	если бы	7	3
113	же в	2	3
114	оно не	2	3
115	в отличие	2	3
116	того чтобы	4	3
117	и притом	2	3
118	не в	6	3
119	и для	2	3
120	в таком	2	3
121	во всяком	2	3
122	здесь не	2	3
123	в чем	2	3
124	отличие от	2	3
125	это было	2	3
126	он сам	3	2
127	в нашем	3	2
128	в этих	2	2
129	что на	4	2
130	обращает на	3	2
131	же время	4	2
132	жизни а	3	2
133	истории в	4	2
134	не о	2	2
135	той или	5	2
136	чем это	2	2
137	не является	3	2
138	в целом	3	2
139	который в	2	2
140	другой стороны	2	2
141	друг друга	2	2
142	этом отношении	3	2
143	что касается	2	2
144	к его	2	2
145	и еще	2	2
146	но как	3	2
147	в начале	3	2
148	что мы	2	2
149	не вполне	2	2
150	могло бы	3	2
151	не существует	3	2
152	с его	4	2
153	а о	2	2
154	которая в	2	2
155	в жизни	3	2
156	еще раз	3	2
157	одно и	2	2
158	она не	2	2
159	из них	4	2
160	в сущности	2	2
161	он уже	2	2
162	со стороны	8	2
163	себя внимание	3	2
164	в мире	4	2
165	данном случае	8	2
166	быть и	2	2
167	только что	2	2
168	тем самым	5	2
169	для того	3	2
170	роль в	2	2
171	мы не	3	2
172	на себя	4	2
173	связи с	2	2
