N	2gram	Ircho_Kome_2	Myslijsy
1	потому что	6	49
2	для нас	3	31
3	и в	26	24
4	может быть	11	23
5	то что	6	20
6	и не	14	19
7	в том	11	18
8	что в	9	16
9	не только	7	15
10	того же	3	14
11	было бы	8	13
12	не в	2	13
13	но не	3	12
14	не может	3	12
15	то же	3	12
16	мы можем	3	12
17	если бы	9	11
18	что и	7	11
19	вместе с	9	11
20	мы не	2	11
21	только в	4	11
22	таким образом	6	11
23	так что	5	10
24	как в	3	10
25	так как	4	10
26	независимо от	5	9
27	вовсе не	2	9
28	в нем	6	9
29	как бы	2	9
30	но и	10	9
31	а в	3	8
32	том что	9	8
33	и на	7	8
34	в этом	10	8
35	прежде всего	4	7
36	во всяком	2	7
37	всяком случае	2	7
38	во всех	3	7
39	как и	4	7
40	тем что	3	7
41	с этим	5	7
42	того как	3	7
43	связи с	3	6
44	с другой	2	6
45	в одном	2	6
46	по поводу	3	6
47	и т	2	6
48	не было	3	6
49	не имеет	3	6
50	между тем	4	6
51	в то	6	6
52	уже в	4	5
53	не менее	4	5
54	столь же	9	5
55	же в	4	5
56	тот же	2	5
57	о том	6	5
58	и их	3	5
59	судя по	4	5
60	так и	12	5
61	в них	4	5
62	от того	2	5
63	для того	5	5
64	из них	7	5
65	все же	4	5
66	в которой	5	5
67	место в	4	4
68	во время	6	4
69	из этих	4	4
70	что он	5	4
71	одна из	2	4
72	до сих	2	4
73	еще не	6	4
74	и если	2	4
75	в самом	4	4
76	время как	2	4
77	в котором	3	4
78	сих пор	2	4
79	так в	2	4
80	с одной	2	4
81	если не	2	4
82	и что	2	4
83	как он	3	4
84	то время	3	4
85	с тем	5	4
86	в других	2	4
87	но в	3	4
88	что это	4	3
89	это не	2	3
90	и от	4	3
91	и все	2	3
92	хотя и	4	3
93	то это	2	3
94	что на	3	3
95	ни было	2	3
96	одной стороны	2	3
97	например в	3	3
98	вслед за	2	3
99	в самой	3	3
100	в ней	3	3
101	и во	2	3
102	если в	2	3
103	его в	4	3
104	в целом	4	3
105	как не	2	3
106	со стороны	2	3
107	что она	2	3
108	что его	3	3
109	т п	2	3
110	искать в	3	3
111	человека в	3	3
112	и у	2	3
113	и для	4	3
114	той же	3	3
115	что для	4	3
116	рядом с	2	3
117	с ними	2	3
118	одно из	2	3
119	могла бы	3	3
120	в этих	4	3
121	в каждом	3	2
122	этом смысле	2	2
123	и есть	2	2
124	в нашем	2	2
125	и его	12	2
126	что у	4	2
127	в какой	2	2
128	для их	2	2
129	хотя бы	2	2
130	что ни	2	2
131	и это	2	2
132	к этому	5	2
133	вопрос о	3	2
134	с его	5	2
135	после того	2	2
136	мы знаем	3	2
137	только потому	2	2
138	бы в	2	2
139	но все	3	2
140	у него	4	2
141	же время	3	2
142	в действительности	2	2
143	но если	3	2
144	в его	4	2
145	один из	5	2
146	все это	3	2
147	в связи	3	2
148	видно из	2	2
149	мы находим	2	2
150	с самого	2	2
151	того чтобы	6	2
152	друг друга	3	2
153	как это	4	2
154	также что	2	2
155	или в	3	2
156	по отношению	3	2
157	и здесь	6	2
158	тому что	4	2
159	на этом	2	2
160	с которыми	2	2
161	это было	4	2
162	и поэтому	3	2
