N	3gram	Vinokur_Ku_3	Problema
1	той или иной	5	11
2	с точки зрения	16	11
3	тем не менее	9	10
4	в нашем смысле	2	10
5	в том что	8	8
6	в той или	2	7
7	сам по себе	3	6
8	с другой стороны	3	6
9	в данном случае	4	5
10	в какой мере	2	4
11	не только в	3	4
12	можно было бы	10	4
13	ни в какой	2	4
14	какой мере не	2	4
15	о том что	3	3
16	и т д	8	3
17	того или иного	3	3
18	только в том	2	3
19	и тем не	3	3
20	в зависимости от	7	3
21	в связи с	4	3
22	на самом деле	3	3
23	более или менее	2	2
24	не говоря уже	2	2
25	тот или иной	2	2
26	сама по себе	2	2
27	дело не в	2	2
28	к тому же	2	2
29	в том чтобы	3	2
30	для того чтобы	11	2
