N	2gram	Potebnia_M_4	Komedia
1	и в	23	26
2	и не	18	14
3	к тому	3	12
4	так и	6	12
5	и его	2	12
6	в том	23	11
7	может быть	26	11
8	но и	11	10
9	в этом	23	10
10	что в	17	9
11	столь же	2	9
12	том что	12	9
13	если бы	13	9
14	вместе с	6	9
15	было бы	8	8
16	и на	3	7
17	не только	10	7
18	что и	7	7
19	в своем	8	6
20	во время	2	6
21	то что	29	6
22	еще не	3	6
23	в нем	7	6
24	в двух	2	6
25	того чтобы	4	6
26	потому что	33	6
27	и здесь	2	6
28	в то	4	6
29	о том	8	6
30	таким образом	24	6
31	с тем	7	5
32	независимо от	6	5
33	в которой	6	5
34	что он	4	5
35	один из	2	5
36	в истории	4	5
37	на основании	4	5
38	с этим	7	5
39	для того	6	5
40	так что	5	5
41	и с	4	5
42	уже в	5	4
43	не менее	5	4
44	в этих	3	4
45	тому что	2	4
46	в них	3	4
47	что у	3	4
48	из этих	2	4
49	как мы	2	4
50	как и	14	4
51	хотя и	5	4
52	в его	5	4
53	в самом	3	4
54	судя по	2	4
55	и для	2	4
56	более чем	3	4
57	можно было	2	4
58	точки зрения	4	4
59	с и	2	4
60	только в	15	4
61	что это	7	4
62	так как	14	4
63	на этот	2	4
64	его в	4	4
65	между тем	9	4
66	это слово	4	4
67	это было	2	4
68	так или	2	3
69	до тех	6	3
70	представить себе	2	3
71	в каждом	3	3
72	в образе	2	3
73	вопрос о	2	3
74	что на	2	3
75	что его	2	3
76	отношению к	8	3
77	связи с	3	3
78	же время	3	3
79	для нас	14	3
80	по поводу	4	3
81	никто не	2	3
82	из которых	2	3
83	например в	3	3
84	да и	4	3
85	в ней	2	3
86	в котором	4	3
87	не имеет	5	3
88	тех пор	6	3
89	и их	3	3
90	даже не	2	3
91	все это	5	3
92	по отношению	10	3
93	того как	6	3
94	той же	3	3
95	то же	14	3
96	не было	12	3
97	как в	7	3
98	в самой	2	3
99	к нему	5	3
100	друг друга	2	3
101	а в	5	3
102	или иначе	2	3
103	человека в	2	3
104	тем что	10	3
105	не может	11	3
106	но в	8	3
107	мы можем	10	3
108	в голову	2	2
109	в другой	2	2
110	и есть	3	2
111	в нашем	2	2
112	не всегда	3	2
113	так называемых	3	2
114	с другой	2	2
115	это не	7	2
116	признать что	2	2
117	в одном	4	2
118	вовсе не	7	2
119	и я	2	2
120	то это	8	2
121	и к	6	2
122	с которым	2	2
123	об этом	2	2
124	в ее	2	2
125	есть для	5	2
126	не в	11	2
127	до сих	4	2
128	в силу	7	2
129	тот же	2	2
130	чем в	2	2
131	по своему	2	2
132	и хотя	3	2
133	после того	2	2
134	что по	2	2
135	только потому	4	2
136	в это	2	2
137	в действительности	3	2
138	и если	3	2
139	от того	4	2
140	он не	2	2
141	как бы	5	2
142	от ее	2	2
143	не вполне	2	2
144	всяком случае	3	2
145	даже в	2	2
146	хотя бы	4	2
147	и т	7	2
148	и это	2	2
149	в мире	2	2
150	отношение к	2	2
151	сих пор	4	2
152	всех остальных	4	2
153	со стороны	3	2
154	что она	2	2
155	так в	3	2
156	т п	4	2
157	в течение	2	2
158	еще более	2	2
159	в той	4	2
160	и что	7	2
161	и у	2	2
162	бы и	5	2
163	в других	2	2
164	мы не	8	2
165	в глазах	2	2
166	с ними	3	2
167	не следует	2	2
168	имеет в	2	2
169	во всяком	5	2
170	к его	2	2
171	говорить о	5	2
172	и все	4	2
173	в первом	3	2
174	из этого	2	2
175	бы в	2	2
176	мы имеем	4	2
177	в виду	3	2
