N	2gram	Vygotskiy__1	EvropaiC
1	таким образом	20	32
2	в том	30	31
3	и в	31	24
4	том что	16	20
5	не может	17	18
6	то что	32	17
7	может быть	22	15
8	все же	5	15
9	точки зрения	15	13
10	в своем	3	12
11	до сих	3	12
12	сих пор	3	12
13	самом деле	9	12
14	в этом	12	12
15	все это	8	11
16	между тем	4	11
17	с этим	3	11
18	мы знаем	3	10
19	как бы	5	10
20	все что	3	10
21	так и	3	10
22	на то	10	9
23	при этом	19	9
24	в результате	4	9
25	как и	16	9
26	того же	2	9
27	что в	23	9
28	не в	11	8
29	в самом	11	8
30	так же	12	8
31	если бы	6	8
32	и все	5	8
33	ясно что	19	8
34	с точки	2	8
35	не менее	2	7
36	к тому	4	7
37	но и	2	7
38	и не	16	7
39	и что	8	7
40	из этих	6	7
41	о том	7	7
42	что он	7	7
43	по существу	4	7
44	в силу	3	7
45	или менее	2	7
46	на самом	2	7
47	того чтобы	7	7
48	для того	6	7
49	из этого	2	7
50	более или	2	7
51	должна быть	3	6
52	с другой	5	6
53	так что	5	6
54	в этой	3	6
55	несмотря на	5	6
56	отличается от	2	6
57	того что	10	6
58	как на	3	6
59	так как	18	6
60	с ним	2	6
61	в сознании	2	6
62	что и	13	6
63	мы можем	4	6
64	только в	14	6
65	вместе с	8	6
66	что это	6	5
67	и без	2	5
68	столь же	4	5
69	и от	2	5
70	что все	3	5
71	тому же	3	5
72	у него	4	5
73	что с	2	5
74	в целом	5	5
75	и их	2	5
76	другой стороны	5	5
77	как к	2	5
78	и с	2	5
79	потому что	10	5
80	его в	2	5
81	но в	3	5
82	к этому	4	5
83	и к	3	5
84	из всех	2	5
85	в то	5	5
86	что при	3	5
87	и если	4	5
88	в его	6	5
89	не только	13	5
90	не будет	3	5
91	и для	5	5
92	в себе	4	5
93	как будто	5	5
94	далеко не	2	5
95	в которой	4	5
96	на вопрос	2	4
97	не могут	3	4
98	никогда не	8	4
99	та же	3	4
100	в конце	3	4
101	в такой	2	4
102	тем не	2	4
103	это есть	5	4
104	хотя и	3	4
105	отношение к	2	4
106	из них	2	4
107	а потому	3	4
108	и то	2	4
109	том случае	2	4
110	в состоянии	3	4
111	иначе говоря	5	4
112	том же	2	4
113	он не	3	4
114	конце концов	3	4
115	не есть	3	4
116	оказывается что	5	4
117	что эта	3	4
118	совершенно не	5	4
119	то же	5	4
120	этой области	2	4
121	и сейчас	2	4
122	если мы	12	4
123	из которых	3	4
124	и у	4	4
125	в таком	3	4
126	в области	11	4
127	же как	4	3
128	с одной	5	3
129	но даже	2	3
130	в этих	4	3
131	целом ряде	2	3
132	с в	3	3
133	одного и	2	3
134	представление о	3	3
135	вопрос о	3	3
136	ее и	2	3
137	для нас	5	3
138	очевидно что	6	3
139	уже и	2	3
140	в настоящее	2	3
141	в нем	2	3
142	от того	3	3
143	целый ряд	6	3
144	в совершенно	4	3
145	что оно	3	3
146	и других	3	3
147	заключается в	7	3
148	и по	3	3
149	а в	6	3
150	что только	2	3
151	настоящее время	2	3
152	что мы	8	3
153	при помощи	20	3
154	и потому	2	3
155	бы в	2	3
156	с тем	3	3
157	прежде всего	4	3
158	в жизни	2	3
159	у нас	4	3
160	во всем	3	3
161	от него	2	3
162	тот же	2	3
163	и может	2	3
164	на почве	2	3
165	даже в	2	3
166	только что	2	3
167	должны быть	3	3
168	рассматриваться как	3	3
169	что по	3	3
170	в психологии	6	3
171	в связи	2	3
172	и это	3	3
173	отличие от	4	3
174	не то	2	3
175	независимо от	2	2
176	в частности	3	2
177	можно ли	2	2
178	себя и	2	2
179	тому что	4	2
180	точку зрения	3	2
181	что у	3	2
182	с этой	4	2
183	на долю	2	2
184	что эти	3	2
185	что на	3	2
186	как мы	2	2
187	совершенно ясно	19	2
188	такой же	2	2
189	что они	2	2
190	одной стороны	6	2
191	к нему	2	2
192	от себя	4	2
193	том чтобы	7	2
194	к ним	2	2
195	в виду	4	2
196	всяком случае	6	2
197	в котором	4	2
198	мы видели	2	2
199	в противоречие	2	2
200	что она	6	2
201	то и	2	2
202	имеет место	2	2
203	что для	2	2
204	и состоит	2	2
205	те же	4	2
206	в которых	3	2
207	и так	4	2
208	одно из	2	2
209	только при	3	2
210	но как	2	2
211	не было	3	2
212	все то	3	2
213	во всяком	8	2
214	то есть	26	2
215	том и	2	2
216	в основе	2	2
217	и там	2	2
218	только не	3	2
219	отнюдь не	6	2
220	до тех	2	2
221	в них	2	2
222	гораздо более	2	2
223	тогда когда	5	2
224	этих двух	2	2
225	представить себе	3	2
226	вовсе не	6	2
227	только тогда	7	2
228	одна из	4	2
229	но не	3	2
230	только то	2	2
231	тех же	2	2
232	она не	5	2
233	было бы	6	2
234	жизни и	3	2
235	психологии в	2	2
236	в сущности	10	2
237	во внимание	2	2
238	него в	2	2
239	в процессе	5	2
240	что же	2	2
241	все дело	2	2
242	почти все	2	2
243	знаем и	2	2
244	одной и	4	2
245	в себя	2	2
246	тем самым	2	2
247	это обстоятельство	3	2
248	сходство с	2	2
249	мы все	2	2
250	к психологии	5	2
251	ту же	2	2
252	этого слова	4	2
253	если же	2	2
254	есть в	7	2
255	и только	3	2
256	представления об	2	2
257	и поэтому	2	2
