N	2gram	Vinokur_Ku_1	Dialekti
1	не есть	4	40
2	и не	12	30
3	по себе	2	25
4	т е	38	25
5	и т	33	21
6	т д	14	19
7	и в	24	18
8	ничего не	2	17
9	может быть	13	17
10	точки зрения	14	17
11	в нем	4	16
12	и есть	2	16
13	ни в	2	15
14	так что	4	15
15	не имеет	2	15
16	а не	8	14
17	потому что	23	14
18	что в	17	13
19	то что	9	13
20	не только	10	13
21	и даже	3	13
22	если бы	9	12
23	было бы	15	12
24	и что	5	12
25	с точки	9	12
26	в этом	14	12
27	не может	7	12
28	что это	5	11
29	что он	6	11
30	как бы	7	11
31	учение о	4	11
32	все это	6	11
33	в себе	3	11
34	так как	9	11
35	прежде всего	9	10
36	несмотря на	3	10
37	то же	8	10
38	что такое	6	10
39	никогда не	2	9
40	это не	7	9
41	в том	30	9
42	это есть	2	9
43	так и	7	9
44	том что	21	9
45	и то	3	9
46	ясно что	3	8
47	в каком	2	8
48	не просто	5	7
49	вовсе не	10	7
50	и как	2	7
51	но и	6	7
52	что она	3	7
53	что не	5	7
54	также и	2	7
55	с другой	7	6
56	можно сказать	3	6
57	хотя бы	10	6
58	никак не	2	6
59	не было	3	6
60	не в	11	6
61	в то	2	6
62	с ним	5	6
63	но в	2	6
64	я не	2	5
65	в этих	4	5
66	в своем	3	5
67	на то	4	5
68	и мы	2	5
69	и пр	15	5
70	но если	2	5
71	не с	3	5
72	все же	12	5
73	в особенности	3	5
74	что оно	3	5
75	и он	3	5
76	а в	5	5
77	можно было	6	5
78	и с	5	5
79	в виду	5	5
80	нисколько не	3	4
81	и более	2	4
82	по крайней	5	4
83	к тому	5	4
84	во всяком	5	4
85	как таковой	2	4
86	крайней мере	5	4
87	это и	4	4
88	но не	5	4
89	же время	2	4
90	хотя и	3	4
91	в котором	3	4
92	то это	3	4
93	так же	4	4
94	другой стороны	6	4
95	как раз	8	4
96	смысл и	2	4
97	мы говорим	2	4
98	только и	3	4
99	он есть	3	4
100	о том	9	4
101	как это	3	4
102	может иметь	2	3
103	тому что	3	3
104	в них	7	3
105	все равно	2	3
106	этом смысле	3	3
107	должна быть	3	3
108	не является	2	3
109	или иной	3	3
110	что и	4	3
111	а только	8	3
112	меньше всего	2	3
113	только потому	6	3
114	что я	2	3
115	что они	4	3
116	более или	3	3
117	уже и	3	3
118	ли это	2	3
119	на себе	6	3
120	конечно не	2	3
121	он не	2	3
122	в его	12	3
123	и потому	4	3
124	если в	2	3
125	даже в	3	3
126	гораздо более	3	3
127	один из	4	3
128	к свету	2	3
129	или менее	3	3
130	что же	6	3
131	в их	3	3
132	в самом	10	3
133	в разных	2	3
134	еще и	5	3
135	но все	2	3
136	но с	2	3
137	на самом	2	3
138	самом деле	9	3
139	была бы	3	3
140	в науке	4	3
141	должно быть	3	3
142	в данном	4	3
143	очень много	2	3
144	в ней	6	3
145	даже и	3	3
146	нуждается в	3	3
147	и еще	2	3
148	есть наука	2	3
149	только в	11	3
150	но вот	2	3
151	и все	2	3
152	бы в	7	3
153	от этого	2	3
154	не менее	7	2
155	что их	2	2
156	того что	9	2
157	е о	2	2
158	бы и	2	2
159	по мере	3	2
160	именно в	6	2
161	в частности	4	2
162	были бы	2	2
163	в качестве	7	2
164	как в	4	2
165	исключительно лишь	2	2
166	с этой	2	2
167	из этих	4	2
168	поэтому необходимо	2	2
169	в каждом	2	2
170	вопрос о	2	2
171	этой точки	2	2
172	быть в	2	2
173	от света	2	2
174	как и	2	2
175	и при	2	2
176	лишь как	2	2
177	что если	2	2
178	как о	2	2
179	до сих	4	2
180	только тогда	3	2
181	еще не	5	2
182	и может	3	2
183	мы увидим	3	2
184	для того	16	2
185	о чем	2	2
186	в первую	4	2
187	убедиться что	2	2
188	себе и	2	2
189	и является	4	2
190	относится к	2	2
191	каждом из	2	2
192	всяком случае	5	2
193	тем более	2	2
194	но уже	5	2
195	из них	4	2
196	в своей	2	2
197	в современной	2	2
198	которое в	2	2
199	дело не	2	2
200	сих пор	4	2
201	со стороны	4	2
202	и тогда	4	2
203	для этого	3	2
204	как например	2	2
205	т п	18	2
206	иной раз	2	2
207	идет речь	2	2
208	с этим	4	2
209	а с	3	2
210	этом отношении	5	2
211	все эти	6	2
212	мы имеем	6	2
213	если мы	2	2
214	уже не	8	2
215	можно говорить	2	2
216	с него	2	2
217	и для	2	2
218	д и	2	2
219	между собою	2	2
220	с ними	4	2
221	то мы	3	2
222	же и	2	2
223	то и	2	2
224	что касается	2	2
225	в которых	6	2
226	как с	2	2
227	это было	2	2
